,area,total,men,women,household,date
211,西淀川区,95279,48429,46850,43072,2016-04-01
212,淀川区,176700,89255,87445,95237,2016-04-01
213,東淀川区,175675,89209,86466,93455,2016-04-01
214,東成区,80538,42044,38494,39879,2016-04-01
215,生野区,129650,67220,62430,63752,2016-04-01
216,旭区,91470,47847,43623,43708,2016-04-01
217,城東区,165007,86454,78553,77029,2016-04-01
218,鶴見区,111473,58077,53396,46504,2016-04-01
219,阿倍野区,107985,58246,49739,50349,2016-04-01
220,住之江区,122391,63591,58800,57097,2016-04-01
221,住吉区,153651,81899,71752,71677,2016-04-01
222,東住吉区,126091,66712,59379,57921,2016-04-01
223,平野区,196058,103093,92965,89258,2016-04-01
224,西成区,111097,46941,64156,68934,2016-04-01
225,大阪市,2692845,1389722,1303123,1358464,2016-03-01
226,北区,124749,64419,60330,74812,2016-03-01
227,都島区,104831,54251,50580,51743,2016-03-01
228,福島区,72706,38452,34254,37664,2016-03-01
229,此花区,66517,34017,32500,30752,2016-03-01
230,中央区,93765,49926,43839,59559,2016-03-01
231,西区,93275,49309,43966,52708,2016-03-01
232,港区,81915,41869,40046,40349,2016-03-01
233,大正区,64828,33204,31624,29146,2016-03-01
234,天王寺区,76390,40828,35562,38460,2016-03-01
235,浪速区,70648,34762,35886,48172,2016-03-01
236,西淀川区,95357,48469,46888,42942,2016-03-01
237,淀川区,176210,88936,87274,94580,2016-03-01
238,東淀川区,175464,89067,86397,92865,2016-03-01
239,東成区,80507,41980,38527,39713,2016-03-01
240,生野区,129709,67240,62469,63590,2016-03-01
241,旭区,91442,47814,43628,43573,2016-03-01
242,城東区,164958,86380,78578,76760,2016-03-01
243,鶴見区,111484,58081,53403,46390,2016-03-01
244,阿倍野区,108063,58242,49821,50321,2016-03-01
245,住之江区,122591,63667,58924,56979,2016-03-01
246,住吉区,153695,81926,71769,71506,2016-03-01
247,東住吉区,126138,66629,59509,57827,2016-03-01
248,平野区,196336,103260,93076,89085,2016-03-01
249,西成区,111267,46994,64273,68968,2016-03-01
250,大阪市,2693201,1389911,1303290,1357787,2016-02-01
251,北区,124482,64261,60221,74617,2016-02-01
252,都島区,104726,54185,50541,51647,2016-02-01
253,福島区,72667,38438,34229,37631,2016-02-01
254,此花区,66523,34002,32521,30716,2016-02-01
255,中央区,93713,49895,43818,59506,2016-02-01
256,西区,93147,49218,43929,52599,2016-02-01
257,港区,81932,41905,40027,40312,2016-02-01
258,大正区,64913,33270,31643,29146,2016-02-01
259,天王寺区,76319,40811,35508,38397,2016-02-01
260,浪速区,70618,34763,35855,48122,2016-02-01
261,西淀川区,95369,48459,46910,42922,2016-02-01
262,淀川区,176328,88991,87337,94599,2016-02-01
263,東淀川区,175553,89157,86396,92788,2016-02-01
264,東成区,80517,41990,38527,39692,2016-02-01
265,生野区,129816,67305,62511,63611,2016-02-01
266,旭区,91510,47846,43664,43600,2016-02-01
267,城東区,164986,86398,78588,76732,2016-02-01
268,鶴見区,111494,58058,53436,46364,2016-02-01
269,阿倍野区,108020,58232,49788,50289,2016-02-01
270,住之江区,122645,63686,58959,56951,2016-02-01
271,住吉区,153815,81978,71837,71543,2016-02-01
272,東住吉区,126192,66648,59544,57855,2016-02-01
273,平野区,196460,103348,93112,89067,2016-02-01
274,西成区,111456,47067,64389,69081,2016-02-01
275,大阪市,2693239,1389860,1303379,1357563,2016-01-01
276,北区,124200,64152,60048,74464,2016-01-01
277,都島区,104698,54180,50518,51604,2016-01-01
278,福島区,72644,38401,34243,37589,2016-01-01
279,此花区,66564,34022,32542,30720,2016-01-01
280,中央区,93490,49791,43699,59382,2016-01-01
281,西区,93011,49165,43846,52521,2016-01-01
282,港区,81994,41929,40065,40358,2016-01-01
283,大正区,64990,33302,31688,29172,2016-01-01
284,天王寺区,76222,40749,35473,38349,2016-01-01
285,浪速区,70429,34685,35744,47987,2016-01-01
286,西淀川区,95400,48459,46941,42930,2016-01-01
287,淀川区,176301,88975,87326,94583,2016-01-01
288,東淀川区,175645,89194,86451,92841,2016-01-01
289,東成区,80566,42025,38541,39736,2016-01-01
290,生野区,129968,67380,62588,63693,2016-01-01
291,旭区,91581,47866,43715,43632,2016-01-01
292,城東区,164890,86350,78540,76656,2016-01-01
293,鶴見区,111485,58073,53412,46351,2016-01-01
294,阿倍野区,108011,58212,49799,50319,2016-01-01
295,住之江区,122759,63739,59020,56968,2016-01-01
296,住吉区,153971,82064,71907,71595,2016-01-01
297,東住吉区,126248,66679,59569,57818,2016-01-01
298,平野区,196516,103346,93170,89096,2016-01-01
299,西成区,111656,47122,64534,69199,2016-01-01
