,area,total,men,women,household,date
40,生野区,129646,67284,62362,66411,2018-11-01
41,旭区,91029,47799,43230,44581,2018-11-01
42,城東区,166914,87610,79304,79567,2018-11-01
43,鶴見区,111370,58191,53179,47425,2018-11-01
44,阿倍野区,109249,58940,50309,51731,2018-11-01
45,住之江区,121307,63124,58183,58354,2018-11-01
46,住吉区,153402,81881,71521,73314,2018-11-01
47,東住吉区,125836,66836,59000,59333,2018-11-01
48,平野区,193848,102192,91656,91297,2018-11-01
49,西成区,109836,46494,63342,69893,2018-11-01
50,大阪市,2725006,1409264,1315742,1412983,2018-10-01
51,北区,133123,68713,64410,80383,2018-10-01
52,都島区,106858,55429,51429,54424,2018-10-01
53,福島区,75896,39988,35908,40201,2018-10-01
54,此花区,65914,33713,32201,31505,2018-10-01
55,中央区,98094,52348,45746,62681,2018-10-01
56,西区,100437,53355,47082,57766,2018-10-01
57,港区,81076,41562,39514,40981,2018-10-01
58,大正区,63741,32685,31056,29674,2018-10-01
59,天王寺区,79177,42414,36763,40066,2018-10-01
60,浪速区,72991,36082,36909,50595,2018-10-01
61,西淀川区,95749,48734,47015,44732,2018-10-01
62,淀川区,180998,91137,89861,99874,2018-10-01
63,東淀川区,176031,89557,86474,96308,2018-10-01
64,東成区,82857,43404,39453,42949,2018-10-01
65,生野区,129379,67130,62249,66128,2018-10-01
66,旭区,91072,47822,43250,44533,2018-10-01
67,城東区,166852,87557,79295,79448,2018-10-01
68,鶴見区,111268,58123,53145,47356,2018-10-01
69,阿倍野区,109172,58920,50252,51650,2018-10-01
70,住之江区,121364,63146,58218,58323,2018-10-01
71,住吉区,153361,81870,71491,73184,2018-10-01
72,東住吉区,125907,66856,59051,59333,2018-10-01
73,平野区,193925,102261,91664,91178,2018-10-01
74,西成区,109764,46458,63306,69711,2018-10-01
75,大阪市,2724355,1408816,1315539,1412872,2018-09-01
76,北区,133011,68666,64345,80340,2018-09-01
77,都島区,106828,55404,51424,54429,2018-09-01
78,福島区,75510,39797,35713,40071,2018-09-01
79,此花区,65986,33763,32223,31542,2018-09-01
80,中央区,97931,52278,45653,62660,2018-09-01
81,西区,100359,53295,47064,57788,2018-09-01
82,港区,81106,41561,39545,41009,2018-09-01
83,大正区,63743,32694,31049,29671,2018-09-01
84,天王寺区,79019,42335,36684,39987,2018-09-01
85,浪速区,72966,36050,36916,50628,2018-09-01
86,西淀川区,95711,48711,47000,44718,2018-09-01
87,淀川区,180893,91119,89774,99819,2018-09-01
88,東淀川区,176021,89539,86482,96286,2018-09-01
89,東成区,82909,43404,39505,42987,2018-09-01
90,生野区,129460,67173,62287,66138,2018-09-01
91,旭区,91093,47777,43316,44536,2018-09-01
92,城東区,166777,87541,79236,79389,2018-09-01
93,鶴見区,111244,58104,53140,47344,2018-09-01
94,阿倍野区,109111,58885,50226,51634,2018-09-01
95,住之江区,121420,63175,58245,58352,2018-09-01
96,住吉区,153385,81908,71477,73207,2018-09-01
97,東住吉区,125943,66868,59075,59332,2018-09-01
98,平野区,194044,102275,91769,91223,2018-09-01
99,西成区,109885,46494,63391,69782,2018-09-01
100,大阪市,2724007,1408589,1315418,1411998,2018-08-01
101,北区,132761,68569,64192,80208,2018-08-01
102,都島区,106797,55396,51401,54405,2018-08-01
103,福島区,75337,39732,35605,39947,2018-08-01
104,此花区,65988,33753,32235,31504,2018-08-01
105,中央区,97865,52292,45573,62617,2018-08-01
106,西区,100233,53198,47035,57669,2018-08-01
107,港区,81206,41599,39607,41048,2018-08-01
108,大正区,63779,32715,31064,29650,2018-08-01
109,天王寺区,78936,42303,36633,39957,2018-08-01
110,浪速区,72952,36043,36909,50600,2018-08-01
111,西淀川区,95722,48711,47011,44688,2018-08-01
112,淀川区,180999,91205,89794,99938,2018-08-01
113,東淀川区,176055,89557,86498,96239,2018-08-01
114,東成区,82745,43290,39455,42810,2018-08-01
115,生野区,129591,67227,62364,66147,2018-08-01
116,旭区,91106,47776,43330,44490,2018-08-01
117,城東区,166798,87565,79233,79390,2018-08-01
118,鶴見区,111172,58064,53108,47282,2018-08-01
119,阿倍野区,109117,58873,50244,51635,2018-08-01
120,住之江区,121425,63173,58252,58325,2018-08-01
121,住吉区,153312,81829,71483,73120,2018-08-01
122,東住吉区,125881,66804,59077,59258,2018-08-01
123,平野区,194202,102369,91833,91240,2018-08-01
124,西成区,110028,46546,63482,69831,2018-08-01
125,大阪市,2723100,1407981,1315119,1410573,2018-07-01
126,北区,132555,68455,64100,80024,2018-07-01
127,都島区,106685,55365,51320,54318,2018-07-01
128,福島区,75233,39678,35555,39886,2018-07-01
129,此花区,66031,33762,32269,31509,2018-07-01
130,中央区,97710,52224,45486,62486,2018-07-01
131,西区,100022,53057,46965,57456,2018-07-01
132,港区,81272,41626,39646,41060,2018-07-01
133,大正区,63804,32727,31077,29654,2018-07-01
134,天王寺区,78815,42237,36578,39877,2018-07-01
135,浪速区,72881,35979,36902,50551,2018-07-01
136,西淀川区,95707,48694,47013,44637,2018-07-01
137,淀川区,180966,91177,89789,99836,2018-07-01
138,東淀川区,176139,89583,86556,96249,2018-07-01
139,東成区,82718,43284,39434,42744,2018-07-01
140,生野区,129689,67272,62417,66163,2018-07-01
141,旭区,91148,47783,43365,44479,2018-07-01
142,城東区,166676,87486,79190,79294,2018-07-01
143,鶴見区,111084,58009,53075,47218,2018-07-01
144,阿倍野区,109090,58873,50217,51670,2018-07-01
145,住之江区,121429,63193,58236,58245,2018-07-01
146,住吉区,153233,81743,71490,73052,2018-07-01
147,東住吉区,125903,66811,59092,59241,2018-07-01
148,平野区,194222,102378,91844,91132,2018-07-01
149,西成区,110088,46585,63503,69792,2018-07-01
150,大阪市,2722098,1407370,1314728,1409717,2018-06-01
151,北区,132289,68304,63985,79898,2018-06-01
152,都島区,106662,55338,51324,54275,2018-06-01
153,福島区,75178,39653,35525,39877,2018-06-01
154,此花区,66077,33791,32286,31521,2018-06-01
155,中央区,97570,52160,45410,62407,2018-06-01
156,西区,99709,52876,46833,57244,2018-06-01
157,港区,81306,41648,39658,41074,2018-06-01
158,大正区,63888,32784,31104,29655,2018-06-01
159,天王寺区,78754,42209,36545,39871,2018-06-01
160,浪速区,72884,35984,36900,50565,2018-06-01
161,西淀川区,95589,48657,46932,44552,2018-06-01
162,淀川区,180925,91144,89781,99847,2018-06-01
163,東淀川区,176050,89527,86523,96178,2018-06-01
164,東成区,82688,43270,39418,42727,2018-06-01
165,生野区,129745,67336,62409,66161,2018-06-01
166,旭区,91114,47764,43350,44471,2018-06-01
167,城東区,166570,87413,79157,79223,2018-06-01
168,鶴見区,111006,57950,53056,47168,2018-06-01
169,阿倍野区,109110,58879,50231,51702,2018-06-01
170,住之江区,121420,63204,58216,58195,2018-06-01
171,住吉区,153119,81626,71493,72923,2018-06-01
172,東住吉区,126007,66842,59165,59271,2018-06-01
173,平野区,194324,102407,91917,91124,2018-06-01
174,西成区,110114,46604,63510,69788,2018-06-01
175,大阪市,2721728,1407112,1314616,1407997,2018-05-01
176,北区,132109,68207,63902,79747,2018-05-01
177,都島区,106638,55324,51314,54224,2018-05-01
178,福島区,75006,39585,35421,39735,2018-05-01
179,此花区,66143,33833,32310,31523,2018-05-01
180,中央区,97376,52093,45283,62250,2018-05-01
181,西区,99544,52788,46756,57066,2018-05-01
182,港区,81357,41673,39684,41050,2018-05-01
183,大正区,63943,32812,31131,29641,2018-05-01
184,天王寺区,78836,42252,36584,39900,2018-05-01
185,浪速区,72869,35951,36918,50564,2018-05-01
186,西淀川区,95598,48648,46950,44473,2018-05-01
187,淀川区,180805,91101,89704,99646,2018-05-01
188,東淀川区,176149,89578,86571,96124,2018-05-01
189,東成区,82712,43238,39474,42676,2018-05-01
190,生野区,129868,67394,62474,66164,2018-05-01
191,旭区,91098,47732,43366,44455,2018-05-01
192,城東区,166454,87338,79116,79123,2018-05-01
193,鶴見区,111042,58003,53039,47127,2018-05-01
194,阿倍野区,109133,58862,50271,51672,2018-05-01
195,住之江区,121496,63216,58280,58140,2018-05-01
196,住吉区,153014,81597,71417,72734,2018-05-01
197,東住吉区,126042,66859,59183,59197,2018-05-01
198,平野区,194331,102399,91932,91026,2018-05-01
199,西成区,110165,46629,63536,69740,2018-05-01
200,大阪市,2716989,1404716,1312273,1401429,2018-04-01
201,北区,131241,67784,63457,79109,2018-04-01
202,都島区,106568,55300,51268,54066,2018-04-01
203,福島区,74902,39562,35340,39565,2018-04-01
204,此花区,66103,33829,32274,31424,2018-04-01
205,中央区,97161,51995,45166,61954,2018-04-01
206,西区,99001,52503,46498,56609,2018-04-01
207,港区,81238,41602,39636,40888,2018-04-01
208,大正区,64009,32833,31176,29584,2018-04-01
209,天王寺区,78615,42136,36479,39709,2018-04-01
210,浪速区,72415,35726,36689,50082,2018-04-01
211,西淀川区,95539,48620,46919,44347,2018-04-01
212,淀川区,180141,90811,89330,98919,2018-04-01
213,東淀川区,175859,89414,86445,95667,2018-04-01
214,東成区,82560,43159,39401,42454,2018-04-01
215,生野区,129467,67235,62232,65657,2018-04-01
216,旭区,91004,47687,43317,44288,2018-04-01
217,城東区,166498,87321,79177,78987,2018-04-01
218,鶴見区,111059,58006,53053,47057,2018-04-01
219,阿倍野区,108900,58732,50168,51384,2018-04-01
220,住之江区,121486,63205,58281,58024,2018-04-01
221,住吉区,152970,81589,71381,72507,2018-04-01
222,東住吉区,125972,66788,59184,58983,2018-04-01
223,平野区,194383,102386,91997,90797,2018-04-01
224,西成区,109898,46493,63405,69368,2018-04-01
225,大阪市,2713808,1402300,1311508,1396125,2018-03-01
226,北区,129941,67083,62858,78211,2018-03-01
227,都島区,106565,55219,51346,53917,2018-03-01
228,福島区,74820,39517,35303,39366,2018-03-01
229,此花区,66168,33813,32355,31387,2018-03-01
230,中央区,96757,51730,45027,61614,2018-03-01
231,西区,98536,52233,46303,56221,2018-03-01
232,港区,81092,41521,39571,40693,2018-03-01
233,大正区,64162,32886,31276,29572,2018-03-01
234,天王寺区,78551,42083,36468,39663,2018-03-01
235,浪速区,72358,35726,36632,49939,2018-03-01
236,西淀川区,95489,48605,46884,44143,2018-03-01
237,淀川区,179629,90527,89102,98337,2018-03-01
238,東淀川区,175680,89206,86474,95281,2018-03-01
239,東成区,82216,42916,39300,42094,2018-03-01
240,生野区,129424,67165,62259,65479,2018-03-01
241,旭区,90960,47636,43324,44198,2018-03-01
242,城東区,166373,87253,79120,78741,2018-03-01
243,鶴見区,111302,58123,53179,47025,2018-03-01
244,阿倍野区,108782,58612,50170,51247,2018-03-01
245,住之江区,121510,63211,58299,57878,2018-03-01
246,住吉区,152923,81530,71393,72298,2018-03-01
247,東住吉区,126023,66763,59260,58842,2018-03-01
248,平野区,194538,102438,92100,90640,2018-03-01
249,西成区,110009,46504,63505,69339,2018-03-01
250,大阪市,2714147,1402433,1311714,1395771,2018-02-01
251,北区,129860,67032,62828,78179,2018-02-01
252,都島区,106568,55229,51339,53875,2018-02-01
253,福島区,74750,39495,35255,39295,2018-02-01
254,此花区,66227,33855,32372,31373,2018-02-01
255,中央区,96725,51719,45006,61651,2018-02-01
256,西区,98431,52152,46279,56146,2018-02-01
257,港区,81031,41476,39555,40639,2018-02-01
258,大正区,64255,32921,31334,29577,2018-02-01
259,天王寺区,78523,42057,36466,39653,2018-02-01
260,浪速区,72367,35741,36626,49988,2018-02-01
261,西淀川区,95540,48610,46930,44124,2018-02-01
262,淀川区,179546,90480,89066,98291,2018-02-01
263,東淀川区,175912,89361,86551,95353,2018-02-01
264,東成区,82055,42830,39225,41976,2018-02-01
265,生野区,129519,67201,62318,65485,2018-02-01
266,旭区,91021,47649,43372,44226,2018-02-01
267,城東区,166183,87177,79006,78590,2018-02-01
268,鶴見区,111361,58147,53214,47058,2018-02-01
269,阿倍野区,108744,58576,50168,51224,2018-02-01
270,住之江区,121549,63247,58302,57862,2018-02-01
271,住吉区,153049,81572,71477,72303,2018-02-01
272,東住吉区,126080,66780,59300,58838,2018-02-01
273,平野区,194659,102527,92132,90643,2018-02-01
274,西成区,110192,46599,63593,69422,2018-02-01
275,大阪市,2714818,1402628,1312190,1395694,2018-01-01
276,北区,129747,66993,62754,78107,2018-01-01
277,都島区,106550,55222,51328,53822,2018-01-01
278,福島区,74629,39429,35200,39236,2018-01-01
279,此花区,66241,33877,32364,31354,2018-01-01
280,中央区,96729,51675,45054,61707,2018-01-01
281,西区,98317,52075,46242,56066,2018-01-01
282,港区,81089,41495,39594,40609,2018-01-01
283,大正区,64332,32956,31376,29611,2018-01-01
284,天王寺区,78450,42015,36435,39611,2018-01-01
285,浪速区,72558,35840,36718,50124,2018-01-01
286,西淀川区,95517,48595,46922,44099,2018-01-01
287,淀川区,179456,90418,89038,98263,2018-01-01
288,東淀川区,175882,89339,86543,95301,2018-01-01
289,東成区,82132,42871,39261,41975,2018-01-01
290,生野区,129589,67224,62365,65461,2018-01-01
291,旭区,91016,47662,43354,44202,2018-01-01
292,城東区,166207,87181,79026,78584,2018-01-01
293,鶴見区,111464,58217,53247,47067,2018-01-01
294,阿倍野区,108749,58570,50179,51217,2018-01-01
295,住之江区,121630,63260,58370,57873,2018-01-01
296,住吉区,153160,81630,71530,72341,2018-01-01
297,東住吉区,126192,66827,59365,58878,2018-01-01
298,平野区,194746,102579,92167,90634,2018-01-01
299,西成区,110436,46678,63758,69552,2018-01-01
