,area,total,men,women,household,date
38,東淀川区,185176,92958,92218,85548,1997-02-01
39,東成区,78183,37483,40700,32766,1997-02-01
40,生野区,147422,70476,76946,58624,1997-02-01
41,旭区,102083,49346,52737,43951,1997-02-01
42,城東区,155599,75306,80293,64944,1997-02-01
43,鶴見区,98705,48646,50059,36356,1997-02-01
44,阿倍野区,102452,47861,54591,43468,1997-02-01
45,住之江区,138919,67598,71321,53250,1997-02-01
46,住吉区,162936,77906,85030,70937,1997-02-01
47,東住吉区,141076,67525,73551,58859,1997-02-01
48,平野区,200664,97478,103186,77697,1997-02-01
49,西成区,140243,79270,60973,74149,1997-02-01
50,大阪市,2596023,1274144,1321879,1117259,1997-03-01
51,北区,86701,41539,45162,40890,1997-03-01
52,都島区,97909,48014,49895,41962,1997-03-01
53,福島区,54665,26184,28481,23264,1997-03-01
54,此花区,67495,33756,33739,27277,1997-03-01
55,中央区,53021,24437,28584,26155,1997-03-01
56,西区,59326,28343,30983,26671,1997-03-01
57,港区,89015,44285,44730,37129,1997-03-01
58,大正区,77353,38728,38625,30670,1997-03-01
59,天王寺区,56047,26080,29967,24272,1997-03-01
60,浪速区,49053,25099,23954,26817,1997-03-01
61,西淀川区,90744,45341,45403,36254,1997-03-01
62,淀川区,161444,80632,80812,74947,1997-03-01
63,東淀川区,185205,92960,92245,85718,1997-03-01
64,東成区,78121,37455,40666,32745,1997-03-01
65,生野区,147314,70422,76892,58674,1997-03-01
66,旭区,102010,49310,52700,43946,1997-03-01
67,城東区,155627,75311,80316,64865,1997-03-01
68,鶴見区,98761,48669,50092,36399,1997-03-01
69,阿倍野区,102509,47881,54628,43562,1997-03-01
70,住之江区,138931,67601,71330,53287,1997-03-01
71,住吉区,162756,77807,84949,70907,1997-03-01
72,東住吉区,140980,67472,73508,58849,1997-03-01
73,平野区,200866,97564,103302,77884,1997-03-01
74,西成区,140170,79254,60916,74115,1997-03-01
75,大阪市,2592504,1272369,1320135,1118964,1997-04-01
76,北区,86680,41537,45143,41060,1997-04-01
77,都島区,97875,47998,49877,42075,1997-04-01
78,福島区,54597,26147,28450,23314,1997-04-01
79,此花区,67298,33649,33649,27282,1997-04-01
80,中央区,53139,24494,28645,26234,1997-04-01
81,西区,59387,28369,31018,26810,1997-04-01
82,港区,88906,44224,44682,37241,1997-04-01
83,大正区,77212,38654,38558,30668,1997-04-01
84,天王寺区,55898,26016,29882,24297,1997-04-01
85,浪速区,49087,25126,23961,26959,1997-04-01
86,西淀川区,91233,45584,45649,36580,1997-04-01
87,淀川区,161144,80482,80662,75135,1997-04-01
88,東淀川区,184520,92604,91916,85582,1997-04-01
89,東成区,78205,37497,40708,32920,1997-04-01
90,生野区,147044,70289,76755,58692,1997-04-01
91,旭区,101690,49154,52536,43852,1997-04-01
92,城東区,155319,75153,80166,64859,1997-04-01
93,鶴見区,98744,48655,50089,36507,1997-04-01
94,阿倍野区,102366,47808,54558,43496,1997-04-01
95,住之江区,138339,67309,71030,53254,1997-04-01
96,住吉区,162467,77655,84812,71011,1997-04-01
97,東住吉区,140772,67365,73407,58929,1997-04-01
98,平野区,200559,97404,103155,77976,1997-04-01
99,西成区,140023,79196,60827,74231,1997-04-01
100,大阪市,2597962,1274970,1322992,1125097,1997-05-01
101,北区,87239,41813,45426,41560,1997-05-01
102,都島区,97958,48039,49919,42229,1997-05-01
103,福島区,54722,26203,28519,23498,1997-05-01
104,此花区,67253,33618,33635,27355,1997-05-01
105,中央区,53351,24595,28756,26485,1997-05-01
106,西区,59583,28459,31124,27059,1997-05-01
107,港区,89003,44265,44738,37390,1997-05-01
108,大正区,77232,38660,38572,30728,1997-05-01
109,天王寺区,56229,26176,30053,24570,1997-05-01
110,浪速区,49348,25269,24079,27191,1997-05-01
111,西淀川区,91393,45663,45730,36753,1997-05-01
112,淀川区,161618,80719,80899,75594,1997-05-01
113,東淀川区,184980,92822,92158,86127,1997-05-01
114,東成区,78468,37624,40844,33151,1997-05-01
115,生野区,147243,70381,76862,58922,1997-05-01
116,旭区,101847,49229,52618,44098,1997-05-01
117,城東区,155621,75291,80330,65125,1997-05-01
118,鶴見区,98983,48768,50215,36730,1997-05-01
119,阿倍野区,102687,47951,54736,43847,1997-05-01
120,住之江区,138400,67336,71064,53409,1997-05-01
121,住吉区,162922,77859,85063,71392,1997-05-01
122,東住吉区,140961,67449,73512,59183,1997-05-01
123,平野区,200864,97541,103323,78292,1997-05-01
124,西成区,140057,79240,60817,74409,1997-05-01
125,大阪市,2598450,1275162,1323288,1126714,1997-06-01
126,北区,87480,41938,45542,41747,1997-06-01
127,都島区,97832,47978,49854,42235,1997-06-01
128,福島区,54837,26255,28582,23593,1997-06-01
129,此花区,67204,33585,33619,27350,1997-06-01
130,中央区,53314,24581,28733,26502,1997-06-01
131,西区,59647,28487,31160,27162,1997-06-01
132,港区,88961,44237,44724,37411,1997-06-01
133,大正区,77172,38626,38546,30739,1997-06-01
134,天王寺区,56241,26187,30054,24630,1997-06-01
135,浪速区,49390,25300,24090,27269,1997-06-01
136,西淀川区,91532,45731,45801,36894,1997-06-01
137,淀川区,161606,80714,80892,75736,1997-06-01
138,東淀川区,185191,92915,92276,86324,1997-06-01
139,東成区,78483,37633,40850,33204,1997-06-01
140,生野区,147141,70329,76812,58971,1997-06-01
141,旭区,101826,49217,52609,44139,1997-06-01
142,城東区,155587,75266,80321,65178,1997-06-01
143,鶴見区,99144,48842,50302,36798,1997-06-01
144,阿倍野区,102709,47954,54755,43903,1997-06-01
145,住之江区,138349,67308,71041,53429,1997-06-01
146,住吉区,162897,77834,85063,71392,1997-06-01
147,東住吉区,140963,67443,73520,59235,1997-06-01
148,平野区,200930,97561,103369,78388,1997-06-01
149,西成区,140014,79241,60773,74485,1997-06-01
150,大阪市,2598413,1275094,1323319,1127567,1997-07-01
151,北区,87502,41957,45545,41818,1997-07-01
152,都島区,97720,47924,49796,42201,1997-07-01
153,福島区,54861,26262,28599,23617,1997-07-01
154,此花区,67140,33545,33595,27313,1997-07-01
155,中央区,53269,24564,28705,26535,1997-07-01
156,西区,59582,28452,31130,27128,1997-07-01
157,港区,88934,44217,44717,37415,1997-07-01
158,大正区,77142,38607,38535,30739,1997-07-01
159,天王寺区,56224,26185,30039,24653,1997-07-01
160,浪速区,49511,25372,24139,27374,1997-07-01
161,西淀川区,91509,45718,45791,36905,1997-07-01
162,淀川区,161735,80779,80956,75861,1997-07-01
163,東淀川区,185114,92863,92251,86305,1997-07-01
164,東成区,78382,37586,40796,33213,1997-07-01
165,生野区,147084,70299,76785,59060,1997-07-01
166,旭区,101872,49238,52634,44184,1997-07-01
167,城東区,155706,75316,80390,65314,1997-07-01
168,鶴見区,99261,48894,50367,36883,1997-07-01
169,阿倍野区,102840,48008,54832,44001,1997-07-01
170,住之江区,138316,67289,71027,53430,1997-07-01
171,住吉区,162886,77815,85071,71389,1997-07-01
172,東住吉区,140885,67398,73487,59256,1997-07-01
173,平野区,201020,97594,103426,78460,1997-07-01
174,西成区,139918,79212,60706,74513,1997-07-01
175,大阪市,2598081,1274867,1323214,1128127,1997-08-01
176,北区,87540,41984,45556,41883,1997-08-01
177,都島区,97693,47911,49782,42223,1997-08-01
178,福島区,54864,26260,28604,23631,1997-08-01
179,此花区,66979,33456,33523,27252,1997-08-01
180,中央区,53248,24557,28691,26564,1997-08-01
181,西区,59610,28462,31148,27164,1997-08-01
182,港区,88932,44209,44723,37458,1997-08-01
183,大正区,77054,38560,38494,30730,1997-08-01
184,天王寺区,56247,26201,30046,24690,1997-08-01
185,浪速区,49789,25524,24265,27514,1997-08-01
186,西淀川区,91461,45693,45768,36882,1997-08-01
187,淀川区,161660,80741,80919,75875,1997-08-01
188,東淀川区,185061,92824,92237,86336,1997-08-01
189,東成区,78288,37542,40746,33206,1997-08-01
190,生野区,146927,70220,76707,59063,1997-08-01
191,旭区,101817,49211,52606,44163,1997-08-01
192,城東区,156042,75470,80572,65468,1997-08-01
193,鶴見区,99236,48877,50359,36904,1997-08-01
194,阿倍野区,103146,48144,55002,44150,1997-08-01
195,住之江区,138314,67284,71030,53457,1997-08-01
196,住吉区,162708,77717,84991,71336,1997-08-01
197,東住吉区,140719,67311,73408,59219,1997-08-01
198,平野区,201042,97593,103449,78499,1997-08-01
199,西成区,139704,79116,60588,74460,1997-08-01
200,大阪市,2597309,1274438,1322871,1128548,1997-09-01
201,北区,87703,42070,45633,42028,1997-09-01
202,都島区,97687,47909,49778,42240,1997-09-01
203,福島区,54855,26252,28603,23620,1997-09-01
204,此花区,66897,33407,33490,27238,1997-09-01
205,中央区,53188,24533,28655,26590,1997-09-01
206,西区,59558,28434,31124,27149,1997-09-01
207,港区,88865,44169,44696,37481,1997-09-01
208,大正区,76992,38525,38467,30735,1997-09-01
209,天王寺区,56341,26251,30090,24758,1997-09-01
210,浪速区,49794,25537,24257,27572,1997-09-01
211,西淀川区,91485,45704,45781,36927,1997-09-01
212,淀川区,161529,80676,80853,75866,1997-09-01
213,東淀川区,184901,92731,92170,86328,1997-09-01
214,東成区,78348,37573,40775,33253,1997-09-01
215,生野区,146785,70149,76636,59024,1997-09-01
216,旭区,101687,49147,52540,44131,1997-09-01
217,城東区,156142,75510,80632,65536,1997-09-01
218,鶴見区,99163,48836,50327,36891,1997-09-01
219,阿倍野区,103180,48153,55027,44189,1997-09-01
220,住之江区,138209,67230,70979,53484,1997-09-01
221,住吉区,162652,77677,84975,71329,1997-09-01
222,東住吉区,140644,67268,73376,59197,1997-09-01
223,平野区,201064,97592,103472,78535,1997-09-01
224,西成区,139640,79105,60535,74447,1997-09-01
225,大阪市,2596502,1273988,1322514,1128947,1997-10-01
226,北区,87676,42066,45610,42094,1997-10-01
227,都島区,97726,47929,49797,42277,1997-10-01
228,福島区,54847,26244,28603,23633,1997-10-01
229,此花区,66820,33360,33460,27203,1997-10-01
230,中央区,53150,24518,28632,26607,1997-10-01
231,西区,59532,28418,31114,27145,1997-10-01
232,港区,88782,44121,44661,37467,1997-10-01
233,大正区,76907,38479,38428,30730,1997-10-01
234,天王寺区,56298,26237,30061,24746,1997-10-01
235,浪速区,49748,25523,24225,27579,1997-10-01
236,西淀川区,91475,45698,45777,36964,1997-10-01
237,淀川区,161442,80633,80809,75893,1997-10-01
238,東淀川区,184840,92688,92152,86326,1997-10-01
239,東成区,78350,37575,40775,33275,1997-10-01
240,生野区,146641,70077,76564,59032,1997-10-01
241,旭区,101594,49101,52493,44100,1997-10-01
242,城東区,156233,75545,80688,65620,1997-10-01
243,鶴見区,99262,48880,50382,36940,1997-10-01
244,阿倍野区,103306,48205,55101,44245,1997-10-01
245,住之江区,138066,67157,70909,53489,1997-10-01
246,住吉区,162527,77604,84923,71276,1997-10-01
247,東住吉区,140541,67212,73329,59182,1997-10-01
248,平野区,201225,97659,103566,78668,1997-10-01
249,西成区,139514,79059,60455,74456,1997-10-01
250,大阪市,2595877,1273634,1322243,1129875,1997-11-01
251,北区,87583,42030,45553,42001,1997-11-01
252,都島区,97888,48009,49879,42328,1997-11-01
253,福島区,54932,26281,28651,23677,1997-11-01
254,此花区,66663,33274,33389,27166,1997-11-01
255,中央区,53076,24487,28589,26625,1997-11-01
256,西区,59518,28408,31110,27134,1997-11-01
257,港区,88741,44093,44648,37477,1997-11-01
258,大正区,76779,38411,38368,30754,1997-11-01
259,天王寺区,56294,26241,30053,24784,1997-11-01
260,浪速区,49737,25527,24210,27645,1997-11-01
261,西淀川区,91578,45748,45830,37070,1997-11-01
262,淀川区,161323,80574,80749,75936,1997-11-01
263,東淀川区,184705,92607,92098,86327,1997-11-01
264,東成区,78288,37547,40741,33286,1997-11-01
265,生野区,146515,70014,76501,58990,1997-11-01
266,旭区,101458,49034,52424,44089,1997-11-01
267,城東区,156289,75564,80725,65750,1997-11-01
268,鶴見区,99359,48922,50437,37019,1997-11-01
269,阿倍野区,103311,48201,55110,44292,1997-11-01
270,住之江区,138281,67259,71022,53644,1997-11-01
271,住吉区,162396,77528,84868,71313,1997-11-01
272,東住吉区,140477,67174,73303,59165,1997-11-01
273,平野区,201226,97648,103578,78848,1997-11-01
274,西成区,139460,79053,60407,74555,1997-11-01
275,大阪市,2595332,1273314,1322018,1130385,1997-12-01
276,北区,87561,42028,45533,42075,1997-12-01
277,都島区,97924,48028,49896,42384,1997-12-01
278,福島区,54902,26263,28639,23681,1997-12-01
279,此花区,66616,33242,33374,27156,1997-12-01
280,中央区,53075,24490,28585,26674,1997-12-01
281,西区,59487,28390,31097,27143,1997-12-01
282,港区,88638,44035,44603,37455,1997-12-01
283,大正区,76718,38376,38342,30763,1997-12-01
284,天王寺区,56283,26241,30042,24796,1997-12-01
285,浪速区,49794,25566,24228,27742,1997-12-01
286,西淀川区,91525,45720,45805,37052,1997-12-01
287,淀川区,161328,80577,80751,75940,1997-12-01
288,東淀川区,184707,92595,92112,86379,1997-12-01
289,東成区,78329,37568,40761,33319,1997-12-01
290,生野区,146314,69914,76400,58996,1997-12-01
291,旭区,101362,48986,52376,44062,1997-12-01
292,城東区,156284,75553,80731,65811,1997-12-01
293,鶴見区,99444,48959,50485,37075,1997-12-01
294,阿倍野区,103257,48168,55089,44308,1997-12-01
295,住之江区,138308,67269,71039,53693,1997-12-01
296,住吉区,162302,77469,84833,71238,1997-12-01
297,東住吉区,140514,67185,73329,59173,1997-12-01
298,平野区,201322,97683,103639,78947,1997-12-01
299,西成区,139338,79009,60329,74523,1997-12-01
