,area,total,men,women,household,date
65,生野区,141092,67318,73774,59888,2002-03-01
66,旭区,98226,47299,50927,44052,2002-03-01
67,城東区,158602,76238,82364,69271,2002-03-01
68,鶴見区,103729,50690,53039,40015,2002-03-01
69,阿倍野区,105041,48780,56261,46222,2002-03-01
70,住之江区,134371,65085,69286,54471,2002-03-01
71,住吉区,160842,76139,84703,72676,2002-03-01
72,東住吉区,138447,65872,72575,60437,2002-03-01
73,平野区,202215,97408,104807,82073,2002-03-01
74,西成区,136777,78962,57815,77227,2002-03-01
75,大阪市,2608185,1275649,1332536,1193369,2002-04-01
76,北区,93579,45197,48382,49037,2002-04-01
77,都島区,98228,48095,50133,44333,2002-04-01
78,福島区,56641,26925,29716,26230,2002-04-01
79,此花区,64855,31913,32942,27420,2002-04-01
80,中央区,58829,27261,31568,32421,2002-04-01
81,西区,66160,31444,34716,33558,2002-04-01
82,港区,85835,42295,43540,37934,2002-04-01
83,大正区,73925,36750,37175,30801,2002-04-01
84,天王寺区,59985,28088,31897,27697,2002-04-01
85,浪速区,51647,26725,24922,31357,2002-04-01
86,西淀川区,93435,46513,46922,39277,2002-04-01
87,淀川区,165955,82659,83296,82602,2002-04-01
88,東淀川区,182528,91041,91487,89044,2002-04-01
89,東成区,78581,37630,40951,34865,2002-04-01
90,生野区,141038,67292,73746,59939,2002-04-01
91,旭区,98155,47257,50898,44075,2002-04-01
92,城東区,158731,76291,82440,69442,2002-04-01
93,鶴見区,103464,50548,52916,39961,2002-04-01
94,阿倍野区,104972,48749,56223,46217,2002-04-01
95,住之江区,133902,64849,69053,54442,2002-04-01
96,住吉区,160663,76044,84619,72715,2002-04-01
97,東住吉区,138386,65838,72548,60453,2002-04-01
98,平野区,201854,97215,104639,82070,2002-04-01
99,西成区,136837,79030,57807,77479,2002-04-01
100,大阪市,2613630,1278180,1335450,1199004,2002-05-01
101,北区,93971,45385,48586,49434,2002-05-01
102,都島区,98444,48195,50249,44556,2002-05-01
103,福島区,56882,27038,29844,26470,2002-05-01
104,此花区,64940,31945,32995,27542,2002-05-01
105,中央区,59429,27539,31890,32845,2002-05-01
106,西区,66688,31695,34993,34069,2002-05-01
107,港区,85911,42325,43586,38058,2002-05-01
108,大正区,73943,36752,37191,30854,2002-05-01
109,天王寺区,60243,28204,32039,27919,2002-05-01
110,浪速区,51950,26874,25076,31499,2002-05-01
111,西淀川区,93537,46558,46979,39419,2002-05-01
112,淀川区,166422,82878,83544,83059,2002-05-01
113,東淀川区,182832,91191,91641,89409,2002-05-01
114,東成区,78659,37661,40998,34989,2002-05-01
115,生野区,141193,67367,73826,60141,2002-05-01
116,旭区,98309,47324,50985,44218,2002-05-01
117,城東区,158954,76390,82564,69655,2002-05-01
118,鶴見区,103509,50559,52950,40083,2002-05-01
119,阿倍野区,105268,48887,56381,46501,2002-05-01
120,住之江区,134036,64904,69132,54694,2002-05-01
121,住吉区,160877,76134,84743,72925,2002-05-01
122,東住吉区,138639,65954,72685,60669,2002-05-01
123,平野区,201990,97262,104728,82225,2002-05-01
124,西成区,137004,79159,57845,77771,2002-05-01
125,大阪市,2614794,1278629,1336165,1200829,2002-06-01
126,北区,94175,45482,48693,49600,2002-06-01
127,都島区,98562,48247,50315,44661,2002-06-01
128,福島区,56873,27032,29841,26525,2002-06-01
129,此花区,65063,31995,33068,27609,2002-06-01
130,中央区,59517,27579,31938,33015,2002-06-01
131,西区,66919,31804,35115,34287,2002-06-01
132,港区,85738,42233,43505,38008,2002-06-01
133,大正区,73881,36716,37165,30802,2002-06-01
134,天王寺区,60296,28224,32072,27996,2002-06-01
135,浪速区,51968,26875,25093,31586,2002-06-01
136,西淀川区,93529,46547,46982,39434,2002-06-01
137,淀川区,166589,82947,83642,83246,2002-06-01
138,東淀川区,182866,91206,91660,89502,2002-06-01
139,東成区,78707,37678,41029,35034,2002-06-01
140,生野区,141136,67340,73796,60212,2002-06-01
141,旭区,98447,47382,51065,44267,2002-06-01
142,城東区,158925,76368,82557,69672,2002-06-01
143,鶴見区,103659,50621,53038,40192,2002-06-01
144,阿倍野区,105255,48883,56372,46509,2002-06-01
145,住之江区,134008,64881,69127,54737,2002-06-01
146,住吉区,160903,76136,84767,72985,2002-06-01
147,東住吉区,138660,65959,72701,60712,2002-06-01
148,平野区,202125,97308,104817,82320,2002-06-01
149,西成区,136993,79186,57807,77918,2002-06-01
150,大阪市,2614970,1278610,1336360,1201548,2002-07-01
151,北区,94214,45499,48715,49686,2002-07-01
152,都島区,98492,48206,50286,44640,2002-07-01
153,福島区,56906,27046,29860,26558,2002-07-01
154,此花区,65062,31985,33077,27610,2002-07-01
155,中央区,59594,27615,31979,33131,2002-07-01
156,西区,67043,31863,35180,34428,2002-07-01
157,港区,85730,42223,43507,38036,2002-07-01
158,大正区,73890,36714,37176,30807,2002-07-01
159,天王寺区,60414,28274,32140,28077,2002-07-01
160,浪速区,52023,26896,25127,31649,2002-07-01
161,西淀川区,93499,46526,46973,39405,2002-07-01
162,淀川区,166572,82926,83646,83191,2002-07-01
163,東淀川区,182868,91205,91663,89527,2002-07-01
164,東成区,78650,37645,41005,35040,2002-07-01
165,生野区,141104,67325,73779,60260,2002-07-01
166,旭区,98433,47368,51065,44267,2002-07-01
167,城東区,158982,76386,82596,69677,2002-07-01
168,鶴見区,103765,50661,53104,40253,2002-07-01
169,阿倍野区,105235,48874,56361,46487,2002-07-01
170,住之江区,133984,64860,69124,54755,2002-07-01
171,住吉区,160815,76083,84732,72937,2002-07-01
172,東住吉区,138648,65948,72700,60748,2002-07-01
173,平野区,201986,97223,104763,82281,2002-07-01
174,西成区,137061,79259,57802,78098,2002-07-01
175,大阪市,2615055,1278535,1336520,1202520,2002-08-01
176,北区,94267,45522,48745,49775,2002-08-01
177,都島区,98736,48320,50416,44778,2002-08-01
178,福島区,56965,27072,29893,26646,2002-08-01
179,此花区,65047,31968,33079,27632,2002-08-01
180,中央区,59775,27699,32076,33306,2002-08-01
181,西区,67061,31872,35189,34534,2002-08-01
182,港区,85736,42219,43517,38049,2002-08-01
183,大正区,73879,36703,37176,30832,2002-08-01
184,天王寺区,60456,28289,32167,28130,2002-08-01
185,浪速区,52012,26883,25129,31691,2002-08-01
186,西淀川区,93498,46519,46979,39446,2002-08-01
187,淀川区,166679,82965,83714,83228,2002-08-01
188,東淀川区,182720,91129,91591,89516,2002-08-01
189,東成区,78608,37619,40989,35051,2002-08-01
190,生野区,140959,67256,73703,60290,2002-08-01
191,旭区,98356,47323,51033,44228,2002-08-01
192,城東区,158903,76340,82563,69651,2002-08-01
193,鶴見区,103848,50690,53158,40303,2002-08-01
194,阿倍野区,105249,48882,56367,46508,2002-08-01
195,住之江区,133904,64811,69093,54748,2002-08-01
196,住吉区,160805,76068,84737,72920,2002-08-01
197,東住吉区,138602,65921,72681,60740,2002-08-01
198,平野区,201972,97197,104775,82330,2002-08-01
199,西成区,137018,79268,57750,78188,2002-08-01
200,大阪市,2614973,1278370,1336603,1203395,2002-09-01
201,北区,94246,45510,48736,49822,2002-09-01
202,都島区,98744,48317,50427,44820,2002-09-01
203,福島区,56940,27058,29882,26676,2002-09-01
204,此花区,64960,31915,33045,27619,2002-09-01
205,中央区,59802,27711,32091,33399,2002-09-01
206,西区,67148,31913,35235,34681,2002-09-01
207,港区,85649,42169,43480,38035,2002-09-01
208,大正区,73830,36672,37158,30819,2002-09-01
209,天王寺区,60551,28328,32223,28202,2002-09-01
210,浪速区,52027,26883,25144,31712,2002-09-01
211,西淀川区,93858,46691,47167,39616,2002-09-01
212,淀川区,166759,82992,83767,83330,2002-09-01
213,東淀川区,182471,91003,91468,89402,2002-09-01
214,東成区,78441,37533,40908,35030,2002-09-01
215,生野区,140941,67247,73694,60326,2002-09-01
216,旭区,98334,47305,51029,44247,2002-09-01
217,城東区,158959,76358,82601,69647,2002-09-01
218,鶴見区,103894,50701,53193,40351,2002-09-01
219,阿倍野区,105307,48910,56397,46532,2002-09-01
220,住之江区,133776,64740,69036,54720,2002-09-01
221,住吉区,160892,76098,84794,72956,2002-09-01
222,東住吉区,138493,65864,72629,60744,2002-09-01
223,平野区,202027,97205,104822,82427,2002-09-01
224,西成区,136924,79247,57677,78282,2002-09-01
225,大阪市,2614875,1278203,1336672,1203898,2002-10-01
226,北区,94255,45513,48742,49838,2002-10-01
227,都島区,98776,48327,50449,44835,2002-10-01
228,福島区,57133,27148,29985,26780,2002-10-01
229,此花区,64866,31859,33007,27588,2002-10-01
230,中央区,59839,27728,32111,33478,2002-10-01
231,西区,67237,31955,35282,34844,2002-10-01
232,港区,85609,42143,43466,37994,2002-10-01
233,大正区,73764,36634,37130,30798,2002-10-01
234,天王寺区,60543,28320,32223,28191,2002-10-01
235,浪速区,52101,26913,25188,31780,2002-10-01
236,西淀川区,93931,46721,47210,39677,2002-10-01
237,淀川区,166743,82970,83773,83299,2002-10-01
238,東淀川区,182272,90902,91370,89362,2002-10-01
239,東成区,78533,37571,40962,35095,2002-10-01
240,生野区,140912,67234,73678,60342,2002-10-01
241,旭区,98262,47262,51000,44216,2002-10-01
242,城東区,158950,76345,82605,69653,2002-10-01
243,鶴見区,104036,50758,53278,40408,2002-10-01
244,阿倍野区,105413,48960,56453,46583,2002-10-01
245,住之江区,133760,64723,69037,54738,2002-10-01
246,住吉区,160721,76007,84714,72885,2002-10-01
247,東住吉区,138349,65791,72558,60677,2002-10-01
248,平野区,202028,97186,104842,82455,2002-10-01
249,西成区,136842,79233,57609,78382,2002-10-01
250,大阪市,2615700,1278476,1337224,1204731,2002-11-01
251,北区,94378,45571,48807,49967,2002-11-01
252,都島区,98775,48321,50454,44837,2002-11-01
253,福島区,57180,27168,30012,26823,2002-11-01
254,此花区,64799,31816,32983,27579,2002-11-01
255,中央区,59946,27777,32169,33611,2002-11-01
256,西区,67458,32060,35398,35041,2002-11-01
257,港区,85533,42099,43434,37979,2002-11-01
258,大正区,73719,36605,37114,30815,2002-11-01
259,天王寺区,60675,28377,32298,28252,2002-11-01
260,浪速区,52107,26908,25199,31840,2002-11-01
261,西淀川区,94028,46763,47265,39712,2002-11-01
262,淀川区,166749,82960,83789,83279,2002-11-01
263,東淀川区,182274,90901,91373,89345,2002-11-01
264,東成区,78677,37634,41043,35160,2002-11-01
265,生野区,140848,67204,73644,60329,2002-11-01
266,旭区,98245,47246,50999,44213,2002-11-01
267,城東区,158902,76314,82588,69593,2002-11-01
268,鶴見区,104081,50769,53312,40444,2002-11-01
269,阿倍野区,105505,49004,56501,46661,2002-11-01
270,住之江区,133710,64689,69021,54764,2002-11-01
271,住吉区,160727,75999,84728,72882,2002-11-01
272,東住吉区,138338,65781,72557,60672,2002-11-01
273,平野区,202285,97291,104994,82520,2002-11-01
274,西成区,136761,79219,57542,78413,2002-11-01
275,大阪市,2615822,1278406,1337416,1205371,2002-12-01
276,北区,94500,45628,48872,50095,2002-12-01
277,都島区,98711,48283,50428,44831,2002-12-01
278,福島区,57356,27250,30106,26935,2002-12-01
279,此花区,64664,31740,32924,27543,2002-12-01
280,中央区,59957,27782,32175,33760,2002-12-01
281,西区,67577,32116,35461,35193,2002-12-01
282,港区,85382,42018,43364,37939,2002-12-01
283,大正区,73724,36602,37122,30838,2002-12-01
284,天王寺区,60650,28360,32290,28271,2002-12-01
285,浪速区,52159,26928,25231,31902,2002-12-01
286,西淀川区,94091,46787,47304,39719,2002-12-01
287,淀川区,166912,83028,83884,83330,2002-12-01
288,東淀川区,182239,90882,91357,89355,2002-12-01
289,東成区,78617,37599,41018,35197,2002-12-01
290,生野区,140875,67217,73658,60387,2002-12-01
291,旭区,98057,47148,50909,44157,2002-12-01
292,城東区,159159,76429,82730,69683,2002-12-01
293,鶴見区,104161,50796,53365,40451,2002-12-01
294,阿倍野区,105660,49077,56583,46721,2002-12-01
295,住之江区,133633,64642,68991,54757,2002-12-01
296,住吉区,160783,76015,84768,72915,2002-12-01
297,東住吉区,138228,65723,72505,60685,2002-12-01
298,平野区,202127,97197,104930,82436,2002-12-01
299,西成区,136600,79159,57441,78271,2002-12-01
