,area,total,men,women,household,date
142,城東区,157008,75852,81156,66700,1998-06-01
143,鶴見区,99792,49099,50693,37523,1998-06-01
144,阿倍野区,103162,48083,55079,44507,1998-06-01
145,住之江区,137798,67001,70797,53973,1998-06-01
146,住吉区,161775,77138,84637,71455,1998-06-01
147,東住吉区,140574,67171,73403,59640,1998-06-01
148,平野区,201232,97571,103661,79511,1998-06-01
149,西成区,138773,78839,59934,74586,1998-06-01
150,大阪市,2595412,1272984,1322428,1140780,1998-07-01
151,北区,88689,42630,46059,43286,1998-07-01
152,都島区,97524,47837,49687,42626,1998-07-01
153,福島区,54840,26206,28634,23920,1998-07-01
154,此花区,66327,33040,33287,27245,1998-07-01
155,中央区,53362,24645,28717,27168,1998-07-01
156,西区,59805,28518,31287,27561,1998-07-01
157,港区,88473,43905,44568,37711,1998-07-01
158,大正区,76440,38211,38229,30883,1998-07-01
159,天王寺区,56559,26410,30149,25126,1998-07-01
160,浪速区,50073,25778,24295,28217,1998-07-01
161,西淀川区,91597,45747,45850,37485,1998-07-01
162,淀川区,161665,80747,80918,77102,1998-07-01
163,東淀川区,184703,92504,92199,87179,1998-07-01
164,東成区,78585,37701,40884,33764,1998-07-01
165,生野区,145588,69545,76043,59272,1998-07-01
166,旭区,100825,48718,52107,44191,1998-07-01
167,城東区,157104,75890,81214,66749,1998-07-01
168,鶴見区,99894,49144,50750,37576,1998-07-01
169,阿倍野区,103098,48046,55052,44463,1998-07-01
170,住之江区,137791,66995,70796,53985,1998-07-01
171,住吉区,161786,77130,84656,71467,1998-07-01
172,東住吉区,140535,67145,73390,59634,1998-07-01
173,平野区,201392,97637,103755,79560,1998-07-01
174,西成区,138757,78855,59902,74610,1998-07-01
175,大阪市,2595922,1273185,1322737,1141227,1998-08-01
176,北区,88751,42669,46082,43427,1998-08-01
177,都島区,97439,47796,49643,42575,1998-08-01
178,福島区,55011,26284,28727,24069,1998-08-01
179,此花区,66294,33015,33279,27208,1998-08-01
180,中央区,53341,24638,28703,27159,1998-08-01
181,西区,59870,28546,31324,27645,1998-08-01
182,港区,88431,43877,44554,37680,1998-08-01
183,大正区,76397,38186,38211,30868,1998-08-01
184,天王寺区,56630,26449,30181,25160,1998-08-01
185,浪速区,50064,25784,24280,28226,1998-08-01
186,西淀川区,91702,45799,45903,37566,1998-08-01
187,淀川区,161618,80724,80894,77034,1998-08-01
188,東淀川区,184732,92506,92226,87129,1998-08-01
189,東成区,78659,37738,40921,33815,1998-08-01
190,生野区,145517,69508,76009,59306,1998-08-01
191,旭区,100904,48755,52149,44261,1998-08-01
192,城東区,157095,75877,81218,66750,1998-08-01
193,鶴見区,99960,49172,50788,37618,1998-08-01
194,阿倍野区,103120,48049,55071,44477,1998-08-01
195,住之江区,137737,66965,70772,53950,1998-08-01
196,住吉区,161843,77144,84699,71442,1998-08-01
197,東住吉区,140498,67120,73378,59616,1998-08-01
198,平野区,201537,97696,103841,79587,1998-08-01
199,西成区,138772,78888,59884,74659,1998-08-01
200,大阪市,2595934,1273142,1322792,1141456,1998-09-01
201,北区,88855,42728,46127,43485,1998-09-01
202,都島区,97358,47757,49601,42534,1998-09-01
203,福島区,55034,26291,28743,24096,1998-09-01
204,此花区,66218,32969,33249,27144,1998-09-01
205,中央区,53364,24652,28712,27193,1998-09-01
206,西区,59940,28576,31364,27695,1998-09-01
207,港区,88386,43848,44538,37648,1998-09-01
208,大正区,76362,38165,38197,30863,1998-09-01
209,天王寺区,56664,26471,30193,25200,1998-09-01
210,浪速区,50020,25771,24249,28245,1998-09-01
211,西淀川区,91686,45789,45897,37557,1998-09-01
212,淀川区,161658,80745,80913,77100,1998-09-01
213,東淀川区,184823,92539,92284,87144,1998-09-01
214,東成区,78650,37735,40915,33805,1998-09-01
215,生野区,145492,69493,75999,59329,1998-09-01
216,旭区,100863,48734,52129,44251,1998-09-01
217,城東区,157182,75911,81271,66850,1998-09-01
218,鶴見区,100060,49216,50844,37640,1998-09-01
219,阿倍野区,103071,48020,55051,44467,1998-09-01
220,住之江区,137701,66944,70757,53940,1998-09-01
221,住吉区,161750,77086,84664,71381,1998-09-01
222,東住吉区,140553,67139,73414,59681,1998-09-01
223,平野区,201520,97677,103843,79542,1998-09-01
224,西成区,138724,78886,59838,74666,1998-09-01
225,大阪市,2596276,1273255,1323021,1141825,1998-10-01
226,北区,88897,42757,46140,43656,1998-10-01
227,都島区,97370,47764,49606,42483,1998-10-01
228,福島区,55051,26295,28756,24126,1998-10-01
229,此花区,66153,32929,33224,27115,1998-10-01
230,中央区,53409,24676,28733,27248,1998-10-01
231,西区,60092,28645,31447,27807,1998-10-01
232,港区,88395,43846,44549,37647,1998-10-01
233,大正区,76302,38131,38171,30809,1998-10-01
234,天王寺区,56633,26462,30171,25200,1998-10-01
235,浪速区,49951,25745,24206,28252,1998-10-01
236,西淀川区,91679,45785,45894,37583,1998-10-01
237,淀川区,161594,80713,80881,77072,1998-10-01
238,東淀川区,184951,92590,92361,87199,1998-10-01
239,東成区,78700,37760,40940,33835,1998-10-01
240,生野区,145495,69491,76004,59319,1998-10-01
241,旭区,100832,48718,52114,44213,1998-10-01
242,城東区,157260,75940,81320,66885,1998-10-01
243,鶴見区,100140,49250,50890,37683,1998-10-01
244,阿倍野区,103009,47984,55025,44451,1998-10-01
245,住之江区,137676,66929,70747,53916,1998-10-01
246,住吉区,161774,77084,84690,71389,1998-10-01
247,東住吉区,140591,67150,73441,59709,1998-10-01
248,平野区,201627,97717,103910,79571,1998-10-01
249,西成区,138695,78894,59801,74657,1998-10-01
250,大阪市,2596625,1273374,1323251,1142403,1998-11-01
251,北区,88926,42779,46147,43697,1998-11-01
252,都島区,97384,47772,49612,42497,1998-11-01
253,福島区,55057,26294,28763,24155,1998-11-01
254,此花区,66168,32928,33240,27115,1998-11-01
255,中央区,53425,24686,28739,27285,1998-11-01
256,西区,60191,28689,31502,27889,1998-11-01
257,港区,88446,43864,44582,37691,1998-11-01
258,大正区,76249,38101,38148,30744,1998-11-01
259,天王寺区,56626,26465,30161,25175,1998-11-01
260,浪速区,49991,25775,24216,28317,1998-11-01
261,西淀川区,91635,45761,45874,37580,1998-11-01
262,淀川区,161601,80717,80884,77109,1998-11-01
263,東淀川区,185109,92656,92453,87277,1998-11-01
264,東成区,78675,37750,40925,33803,1998-11-01
265,生野区,145347,69417,75930,59351,1998-11-01
266,旭区,100792,48698,52094,44226,1998-11-01
267,城東区,157339,75970,81369,66942,1998-11-01
268,鶴見区,100201,49275,50926,37705,1998-11-01
269,阿倍野区,103093,48016,55077,44536,1998-11-01
270,住之江区,137652,66914,70738,53919,1998-11-01
271,住吉区,161843,77104,84739,71402,1998-11-01
272,東住吉区,140511,67105,73406,59678,1998-11-01
273,平野区,201758,97769,103989,79640,1998-11-01
274,西成区,138606,78869,59737,74670,1998-11-01
275,大阪市,2595663,1272850,1322813,1142674,1998-12-01
276,北区,88859,42756,46103,43742,1998-12-01
277,都島区,97226,47695,49531,42463,1998-12-01
278,福島区,55041,26283,28758,24183,1998-12-01
279,此花区,66079,32875,33204,27107,1998-12-01
280,中央区,53378,24668,28710,27322,1998-12-01
281,西区,60231,28704,31527,27951,1998-12-01
282,港区,88439,43854,44585,37736,1998-12-01
283,大正区,76198,38072,38126,30765,1998-12-01
284,天王寺区,56590,26454,30136,25164,1998-12-01
285,浪速区,49964,25771,24193,28345,1998-12-01
286,西淀川区,91687,45786,45901,37641,1998-12-01
287,淀川区,161533,80683,80850,77182,1998-12-01
288,東淀川区,185100,92639,92461,87354,1998-12-01
289,東成区,78651,37740,40911,33790,1998-12-01
290,生野区,145223,69355,75868,59319,1998-12-01
291,旭区,100731,48667,52064,44219,1998-12-01
292,城東区,157308,75946,81362,66973,1998-12-01
293,鶴見区,100241,49289,50952,37776,1998-12-01
294,阿倍野区,103126,48025,55101,44508,1998-12-01
295,住之江区,137610,66891,70719,53935,1998-12-01
296,住吉区,161802,77071,84731,71407,1998-12-01
297,東住吉区,140368,67029,73339,59663,1998-12-01
298,平野区,201826,97791,104035,79694,1998-12-01
299,西成区,138452,78806,59646,74435,1998-12-01
