,area,total,men,women,household,date
106,西区,68580,32592,35988,36362,2003-05-01
107,港区,84794,41695,43099,37798,2003-05-01
108,大正区,73583,36502,37081,30836,2003-05-01
109,天王寺区,61276,28628,32648,28703,2003-05-01
110,浪速区,52719,27177,25542,32519,2003-05-01
111,西淀川区,94385,46901,47484,39944,2003-05-01
112,淀川区,167641,83323,84318,83981,2003-05-01
113,東淀川区,181876,90692,91184,89673,2003-05-01
114,東成区,78733,37624,41109,35449,2003-05-01
115,生野区,140521,67049,73472,60562,2003-05-01
116,旭区,97443,46814,50629,44085,2003-05-01
117,城東区,159239,76424,82815,70082,2003-05-01
118,鶴見区,104288,50800,53488,40641,2003-05-01
119,阿倍野区,106302,49381,56921,47151,2003-05-01
120,住之江区,132743,64165,68578,54692,2003-05-01
121,住吉区,160754,75947,84807,73102,2003-05-01
122,東住吉区,137284,65250,72034,60512,2003-05-01
123,平野区,201475,96789,104686,82444,2003-05-01
124,西成区,136490,79262,57228,78781,2003-05-01
125,大阪市,2619140,1279307,1339833,1215008,2003-06-01
126,北区,96235,46454,49781,51365,2003-06-01
127,都島区,98738,48260,50478,45197,2003-06-01
128,福島区,58050,27568,30482,27519,2003-06-01
129,此花区,64539,31621,32918,27689,2003-06-01
130,中央区,61075,28299,32776,34822,2003-06-01
131,西区,68725,32660,36065,36573,2003-06-01
132,港区,84655,41620,43035,37775,2003-06-01
133,大正区,73565,36487,37078,30846,2003-06-01
134,天王寺区,61334,28650,32684,28776,2003-06-01
135,浪速区,52840,27232,25608,32605,2003-06-01
136,西淀川区,94398,46900,47498,39979,2003-06-01
137,淀川区,167781,83379,84402,84137,2003-06-01
138,東淀川区,181846,90675,91171,89725,2003-06-01
139,東成区,78754,37628,41126,35466,2003-06-01
140,生野区,140469,67025,73444,60635,2003-06-01
141,旭区,97459,46814,50645,44117,2003-06-01
142,城東区,159350,76469,82881,70125,2003-06-01
143,鶴見区,104321,50804,53517,40659,2003-06-01
144,阿倍野区,106302,49382,56920,47148,2003-06-01
145,住之江区,132664,64117,68547,54701,2003-06-01
146,住吉区,160776,75947,84829,73154,2003-06-01
147,東住吉区,137223,65216,72007,60538,2003-06-01
148,平野区,201577,96820,104757,82539,2003-06-01
149,西成区,136464,79280,57184,78918,2003-06-01
150,大阪市,2619233,1279224,1340009,1215882,2003-07-01
151,北区,96320,46494,49826,51426,2003-07-01
152,都島区,98702,48236,50466,45179,2003-07-01
153,福島区,58088,27584,30504,27555,2003-07-01
154,此花区,64657,31669,32988,27754,2003-07-01
155,中央区,61278,28393,32885,35037,2003-07-01
156,西区,68798,32695,36103,36735,2003-07-01
157,港区,84627,41600,43027,37786,2003-07-01
158,大正区,73539,36468,37071,30877,2003-07-01
159,天王寺区,61435,28692,32743,28826,2003-07-01
160,浪速区,52823,27215,25608,32669,2003-07-01
161,西淀川区,94421,46905,47516,39984,2003-07-01
162,淀川区,167817,83383,84434,84167,2003-07-01
163,東淀川区,181774,90637,91137,89685,2003-07-01
164,東成区,78755,37623,41132,35471,2003-07-01
165,生野区,140374,66980,73394,60695,2003-07-01
166,旭区,97409,46783,50626,44110,2003-07-01
167,城東区,159276,76425,82851,70098,2003-07-01
168,鶴見区,104383,50823,53560,40701,2003-07-01
169,阿倍野区,106311,49387,56924,47130,2003-07-01
170,住之江区,132646,64099,68547,54725,2003-07-01
171,住吉区,160710,75905,84805,73147,2003-07-01
172,東住吉区,137132,65168,71964,60517,2003-07-01
173,平野区,201635,96829,104806,82625,2003-07-01
174,西成区,136323,79231,57092,78983,2003-07-01
175,大阪市,2619675,1279321,1340354,1216834,2003-08-01
176,北区,96418,46539,49879,51508,2003-08-01
177,都島区,98673,48216,50457,45211,2003-08-01
178,福島区,58080,27579,30501,27544,2003-08-01
179,此花区,64645,31653,32992,27768,2003-08-01
180,中央区,61510,28501,33009,35165,2003-08-01
181,西区,68929,32757,36172,36907,2003-08-01
182,港区,84476,41519,42957,37763,2003-08-01
183,大正区,73583,36484,37099,30911,2003-08-01
184,天王寺区,61384,28663,32721,28839,2003-08-01
185,浪速区,52862,27228,25634,32693,2003-08-01
186,西淀川区,94443,46910,47533,40016,2003-08-01
187,淀川区,167872,83397,84475,84216,2003-08-01
188,東淀川区,181725,90611,91114,89690,2003-08-01
189,東成区,78728,37604,41124,35477,2003-08-01
190,生野区,140357,66972,73385,60720,2003-08-01
191,旭区,97440,46790,50650,44151,2003-08-01
192,城東区,159384,76468,82916,70175,2003-08-01
193,鶴見区,104456,50847,53609,40737,2003-08-01
194,阿倍野区,106336,49400,56936,47151,2003-08-01
195,住之江区,132606,64070,68536,54724,2003-08-01
196,住吉区,160713,75896,84817,73188,2003-08-01
197,東住吉区,137145,65169,71976,60545,2003-08-01
198,平野区,201630,96808,104822,82644,2003-08-01
199,西成区,136280,79240,57040,79091,2003-08-01
200,大阪市,2620378,1279535,1340843,1217807,2003-09-01
201,北区,96513,46583,49930,51583,2003-09-01
202,都島区,98622,48185,50437,45116,2003-09-01
203,福島区,58130,27600,30530,27587,2003-09-01
204,此花区,64651,31646,33005,27802,2003-09-01
205,中央区,61677,28578,33099,35335,2003-09-01
206,西区,68997,32789,36208,37072,2003-09-01
207,港区,84567,41557,43010,37828,2003-09-01
208,大正区,73589,36481,37108,30945,2003-09-01
209,天王寺区,61357,28646,32711,28833,2003-09-01
210,浪速区,52886,27232,25654,32738,2003-09-01
211,西淀川区,94539,46951,47588,40078,2003-09-01
212,淀川区,167925,83410,84515,84244,2003-09-01
213,東淀川区,181533,90513,91020,89635,2003-09-01
214,東成区,78833,37648,41185,35582,2003-09-01
215,生野区,140303,66946,73357,60738,2003-09-01
216,旭区,97315,46722,50593,44107,2003-09-01
217,城東区,159373,76455,82918,70173,2003-09-01
218,鶴見区,105319,51255,54064,41067,2003-09-01
219,阿倍野区,106266,49368,56898,47103,2003-09-01
220,住之江区,132449,63985,68464,54679,2003-09-01
221,住吉区,160601,75832,84769,73144,2003-09-01
222,東住吉区,137179,65180,71999,60600,2003-09-01
223,平野区,201610,96779,104831,82674,2003-09-01
224,西成区,136144,79194,56950,79144,2003-09-01
225,大阪市,2619955,1279217,1340738,1218313,2003-10-01
226,北区,96539,46594,49945,51664,2003-10-01
227,都島区,98690,48212,50478,45181,2003-10-01
228,福島区,58343,27700,30643,27740,2003-10-01
229,此花区,64650,31636,33014,27817,2003-10-01
230,中央区,61732,28603,33129,35348,2003-10-01
231,西区,69085,32830,36255,37205,2003-10-01
232,港区,84476,41506,42970,37782,2003-10-01
233,大正区,73495,36429,37066,30924,2003-10-01
234,天王寺区,61357,28641,32716,28867,2003-10-01
235,浪速区,52934,27249,25685,32799,2003-10-01
236,西淀川区,94636,46992,47644,40136,2003-10-01
237,淀川区,167887,83377,84510,84220,2003-10-01
238,東淀川区,181342,90416,90926,89567,2003-10-01
239,東成区,78804,37628,41176,35586,2003-10-01
240,生野区,140208,66901,73307,60773,2003-10-01
241,旭区,97250,46683,50567,44061,2003-10-01
242,城東区,159293,76408,82885,70149,2003-10-01
243,鶴見区,105420,51292,54128,41103,2003-10-01
244,阿倍野区,106146,49314,56832,47042,2003-10-01
245,住之江区,132387,63946,68441,54687,2003-10-01
246,住吉区,160535,75790,84745,73140,2003-10-01
247,東住吉区,137039,65109,71930,60555,2003-10-01
248,平野区,201604,96758,104846,82700,2003-10-01
249,西成区,136103,79203,56900,79267,2003-10-01
250,大阪市,2620603,1279414,1341189,1219213,2003-11-01
251,北区,96676,46658,50018,51791,2003-11-01
252,都島区,98772,48246,50526,45242,2003-11-01
253,福島区,58362,27707,30655,27768,2003-11-01
254,此花区,64660,31631,33029,27851,2003-11-01
255,中央区,61852,28659,33193,35510,2003-11-01
256,西区,69194,32882,36312,37350,2003-11-01
257,港区,84399,41461,42938,37800,2003-11-01
258,大正区,73897,36622,37275,31127,2003-11-01
259,天王寺区,61431,28670,32761,28915,2003-11-01
260,浪速区,52976,27263,25713,32842,2003-11-01
261,西淀川区,94667,47001,47666,40140,2003-11-01
262,淀川区,167794,83318,84476,84216,2003-11-01
263,東淀川区,181208,90347,90861,89494,2003-11-01
264,東成区,78847,37642,41205,35639,2003-11-01
265,生野区,140209,66902,73307,60817,2003-11-01
266,旭区,97203,46653,50550,44006,2003-11-01
267,城東区,159215,76362,82853,70100,2003-11-01
268,鶴見区,105606,51371,54235,41177,2003-11-01
269,阿倍野区,106075,49282,56793,46995,2003-11-01
270,住之江区,132314,63901,68413,54717,2003-11-01
271,住吉区,160585,75803,84782,73170,2003-11-01
272,東住吉区,137039,65104,71935,60564,2003-11-01
273,平野区,201572,96724,104848,82722,2003-11-01
274,西成区,136050,79205,56845,79260,2003-11-01
275,大阪市,2620839,1279402,1341437,1220006,2003-12-01
276,北区,96779,46706,50073,51894,2003-12-01
277,都島区,98820,48264,50556,45288,2003-12-01
278,福島区,58505,27773,30732,27853,2003-12-01
279,此花区,64619,31601,33018,27859,2003-12-01
280,中央区,61933,28696,33237,35638,2003-12-01
281,西区,69287,32926,36361,37509,2003-12-01
282,港区,84252,41383,42869,37742,2003-12-01
283,大正区,73989,36662,37327,31182,2003-12-01
284,天王寺区,61487,28691,32796,28959,2003-12-01
285,浪速区,52991,27263,25728,32823,2003-12-01
286,西淀川区,94749,47035,47714,40161,2003-12-01
287,淀川区,167748,83281,84467,84229,2003-12-01
288,東淀川区,181060,90272,90788,89398,2003-12-01
289,東成区,78901,37662,41239,35673,2003-12-01
290,生野区,140133,66866,73267,60823,2003-12-01
291,旭区,97000,46548,50452,43939,2003-12-01
292,城東区,159700,76586,83114,70320,2003-12-01
293,鶴見区,105723,51416,54307,41216,2003-12-01
294,阿倍野区,106064,49278,56786,46972,2003-12-01
295,住之江区,132195,63834,68361,54702,2003-12-01
296,住吉区,160440,75724,84716,73128,2003-12-01
297,東住吉区,137013,65087,71926,60603,2003-12-01
298,平野区,201531,96685,104846,82796,2003-12-01
299,西成区,135920,79163,56757,79299,2003-12-01
