,area,total,men,women,household,date
69,阿倍野区,107129,49600,57529,48464,2008-03-01
70,住之江区,128643,61768,66875,55794,2008-03-01
71,住吉区,157174,73905,83269,73176,2008-03-01
72,東住吉区,133251,63150,70101,60490,2008-03-01
73,平野区,200393,95460,104933,85189,2008-03-01
74,西成区,127154,74533,52621,74233,2008-03-01
75,大阪市,2643771,1284136,1359635,1279876,2008-04-01
76,北区,104838,50270,54568,59756,2008-04-01
77,都島区,101761,49237,52524,48537,2008-04-01
78,福島区,63431,29997,33434,31621,2008-04-01
79,此花区,64632,31440,33192,28714,2008-04-01
80,中央区,72025,33578,38447,44433,2008-04-01
81,西区,78065,36858,41207,44780,2008-04-01
82,港区,84273,41287,42986,39535,2008-04-01
83,大正区,71367,35151,36216,30819,2008-04-01
84,天王寺区,66305,30613,35692,32460,2008-04-01
85,浪速区,58148,29556,28592,38336,2008-04-01
86,西淀川区,96675,47801,48874,42199,2008-04-01
87,淀川区,169963,83968,85995,87911,2008-04-01
88,東淀川区,177313,87860,89453,91185,2008-04-01
89,東成区,79261,37775,41486,37436,2008-04-01
90,生野区,135655,64849,70806,62077,2008-04-01
91,旭区,93831,44839,48992,43832,2008-04-01
92,城東区,164189,78571,85618,74433,2008-04-01
93,鶴見区,109466,52751,56715,44149,2008-04-01
94,阿倍野区,107145,49557,57588,48587,2008-04-01
95,住之江区,128295,61609,66686,55740,2008-04-01
96,住吉区,156865,73726,83139,73230,2008-04-01
97,東住吉区,133178,63116,70062,60574,2008-04-01
98,平野区,200097,95276,104821,85272,2008-04-01
99,西成区,126993,74451,52542,74260,2008-04-01
100,大阪市,2648370,1286407,1361963,1284417,2008-05-01
101,北区,105263,50470,54793,60116,2008-05-01
102,都島区,101863,49275,52588,48681,2008-05-01
103,福島区,63623,30087,33536,31767,2008-05-01
104,此花区,64765,31511,33254,28791,2008-05-01
105,中央区,72568,33827,38741,44771,2008-05-01
106,西区,78451,37046,41405,45074,2008-05-01
107,港区,84441,41385,43056,39695,2008-05-01
108,大正区,71380,35153,36227,30855,2008-05-01
109,天王寺区,66568,30746,35822,32661,2008-05-01
110,浪速区,58348,29643,28705,38527,2008-05-01
111,西淀川区,96718,47859,48859,42306,2008-05-01
112,淀川区,170357,84181,86176,88330,2008-05-01
113,東淀川区,177531,87960,89571,91475,2008-05-01
114,東成区,79348,37838,41510,37584,2008-05-01
115,生野区,135682,64864,70818,62195,2008-05-01
116,旭区,93770,44820,48950,43872,2008-05-01
117,城東区,164751,78825,85926,74824,2008-05-01
118,鶴見区,109658,52819,56839,44300,2008-05-01
119,阿倍野区,107343,49642,57701,48819,2008-05-01
120,住之江区,128201,61551,66650,55792,2008-05-01
121,住吉区,157130,73875,83255,73422,2008-05-01
122,東住吉区,133199,63129,70070,60686,2008-05-01
123,平野区,200421,95460,104961,85511,2008-05-01
124,西成区,126991,74441,52550,74363,2008-05-01
125,大阪市,2649151,1286993,1362158,1285946,2008-06-01
126,北区,105435,50560,54875,60301,2008-06-01
127,都島区,101890,49311,52579,48747,2008-06-01
128,福島区,63750,30175,33575,31888,2008-06-01
129,此花区,64727,31488,33239,28769,2008-06-01
130,中央区,72676,33884,38792,44868,2008-06-01
131,西区,78672,37170,41502,45202,2008-06-01
132,港区,84552,41450,43102,39801,2008-06-01
133,大正区,71380,35157,36223,30862,2008-06-01
134,天王寺区,66672,30802,35870,32754,2008-06-01
135,浪速区,58441,29719,28722,38654,2008-06-01
136,西淀川区,96787,47905,48882,42377,2008-06-01
137,淀川区,170501,84252,86249,88491,2008-06-01
138,東淀川区,177506,87962,89544,91525,2008-06-01
139,東成区,79387,37866,41521,37650,2008-06-01
140,生野区,135575,64851,70724,62210,2008-06-01
141,旭区,93798,44837,48961,43916,2008-06-01
142,城東区,164922,78943,85979,74947,2008-06-01
143,鶴見区,109778,52867,56911,44364,2008-06-01
144,阿倍野区,107322,49623,57699,48847,2008-06-01
145,住之江区,128118,61499,66619,55774,2008-06-01
146,住吉区,156993,73811,83182,73398,2008-06-01
147,東住吉区,133081,63065,70016,60662,2008-06-01
148,平野区,200400,95436,104964,85561,2008-06-01
149,西成区,126788,74360,52428,74378,2008-06-01
150,大阪市,2649604,1287078,1362526,1287149,2008-07-01
151,北区,105547,50575,54972,60438,2008-07-01
152,都島区,101829,49277,52552,48754,2008-07-01
153,福島区,63890,30242,33648,31991,2008-07-01
154,此花区,64699,31473,33226,28755,2008-07-01
155,中央区,72780,33919,38861,44996,2008-07-01
156,西区,78905,37276,41629,45328,2008-07-01
157,港区,84544,41432,43112,39818,2008-07-01
158,大正区,71322,35133,36189,30851,2008-07-01
159,天王寺区,66776,30858,35918,32820,2008-07-01
160,浪速区,58441,29720,28721,38756,2008-07-01
161,西淀川区,96833,47960,48873,42448,2008-07-01
162,淀川区,170627,84292,86335,88623,2008-07-01
163,東淀川区,177571,87965,89606,91589,2008-07-01
164,東成区,79400,37894,41506,37669,2008-07-01
165,生野区,135449,64777,70672,62233,2008-07-01
166,旭区,93742,44805,48937,43898,2008-07-01
167,城東区,165034,78983,86051,75034,2008-07-01
168,鶴見区,109928,52958,56970,44421,2008-07-01
169,阿倍野区,107261,49587,57674,48851,2008-07-01
170,住之江区,128044,61444,66600,55781,2008-07-01
171,住吉区,156939,73792,83147,73411,2008-07-01
172,東住吉区,133015,63014,70001,60604,2008-07-01
173,平野区,200397,95427,104970,85634,2008-07-01
174,西成区,126631,74275,52356,74446,2008-07-01
175,大阪市,2649783,1287137,1362646,1288185,2008-08-01
176,北区,105750,50682,55068,60648,2008-08-01
177,都島区,101826,49289,52537,48806,2008-08-01
178,福島区,64032,30304,33728,32049,2008-08-01
179,此花区,64684,31464,33220,28775,2008-08-01
180,中央区,72923,33960,38963,45066,2008-08-01
181,西区,79175,37422,41753,45453,2008-08-01
182,港区,84571,41462,43109,39865,2008-08-01
183,大正区,71210,35049,36161,30833,2008-08-01
184,天王寺区,66780,30859,35921,32837,2008-08-01
185,浪速区,58629,29813,28816,38941,2008-08-01
186,西淀川区,96834,47965,48869,42468,2008-08-01
187,淀川区,170669,84325,86344,88737,2008-08-01
188,東淀川区,177476,87903,89573,91612,2008-08-01
189,東成区,79413,37899,41514,37710,2008-08-01
190,生野区,135390,64740,70650,62219,2008-08-01
191,旭区,93655,44752,48903,43886,2008-08-01
192,城東区,165035,78977,86058,75070,2008-08-01
193,鶴見区,109921,52949,56972,44431,2008-08-01
194,阿倍野区,107264,49561,57703,48876,2008-08-01
195,住之江区,128018,61455,66563,55826,2008-08-01
196,住吉区,156916,73828,83088,73364,2008-08-01
197,東住吉区,132910,62950,69960,60590,2008-08-01
198,平野区,200341,95410,104931,85687,2008-08-01
199,西成区,126361,74119,52242,74436,2008-08-01
200,大阪市,2650368,1287334,1363034,1289261,2008-09-01
201,北区,105947,50794,55153,60841,2008-09-01
202,都島区,101760,49281,52479,48821,2008-09-01
203,福島区,64370,30451,33919,32226,2008-09-01
204,此花区,64741,31511,33230,28820,2008-09-01
205,中央区,73192,34112,39080,45254,2008-09-01
206,西区,79296,37471,41825,45498,2008-09-01
207,港区,84631,41476,43155,39922,2008-09-01
208,大正区,71150,35001,36149,30838,2008-09-01
209,天王寺区,66914,30913,36001,32917,2008-09-01
210,浪速区,58757,29867,28890,39053,2008-09-01
211,西淀川区,96816,47940,48876,42488,2008-09-01
212,淀川区,170737,84374,86363,88875,2008-09-01
213,東淀川区,177371,87825,89546,91577,2008-09-01
214,東成区,79432,37940,41492,37738,2008-09-01
215,生野区,135254,64671,70583,62229,2008-09-01
216,旭区,93620,44739,48881,43914,2008-09-01
217,城東区,165063,78995,86068,75096,2008-09-01
218,鶴見区,109943,52938,57005,44434,2008-09-01
219,阿倍野区,107167,49495,57672,48807,2008-09-01
220,住之江区,127893,61385,66508,55791,2008-09-01
221,住吉区,156940,73839,83101,73405,2008-09-01
222,東住吉区,132873,62917,69956,60599,2008-09-01
223,平野区,200316,95389,104927,85678,2008-09-01
224,西成区,126185,74010,52175,74440,2008-09-01
225,大阪市,2650670,1287428,1363242,1289751,2008-10-01
226,北区,106077,50896,55181,60965,2008-10-01
227,都島区,101770,49261,52509,48843,2008-10-01
228,福島区,64513,30534,33979,32304,2008-10-01
229,此花区,64764,31522,33242,28786,2008-10-01
230,中央区,73264,34141,39123,45315,2008-10-01
231,西区,79413,37514,41899,45548,2008-10-01
232,港区,84652,41485,43167,39956,2008-10-01
233,大正区,71098,34959,36139,30843,2008-10-01
234,天王寺区,67057,31000,36057,33009,2008-10-01
235,浪速区,58822,29889,28933,39079,2008-10-01
236,西淀川区,96858,47962,48896,42526,2008-10-01
237,淀川区,170740,84394,86346,88896,2008-10-01
238,東淀川区,177501,87848,89653,91665,2008-10-01
239,東成区,79453,37961,41492,37747,2008-10-01
240,生野区,135256,64686,70570,62238,2008-10-01
241,旭区,93525,44679,48846,43863,2008-10-01
242,城東区,165016,78976,86040,75098,2008-10-01
243,鶴見区,110037,52973,57064,44454,2008-10-01
244,阿倍野区,107101,49456,57645,48794,2008-10-01
245,住之江区,127789,61355,66434,55768,2008-10-01
246,住吉区,156880,73782,83098,73415,2008-10-01
247,東住吉区,132830,62912,69918,60535,2008-10-01
248,平野区,200304,95377,104927,85721,2008-10-01
249,西成区,125950,73866,52084,74383,2008-10-01
250,大阪市,2651878,1288003,1363875,1290807,2008-11-01
251,北区,106295,51020,55275,61164,2008-11-01
252,都島区,101766,49246,52520,48877,2008-11-01
253,福島区,64642,30604,34038,32371,2008-11-01
254,此花区,64835,31543,33292,28841,2008-11-01
255,中央区,73424,34187,39237,45397,2008-11-01
256,西区,79613,37634,41979,45628,2008-11-01
257,港区,84692,41510,43182,39990,2008-11-01
258,大正区,71126,34949,36177,30858,2008-11-01
259,天王寺区,67305,31131,36174,33125,2008-11-01
260,浪速区,59074,29989,29085,39237,2008-11-01
261,西淀川区,96929,48016,48913,42583,2008-11-01
262,淀川区,170660,84389,86271,88909,2008-11-01
263,東淀川区,177604,87894,89710,91692,2008-11-01
264,東成区,79430,37958,41472,37736,2008-11-01
265,生野区,135246,64697,70549,62272,2008-11-01
266,旭区,93449,44639,48810,43839,2008-11-01
267,城東区,165062,79027,86035,75110,2008-11-01
268,鶴見区,110146,53011,57135,44490,2008-11-01
269,阿倍野区,107129,49463,57666,48854,2008-11-01
270,住之江区,127723,61296,66427,55769,2008-11-01
271,住吉区,156781,73716,83065,73390,2008-11-01
272,東住吉区,132828,62902,69926,60506,2008-11-01
273,平野区,200272,95369,104903,85742,2008-11-01
274,西成区,125847,73813,52034,74427,2008-11-01
275,大阪市,2652110,1288113,1363997,1291387,2008-12-01
276,北区,106382,51077,55305,61265,2008-12-01
277,都島区,101721,49215,52506,48877,2008-12-01
278,福島区,64721,30639,34082,32429,2008-12-01
279,此花区,64855,31574,33281,28880,2008-12-01
280,中央区,73474,34210,39264,45461,2008-12-01
281,西区,79737,37698,42039,45688,2008-12-01
282,港区,84735,41526,43209,39962,2008-12-01
283,大正区,71085,34931,36154,30845,2008-12-01
284,天王寺区,67360,31152,36208,33180,2008-12-01
285,浪速区,59134,30035,29099,39369,2008-12-01
286,西淀川区,96985,48063,48922,42634,2008-12-01
287,淀川区,170649,84379,86270,88958,2008-12-01
288,東淀川区,177554,87839,89715,91595,2008-12-01
289,東成区,79369,37926,41443,37741,2008-12-01
290,生野区,135209,64683,70526,62264,2008-12-01
291,旭区,93437,44636,48801,43828,2008-12-01
292,城東区,165064,79018,86046,75119,2008-12-01
293,鶴見区,110274,53055,57219,44519,2008-12-01
294,阿倍野区,107054,49420,57634,48841,2008-12-01
295,住之江区,127726,61265,66461,55773,2008-12-01
296,住吉区,156764,73712,83052,73410,2008-12-01
297,東住吉区,132723,62854,69869,60496,2008-12-01
298,平野区,200347,95419,104928,85761,2008-12-01
299,西成区,125751,73787,51964,74492,2008-12-01
