,area,total,men,women,household,date
63,東淀川区,175827,89339,86488,95174,2017-10-01
64,東成区,81881,42730,39151,41718,2017-10-01
65,生野区,129693,67307,62386,65351,2017-10-01
66,旭区,91069,47720,43349,44128,2017-10-01
67,城東区,166242,87193,79049,78478,2017-10-01
68,鶴見区,111563,58288,53275,47076,2017-10-01
69,阿倍野区,108642,58563,50079,51145,2017-10-01
70,住之江区,121785,63318,58467,57851,2017-10-01
71,住吉区,153350,81735,71615,72401,2017-10-01
72,東住吉区,126161,66841,59320,58747,2017-10-01
73,平野区,194955,102729,92226,90536,2017-10-01
74,西成区,110410,46663,63747,69401,2017-10-01
75,大阪市,2712156,1401264,1310892,1392167,2017-09-01
76,北区,129317,66752,62565,77958,2017-09-01
77,都島区,106411,55151,51260,53698,2017-09-01
78,福島区,74324,39286,35038,39053,2017-09-01
79,此花区,66291,33876,32415,31278,2017-09-01
80,中央区,96347,51432,44915,61554,2017-09-01
81,西区,97505,51636,45869,55576,2017-09-01
82,港区,81101,41434,39667,40528,2017-09-01
83,大正区,64393,32967,31426,29587,2017-09-01
84,天王寺区,78342,41990,36352,39586,2017-09-01
85,浪速区,72286,35670,36616,49878,2017-09-01
86,西淀川区,95521,48555,46966,43979,2017-09-01
87,淀川区,179038,90218,88820,97956,2017-09-01
88,東淀川区,175717,89287,86430,95067,2017-09-01
89,東成区,81848,42692,39156,41664,2017-09-01
90,生野区,129628,67310,62318,65261,2017-09-01
91,旭区,91047,47727,43320,44091,2017-09-01
92,城東区,166215,87185,79030,78465,2017-09-01
93,鶴見区,111572,58285,53287,47074,2017-09-01
94,阿倍野区,108585,58532,50053,51108,2017-09-01
95,住之江区,121676,63244,58432,57772,2017-09-01
96,住吉区,153376,81768,71608,72362,2017-09-01
97,東住吉区,126170,66842,59328,58735,2017-09-01
98,平野区,194996,102732,92264,90537,2017-09-01
99,西成区,110450,46693,63757,69400,2017-09-01
100,大阪市,2711702,1400978,1310724,1391348,2017-08-01
101,北区,129029,66626,62403,77806,2017-08-01
102,都島区,106311,55109,51202,53575,2017-08-01
103,福島区,74225,39218,35007,39006,2017-08-01
104,此花区,66328,33932,32396,31239,2017-08-01
105,中央区,96259,51392,44867,61505,2017-08-01
106,西区,97362,51589,45773,55523,2017-08-01
107,港区,81145,41432,39713,40543,2017-08-01
108,大正区,64431,32977,31454,29600,2017-08-01
109,天王寺区,78304,41974,36330,39578,2017-08-01
110,浪速区,72313,35707,36606,49890,2017-08-01
111,西淀川区,95457,48524,46933,43884,2017-08-01
112,淀川区,178921,90169,88752,97850,2017-08-01
113,東淀川区,175662,89259,86403,94959,2017-08-01
114,東成区,81843,42673,39170,41627,2017-08-01
115,生野区,129691,67306,62385,65273,2017-08-01
116,旭区,91047,47723,43324,44092,2017-08-01
117,城東区,166163,87157,79006,78434,2017-08-01
118,鶴見区,111598,58275,53323,47078,2017-08-01
119,阿倍野区,108549,58531,50018,51098,2017-08-01
120,住之江区,121794,63303,58491,57790,2017-08-01
121,住吉区,153454,81828,71626,72381,2017-08-01
122,東住吉区,126209,66834,59375,58684,2017-08-01
123,平野区,195063,102743,92320,90489,2017-08-01
124,西成区,110544,46697,63847,69444,2017-08-01
125,大阪市,2710672,1400418,1310254,1390179,2017-07-01
126,北区,128786,66527,62259,77671,2017-07-01
127,都島区,106177,55054,51123,53446,2017-07-01
128,福島区,74126,39167,34959,38959,2017-07-01
129,此花区,66264,33885,32379,31166,2017-07-01
130,中央区,96175,51344,44831,61478,2017-07-01
131,西区,97212,51505,45707,55433,2017-07-01
132,港区,81169,41457,39712,40540,2017-07-01
133,大正区,64437,33000,31437,29566,2017-07-01
134,天王寺区,78242,41928,36314,39516,2017-07-01
135,浪速区,72202,35636,36566,49772,2017-07-01
136,西淀川区,95416,48506,46910,43794,2017-07-01
137,淀川区,178815,90132,88683,97743,2017-07-01
138,東淀川区,175708,89304,86404,94983,2017-07-01
139,東成区,81776,42650,39126,41556,2017-07-01
140,生野区,129688,67272,62416,65245,2017-07-01
141,旭区,91058,47722,43336,44097,2017-07-01
142,城東区,166122,87115,79007,78390,2017-07-01
143,鶴見区,111568,58243,53325,47087,2017-07-01
144,阿倍野区,108636,58548,50088,51137,2017-07-01
145,住之江区,121808,63323,58485,57773,2017-07-01
146,住吉区,153448,81794,71654,72345,2017-07-01
147,東住吉区,126191,66855,59336,58649,2017-07-01
148,平野区,195097,102739,92358,90423,2017-07-01
149,西成区,110551,46712,63839,69410,2017-07-01
150,大阪市,2709167,1399551,1309616,1387200,2017-05-01
151,北区,128170,66249,61921,77261,2017-05-01
152,都島区,106123,54990,51133,53302,2017-05-01
153,福島区,73873,39036,34837,38752,2017-05-01
154,此花区,66328,33902,32426,31128,2017-05-01
155,中央区,96086,51268,44818,61350,2017-05-01
156,西区,96871,51315,45556,55194,2017-05-01
157,港区,81196,41461,39735,40530,2017-05-01
158,大正区,64483,33014,31469,29519,2017-05-01
159,天王寺区,78108,41867,36241,39401,2017-05-01
160,浪速区,72090,35583,36507,49669,2017-05-01
161,西淀川区,95390,48444,46946,43677,2017-05-01
162,淀川区,178723,90159,88564,97495,2017-05-01
163,東淀川区,175716,89315,86401,94868,2017-05-01
164,東成区,81701,42610,39091,41416,2017-05-01
165,生野区,129800,67346,62454,65186,2017-05-01
166,旭区,91090,47737,43353,44083,2017-05-01
167,城東区,166078,87088,78990,78358,2017-05-01
168,鶴見区,111508,58170,53338,46945,2017-05-01
169,阿倍野区,108565,58499,50066,51060,2017-05-01
170,住之江区,121927,63391,58536,57708,2017-05-01
171,住吉区,153224,81693,71531,72014,2017-05-01
172,東住吉区,126200,66866,59334,58575,2017-05-01
173,平野区,195174,102767,92407,90214,2017-05-01
174,西成区,110743,46781,63962,69495,2017-05-01
175,大阪市,2704557,1397063,1307494,1381773,2017-04-01
176,北区,127397,65876,61521,76722,2017-04-01
177,都島区,106083,54949,51134,53173,2017-04-01
178,福島区,73839,39030,34809,38675,2017-04-01
179,此花区,66317,33906,32411,31064,2017-04-01
180,中央区,95766,51111,44655,61029,2017-04-01
181,西区,96532,51103,45429,54845,2017-04-01
182,港区,81210,41456,39754,40478,2017-04-01
183,大正区,64459,32988,31471,29428,2017-04-01
184,天王寺区,77790,41690,36100,39174,2017-04-01
185,浪速区,71668,35306,36362,49290,2017-04-01
186,西淀川区,95323,48407,46916,43553,2017-04-01
187,淀川区,178330,89904,88426,97074,2017-04-01
188,東淀川区,175552,89204,86348,94571,2017-04-01
189,東成区,81324,42416,38908,41074,2017-04-01
190,生野区,129360,67162,62198,64639,2017-04-01
191,旭区,91037,47706,43331,43975,2017-04-01
192,城東区,165833,86974,78859,78132,2017-04-01
193,鶴見区,111539,58141,53398,46919,2017-04-01
194,阿倍野区,108367,58428,49939,50832,2017-04-01
195,住之江区,121979,63435,58544,57636,2017-04-01
196,住吉区,153199,81654,71545,71908,2017-04-01
197,東住吉区,126077,66799,59278,58429,2017-04-01
198,平野区,195118,102733,92385,89979,2017-04-01
199,西成区,110458,46685,63773,69174,2017-04-01
200,大阪市,2702242,1395241,1307001,1376202,2017-03-01
201,北区,126752,65507,61245,76144,2017-03-01
202,都島区,105919,54785,51134,52857,2017-03-01
203,福島区,73651,38893,34758,38409,2017-03-01
204,此花区,66277,33903,32374,30962,2017-03-01
205,中央区,95603,50965,44638,60842,2017-03-01
206,西区,96301,50924,45377,54562,2017-03-01
207,港区,81262,41483,39779,40373,2017-03-01
208,大正区,64489,33006,31483,29353,2017-03-01
209,天王寺区,77661,41570,36091,39046,2017-03-01
210,浪速区,71365,35172,36193,48999,2017-03-01
211,西淀川区,95262,48389,46873,43385,2017-03-01
212,淀川区,178076,89734,88342,96544,2017-03-01
213,東淀川区,175289,89008,86281,93980,2017-03-01
214,東成区,81031,42250,38781,40688,2017-03-01
215,生野区,129500,67233,62267,64477,2017-03-01
216,旭区,91069,47690,43379,43862,2017-03-01
217,城東区,165598,86856,78742,77744,2017-03-01
218,鶴見区,111646,58157,53489,46817,2017-03-01
219,阿倍野区,108303,58369,49934,50770,2017-03-01
220,住之江区,121964,63390,58574,57501,2017-03-01
221,住吉区,153366,81694,71672,71809,2017-03-01
222,東住吉区,126110,66788,59322,58303,2017-03-01
223,平野区,195271,102791,92480,89721,2017-03-01
224,西成区,110477,46684,63793,69054,2017-03-01
225,大阪市,2702455,1395317,1307138,1375648,2017-02-01
226,北区,126541,65391,61150,76025,2017-02-01
227,都島区,105844,54739,51105,52801,2017-02-01
228,福島区,73660,38901,34759,38434,2017-02-01
229,此花区,66351,33949,32402,30985,2017-02-01
230,中央区,95598,50975,44623,60824,2017-02-01
231,西区,96175,50900,45275,54490,2017-02-01
232,港区,81314,41534,39780,40377,2017-02-01
233,大正区,64524,33018,31506,29340,2017-02-01
234,天王寺区,77571,41525,36046,39004,2017-02-01
235,浪速区,71356,35132,36224,48973,2017-02-01
236,西淀川区,95304,48408,46896,43392,2017-02-01
237,淀川区,178052,89728,88324,96487,2017-02-01
238,東淀川区,175312,89030,86282,93942,2017-02-01
239,東成区,80974,42218,38756,40570,2017-02-01
240,生野区,129564,67260,62304,64452,2017-02-01
241,旭区,91218,47761,43457,43889,2017-02-01
242,城東区,165511,86805,78706,77641,2017-02-01
243,鶴見区,111603,58145,53458,46787,2017-02-01
244,阿倍野区,108309,58370,49939,50751,2017-02-01
245,住之江区,122037,63434,58603,57495,2017-02-01
246,住吉区,153530,81776,71754,71898,2017-02-01
247,東住吉区,126082,66743,59339,58270,2017-02-01
248,平野区,195413,102830,92583,89728,2017-02-01
249,西成区,110612,46745,63867,69093,2017-02-01
250,大阪市,2703453,1395856,1307597,1375644,2017-01-01
251,北区,126408,65334,61074,75902,2017-01-01
252,都島区,105894,54780,51114,52811,2017-01-01
253,福島区,73650,38907,34743,38419,2017-01-01
254,此花区,66384,33929,32455,30970,2017-01-01
255,中央区,95500,50945,44555,60788,2017-01-01
256,西区,96118,50862,45256,54428,2017-01-01
257,港区,81451,41610,39841,40456,2017-01-01
258,大正区,64556,33047,31509,29314,2017-01-01
259,天王寺区,77508,41495,36013,38984,2017-01-01
260,浪速区,71366,35144,36222,48990,2017-01-01
261,西淀川区,95439,48482,46957,43467,2017-01-01
262,淀川区,178001,89697,88304,96481,2017-01-01
263,東淀川区,175406,89074,86332,93971,2017-01-01
264,東成区,81008,42249,38759,40575,2017-01-01
265,生野区,129722,67326,62396,64482,2017-01-01
266,旭区,91326,47846,43480,43898,2017-01-01
267,城東区,165550,86812,78738,77602,2017-01-01
268,鶴見区,111665,58158,53507,46809,2017-01-01
269,阿倍野区,108343,58376,49967,50766,2017-01-01
270,住之江区,122142,63491,58651,57472,2017-01-01
271,住吉区,153629,81839,71790,71875,2017-01-01
272,東住吉区,126137,66754,59383,58276,2017-01-01
273,平野区,195590,102933,92657,89803,2017-01-01
274,西成区,110660,46766,63894,69105,2017-01-01
