,date,household,household_io(mom),household(mom),pop_density,pop(mom),area,men,women,total,size
906,2015-11-01,52363,225.0,,17798.27255,92430,西区,49016,43713,92729,5.21
907,2015-11-01,40365,17.0,,10436.64122,82035,港区,41922,40110,82032,7.86
908,2015-11-01,29213,4.0,,6906.256628,65141,大正区,33354,31772,65126,9.43
909,2015-11-01,38149,91.0,,15673.1405,75729,天王寺区,40564,35294,75858,4.84
910,2015-11-01,47853,312.0,,15977.67654,69766,浪速区,34526,35616,70142,4.39
911,2015-11-01,42925,1.0,,6713.924051000001,95490,西淀川区,48500,46972,95472,14.22
912,2015-11-01,94595,135.0,,13951.18671,176201,淀川区,88975,87368,176343,12.64
913,2015-11-01,92655,119.0,,13228.63602,175530,東淀川区,89157,86387,175544,13.27
914,2015-11-01,39698,15.0,,17744.93392,80563,東成区,42024,38538,80562,4.54
915,2015-11-01,63774,152.0,,15557.94504,130167,生野区,67546,62674,130220,8.37
916,2015-11-01,43653,-47.0,,14487.34177,91608,旭区,47838,43722,91560,6.32
917,2015-11-01,76567,112.0,,19665.155130000006,164697,城東区,86281,78513,164794,8.38
918,2015-11-01,46351,-7.0,,13646.878819999998,111557,鶴見区,58083,53412,111495,8.17
919,2015-11-01,50274,170.0,,18039.46488,107626,阿倍野区,58196,49680,107876,5.98
920,2015-11-01,56912,-8.0,,5962.251334000001,122988,住之江区,63817,59065,122882,20.61
921,2015-11-01,71765,47.0,,16407.87234,154239,住吉区,82200,72034,154234,9.4
922,2015-11-01,57802,5.0,,12948.51282,126299,東住吉区,66654,59594,126248,9.75
923,2015-11-01,89050,90.0,,12868.71728,196633,平野区,103385,93249,196634,15.28
924,2015-11-01,69346,121.0,,15186.70285,111883,西成区,47223,64703,111926,7.37
