,date,household,household_io(mom),household(mom),pop_density,pop(mom),area,men,women,total,size
0,2018-12-01,1416202,,467.0,12109.30243,2726579,大阪市,1410490,1316646,2727136,225.21
1,2018-12-01,80664,,49.0,12924.17795,133462,北区,68980,64656,133636,10.34
2,2018-12-01,54479,,-4.0,17572.36842,106861,都島区,55404,51436,106840,6.08
3,2018-12-01,40364,,71.0,16298.501069999998,76006,福島区,40062,36052,76114,4.67
4,2018-12-01,31555,,23.0,3424.831169,65897,此花区,33741,32187,65928,19.25
5,2018-12-01,62915,,26.0,11094.36302,98265,中央区,52513,45894,98407,8.87
6,2018-12-01,58022,,48.0,19339.15547,100625,西区,53540,47217,100757,5.21
7,2018-12-01,41078,,0.0,10307.50636,81073,港区,41526,39491,81017,7.86
8,2018-12-01,29643,,-15.0,6741.675504000002,63654,大正区,32598,30976,63574,9.43
9,2018-12-01,40195,,53.0,16389.66942,79273,天王寺区,42519,36807,79326,4.84
10,2018-12-01,50801,,-81.0,16661.04784,73234,浪速区,36142,37000,73142,4.39
11,2018-12-01,44841,,-11.0,6738.7482420000015,95865,西淀川区,48802,47023,95825,14.22
12,2018-12-01,100006,,3.0,14318.59177,180976,淀川区,91142,89845,180987,12.64
13,2018-12-01,96438,,56.0,13272.19292,176022,東淀川区,89589,86533,176122,13.27
14,2018-12-01,43132,,86.0,18289.64758,82929,東成区,43478,39557,83035,4.54
15,2018-12-01,66429,,18.0,15488.41099,129646,生野区,67294,62344,129638,8.37
16,2018-12-01,44556,,-25.0,14396.0443,91029,旭区,47779,43204,90983,6.32
17,2018-12-01,79612,,45.0,19920.88305,166914,城東区,87632,79305,166937,8.38
18,2018-12-01,47480,,55.0,13645.04284,111370,鶴見区,58257,53223,111480,8.17
19,2018-12-01,51711,,-20.0,18264.38127,109249,阿倍野区,58924,50297,109221,5.98
20,2018-12-01,58353,,-1.0,5883.212033,121307,住之江区,63113,58140,121253,20.61
21,2018-12-01,73321,,7.0,16323.29787,153402,住吉区,81927,71512,153439,9.4
22,2018-12-01,59374,,41.0,12908.61538,125836,東住吉区,66857,59002,125859,9.75
23,2018-12-01,91416,,119.0,12689.26702,193848,平野区,102228,91664,193892,15.28
24,2018-12-01,69817,,-76.0,14887.92402,109836,西成区,46443,63281,109724,7.37
25,2018-11-01,1415735,,2752.0,12106.82918,2725006,大阪市,1410126,1316453,2726579,225.21
26,2018-11-01,80615,,232.0,12907.3501,133123,北区,68874,64588,133462,10.34
27,2018-11-01,54483,,59.0,17575.822369999998,106858,都島区,55421,51440,106861,6.08
28,2018-11-01,40293,,92.0,16275.37473,75896,福島区,40025,35981,76006,4.67
29,2018-11-01,31532,,27.0,3423.220779,65914,此花区,33714,32183,65897,19.25
30,2018-11-01,62889,,208.0,11078.354,98094,中央区,52441,45824,98265,8.87
31,2018-11-01,57974,,208.0,19313.81958,100437,西区,53447,47178,100625,5.21
32,2018-11-01,41078,,97.0,10314.63104,81076,港区,41576,39497,81073,7.86
33,2018-11-01,29658,,-16.0,6750.159067000001,63741,大正区,32636,31018,63654,9.43
34,2018-11-01,40142,,76.0,16378.71901,79177,天王寺区,42472,36801,79273,4.84
35,2018-11-01,50882,,287.0,16682.00456,72991,浪速区,36210,37024,73234,4.39
36,2018-11-01,44852,,120.0,6741.561181,95749,西淀川区,48809,47056,95865,14.22
37,2018-11-01,100003,,129.0,14317.72152,180998,淀川区,91140,89836,180976,12.64
38,2018-11-01,96382,,74.0,13264.65712,176031,東淀川区,89546,86476,176022,13.27
39,2018-11-01,43046,,97.0,18266.29956,82857,東成区,43464,39465,82929,4.54
40,2018-11-01,66411,,283.0,15489.36679,129379,生野区,67284,62362,129646,8.37
41,2018-11-01,44581,,48.0,14403.32278,91072,旭区,47799,43230,91029,6.32
42,2018-11-01,79567,,119.0,19918.13842,166852,城東区,87610,79304,166914,8.38
43,2018-11-01,47425,,69.0,13631.57895,111268,鶴見区,58191,53179,111370,8.17
44,2018-11-01,51731,,81.0,18269.06355,109172,阿倍野区,58940,50309,109249,5.98
45,2018-11-01,58354,,31.0,5885.83212,121364,住之江区,63124,58183,121307,20.61
46,2018-11-01,73314,,130.0,16319.3617,153361,住吉区,81881,71521,153402,9.4
47,2018-11-01,59333,,0.0,12906.25641,125907,東住吉区,66836,59000,125836,9.75
48,2018-11-01,91297,,119.0,12686.38743,193925,平野区,102192,91656,193848,15.28
49,2018-11-01,69893,,182.0,14903.12076,109764,西成区,46494,63342,109836,7.37
50,2018-10-01,1412983,,111.0,12099.84459,2724355,大阪市,1409264,1315742,2725006,225.21
51,2018-10-01,80383,,43.0,12874.5648,133011,北区,68713,64410,133123,10.34
52,2018-10-01,54424,,-5.0,17575.32895,106828,都島区,55429,51429,106858,6.08
53,2018-10-01,40201,,130.0,16251.820130000002,75510,福島区,39988,35908,75896,4.67
54,2018-10-01,31505,,-37.0,3424.103896,65986,此花区,33713,32201,65914,19.25
55,2018-10-01,62681,,21.0,11059.07554,97931,中央区,52348,45746,98094,8.87
56,2018-10-01,57766,,-22.0,19277.73512,100359,西区,53355,47082,100437,5.21
57,2018-10-01,40981,,-28.0,10315.01272,81106,港区,41562,39514,81076,7.86
58,2018-10-01,29674,,3.0,6759.3849420000015,63743,大正区,32685,31056,63741,9.43
59,2018-10-01,40066,,79.0,16358.8843,79019,天王寺区,42414,36763,79177,4.84
60,2018-10-01,50595,,-33.0,16626.65148,72966,浪速区,36082,36909,72991,4.39
61,2018-10-01,44732,,14.0,6733.403656999999,95711,西淀川区,48734,47015,95749,14.22
62,2018-10-01,99874,,55.0,14319.46203,180893,淀川区,91137,89861,180998,12.64
63,2018-10-01,96308,,22.0,13265.33534,176021,東淀川区,89557,86474,176031,13.27
64,2018-10-01,42949,,-38.0,18250.44053,82909,東成区,43404,39453,82857,4.54
65,2018-10-01,66128,,-10.0,15457.46714,129460,生野区,67130,62249,129379,8.37
66,2018-10-01,44533,,-3.0,14410.126580000002,91093,旭区,47822,43250,91072,6.32
67,2018-10-01,79448,,59.0,19910.73986,166777,城東区,87557,79295,166852,8.38
68,2018-10-01,47356,,12.0,13619.09425,111244,鶴見区,58123,53145,111268,8.17
69,2018-10-01,51650,,16.0,18256.18729,109111,阿倍野区,58920,50252,109172,5.98
70,2018-10-01,58323,,-29.0,5888.597768,121420,住之江区,63146,58218,121364,20.61
71,2018-10-01,73184,,-23.0,16315.0,153385,住吉区,81870,71491,153361,9.4
72,2018-10-01,59333,,1.0,12913.53846,125943,東住吉区,66856,59051,125907,9.75
73,2018-10-01,91178,,-45.0,12691.4267,194044,平野区,102261,91664,193925,15.28
74,2018-10-01,69711,,-71.0,14893.35142,109885,西成区,46458,63306,109764,7.37
75,2018-09-01,1412872,,874.0,12096.95395,2724007,大阪市,1408816,1315539,2724355,225.21
76,2018-09-01,80340,,132.0,12863.73308,132761,北区,68666,64345,133011,10.34
77,2018-09-01,54429,,24.0,17570.39474,106797,都島区,55404,51424,106828,6.08
78,2018-09-01,40071,,124.0,16169.164880000002,75337,福島区,39797,35713,75510,4.67
79,2018-09-01,31542,,38.0,3427.844156,65988,此花区,33763,32223,65986,19.25
80,2018-09-01,62660,,43.0,11040.69899,97865,中央区,52278,45653,97931,8.87
81,2018-09-01,57788,,119.0,19262.76392,100233,西区,53295,47064,100359,5.21
82,2018-09-01,41009,,-39.0,10318.82952,81206,港区,41561,39545,81106,7.86
83,2018-09-01,29671,,21.0,6759.597031,63779,大正区,32694,31049,63743,9.43
84,2018-09-01,39987,,30.0,16326.23967,78936,天王寺区,42335,36684,79019,4.84
85,2018-09-01,50628,,28.0,16620.95672,72952,浪速区,36050,36916,72966,4.39
86,2018-09-01,44718,,30.0,6730.731364,95722,西淀川区,48711,47000,95711,14.22
87,2018-09-01,99819,,-119.0,14311.15506,180999,淀川区,91119,89774,180893,12.64
88,2018-09-01,96286,,47.0,13264.58176,176055,東淀川区,89539,86482,176021,13.27
89,2018-09-01,42987,,177.0,18261.89427,82745,東成区,43404,39505,82909,4.54
90,2018-09-01,66138,,-9.0,15467.14456,129591,生野区,67173,62287,129460,8.37
91,2018-09-01,44536,,46.0,14413.449369999998,91106,旭区,47777,43316,91093,6.32
92,2018-09-01,79389,,-1.0,19901.78998,166798,城東区,87541,79236,166777,8.38
93,2018-09-01,47344,,62.0,13616.156669999997,111172,鶴見区,58104,53140,111244,8.17
94,2018-09-01,51634,,-1.0,18245.98662,109117,阿倍野区,58885,50226,109111,5.98
95,2018-09-01,58352,,27.0,5891.314896,121425,住之江区,63175,58245,121420,20.61
96,2018-09-01,73207,,87.0,16317.55319,153312,住吉区,81908,71477,153385,9.4
97,2018-09-01,59332,,74.0,12917.23077,125881,東住吉区,66868,59075,125943,9.75
98,2018-09-01,91223,,-17.0,12699.21466,194202,平野区,102275,91769,194044,15.28
99,2018-09-01,69782,,-49.0,14909.76934,110028,西成区,46494,63391,109885,7.37
100,2018-08-01,1411998,,1425.0,12095.40873,2723100,大阪市,1408589,1315418,2724007,225.21
101,2018-08-01,80208,,184.0,12839.55513,132555,北区,68569,64192,132761,10.34
102,2018-08-01,54405,,87.0,17565.29605,106685,都島区,55396,51401,106797,6.08
103,2018-08-01,39947,,61.0,16132.11991,75233,福島区,39732,35605,75337,4.67
104,2018-08-01,31504,,-5.0,3427.948052,66031,此花区,33753,32235,65988,19.25
105,2018-08-01,62617,,131.0,11033.25817,97710,中央区,52292,45573,97865,8.87
106,2018-08-01,57669,,213.0,19238.57965,100022,西区,53198,47035,100233,5.21
107,2018-08-01,41048,,-12.0,10331.55216,81272,港区,41599,39607,81206,7.86
108,2018-08-01,29650,,-4.0,6763.414634000002,63804,大正区,32715,31064,63779,9.43
109,2018-08-01,39957,,80.0,16309.09091,78815,天王寺区,42303,36633,78936,4.84
110,2018-08-01,50600,,49.0,16617.76765,72881,浪速区,36043,36909,72952,4.39
111,2018-08-01,44688,,51.0,6731.504923,95707,西淀川区,48711,47011,95722,14.22
112,2018-08-01,99938,,102.0,14319.54114,180966,淀川区,91205,89794,180999,12.64
113,2018-08-01,96239,,-10.0,13267.14393,176139,東淀川区,89557,86498,176055,13.27
114,2018-08-01,42810,,66.0,18225.77093,82718,東成区,43290,39455,82745,4.54
115,2018-08-01,66147,,-16.0,15482.7957,129689,生野区,67227,62364,129591,8.37
116,2018-08-01,44490,,11.0,14415.506330000002,91148,旭区,47776,43330,91106,6.32
117,2018-08-01,79390,,96.0,19904.29594,166676,城東区,87565,79233,166798,8.38
118,2018-08-01,47282,,64.0,13607.34394,111084,鶴見区,58064,53108,111172,8.17
119,2018-08-01,51635,,-35.0,18246.98997,109090,阿倍野区,58873,50244,109117,5.98
120,2018-08-01,58325,,80.0,5891.557496,121429,住之江区,63173,58252,121425,20.61
121,2018-08-01,73120,,68.0,16309.787230000002,153233,住吉区,81829,71483,153312,9.4
122,2018-08-01,59258,,17.0,12910.87179,125903,東住吉区,66804,59077,125881,9.75
123,2018-08-01,91240,,108.0,12709.55497,194222,平野区,102369,91833,194202,15.28
124,2018-08-01,69831,,39.0,14929.17232,110088,西成区,46546,63482,110028,7.37
125,2018-07-01,1410573,,856.0,12091.38138,2722098,大阪市,1407981,1315119,2723100,225.21
126,2018-07-01,80024,,126.0,12819.6325,132289,北区,68455,64100,132555,10.34
127,2018-07-01,54318,,43.0,17546.875,106662,都島区,55365,51320,106685,6.08
128,2018-07-01,39886,,9.0,16109.85011,75178,福島区,39678,35555,75233,4.67
129,2018-07-01,31509,,-12.0,3430.181818,66077,此花区,33762,32269,66031,19.25
130,2018-07-01,62486,,79.0,11015.78354,97570,中央区,52224,45486,97710,8.87
131,2018-07-01,57456,,212.0,19198.08061,99709,西区,53057,46965,100022,5.21
132,2018-07-01,41060,,-14.0,10339.94911,81306,港区,41626,39646,81272,7.86
133,2018-07-01,29654,,-1.0,6766.065748,63888,大正区,32727,31077,63804,9.43
134,2018-07-01,39877,,6.0,16284.09091,78754,天王寺区,42237,36578,78815,4.84
135,2018-07-01,50551,,-14.0,16601.594530000002,72884,浪速区,35979,36902,72881,4.39
136,2018-07-01,44637,,85.0,6730.45007,95589,西淀川区,48694,47013,95707,14.22
137,2018-07-01,99836,,-11.0,14316.930380000002,180925,淀川区,91177,89789,180966,12.64
138,2018-07-01,96249,,71.0,13273.473999999998,176050,東淀川区,89583,86556,176139,13.27
139,2018-07-01,42744,,17.0,18219.82379,82688,東成区,43284,39434,82718,4.54
140,2018-07-01,66163,,2.0,15494.504180000002,129745,生野区,67272,62417,129689,8.37
141,2018-07-01,44479,,8.0,14422.1519,91114,旭区,47783,43365,91148,6.32
142,2018-07-01,79294,,71.0,19889.73747,166570,城東区,87486,79190,166676,8.38
143,2018-07-01,47218,,50.0,13596.57283,111006,鶴見区,58009,53075,111084,8.17
144,2018-07-01,51670,,-32.0,18242.47492,109110,阿倍野区,58873,50217,109090,5.98
145,2018-07-01,58245,,50.0,5891.751577,121420,住之江区,63193,58236,121429,20.61
146,2018-07-01,73052,,129.0,16301.38298,153119,住吉区,81743,71490,153233,9.4
147,2018-07-01,59241,,-30.0,12913.12821,126007,東住吉区,66811,59092,125903,9.75
148,2018-07-01,91132,,8.0,12710.86387,194324,平野区,102378,91844,194222,15.28
149,2018-07-01,69792,,4.0,14937.313430000002,110114,西成区,46585,63503,110088,7.37
150,2018-06-01,1409717,,1720.0,12086.9322,2721728,大阪市,1407370,1314728,2722098,225.21
151,2018-06-01,79898,,151.0,12793.90716,132109,北区,68304,63985,132289,10.34
152,2018-06-01,54275,,51.0,17543.092109999998,106638,都島区,55338,51324,106662,6.08
153,2018-06-01,39877,,142.0,16098.07281,75006,福島区,39653,35525,75178,4.67
154,2018-06-01,31521,,-2.0,3432.571429,66143,此花区,33791,32286,66077,19.25
155,2018-06-01,62407,,157.0,11000.0,97376,中央区,52160,45410,97570,8.87
156,2018-06-01,57244,,178.0,19138.00384,99544,西区,52876,46833,99709,5.21
157,2018-06-01,41074,,24.0,10344.27481,81357,港区,41648,39658,81306,7.86
158,2018-06-01,29655,,14.0,6774.973489,63943,大正区,32784,31104,63888,9.43
159,2018-06-01,39871,,-29.0,16271.4876,78836,天王寺区,42209,36545,78754,4.84
160,2018-06-01,50565,,1.0,16602.2779,72869,浪速区,35984,36900,72884,4.39
161,2018-06-01,44552,,79.0,6722.151899,95598,西淀川区,48657,46932,95589,14.22
162,2018-06-01,99847,,201.0,14313.68671,180805,淀川区,91144,89781,180925,12.64
163,2018-06-01,96178,,54.0,13266.76714,176149,東淀川区,89527,86523,176050,13.27
164,2018-06-01,42727,,51.0,18213.21586,82712,東成区,43270,39418,82688,4.54
165,2018-06-01,66161,,-3.0,15501.19474,129868,生野区,67336,62409,129745,8.37
166,2018-06-01,44471,,16.0,14416.77215,91098,旭区,47764,43350,91114,6.32
167,2018-06-01,79223,,100.0,19877.08831,166454,城東区,87413,79157,166570,8.38
168,2018-06-01,47168,,41.0,13587.0257,111042,鶴見区,57950,53056,111006,8.17
169,2018-06-01,51702,,30.0,18245.8194,109133,阿倍野区,58879,50231,109110,5.98
170,2018-06-01,58195,,55.0,5891.314896,121496,住之江区,63204,58216,121420,20.61
171,2018-06-01,72923,,189.0,16289.255319999998,153014,住吉区,81626,71493,153119,9.4
172,2018-06-01,59271,,74.0,12923.79487,126042,東住吉区,66842,59165,126007,9.75
173,2018-06-01,91124,,98.0,12717.53927,194331,平野区,102407,91917,194324,15.28
174,2018-06-01,69788,,48.0,14940.84125,110165,西成区,46604,63510,110114,7.37
175,2018-05-01,1407997,,6568.0,12085.28929,2716989,大阪市,1407112,1314616,2721728,225.21
176,2018-05-01,79747,,638.0,12776.49903,131241,北区,68207,63902,132109,10.34
177,2018-05-01,54224,,158.0,17539.14474,106568,都島区,55324,51314,106638,6.08
178,2018-05-01,39735,,170.0,16061.24197,74902,福島区,39585,35421,75006,4.67
179,2018-05-01,31523,,99.0,3436.0,66103,此花区,33833,32310,66143,19.25
180,2018-05-01,62250,,296.0,10978.12852,97161,中央区,52093,45283,97376,8.87
181,2018-05-01,57066,,457.0,19106.33397,99001,西区,52788,46756,99544,5.21
182,2018-05-01,41050,,162.0,10350.76336,81238,港区,41673,39684,81357,7.86
183,2018-05-01,29641,,57.0,6780.805938,64009,大正区,32812,31131,63943,9.43
184,2018-05-01,39900,,191.0,16288.42975,78615,天王寺区,42252,36584,78836,4.84
185,2018-05-01,50564,,482.0,16598.86105,72415,浪速区,35951,36918,72869,4.39
186,2018-05-01,44473,,126.0,6722.784809999999,95539,西淀川区,48648,46950,95598,14.22
187,2018-05-01,99646,,727.0,14304.19304,180141,淀川区,91101,89704,180805,12.64
188,2018-05-01,96124,,457.0,13274.22758,175859,東淀川区,89578,86571,176149,13.27
189,2018-05-01,42676,,222.0,18218.5022,82560,東成区,43238,39474,82712,4.54
190,2018-05-01,66164,,507.0,15515.89008,129467,生野区,67394,62474,129868,8.37
191,2018-05-01,44455,,167.0,14414.24051,91004,旭区,47732,43366,91098,6.32
192,2018-05-01,79123,,136.0,19863.24582,166498,城東区,87338,79116,166454,8.38
193,2018-05-01,47127,,70.0,13591.43207,111059,鶴見区,58003,53039,111042,8.17
194,2018-05-01,51672,,288.0,18249.66555,108900,阿倍野区,58862,50271,109133,5.98
195,2018-05-01,58140,,116.0,5895.002426,121486,住之江区,63216,58280,121496,20.61
196,2018-05-01,72734,,227.0,16278.08511,152970,住吉区,81597,71417,153014,9.4
197,2018-05-01,59197,,214.0,12927.38462,125972,東住吉区,66859,59183,126042,9.75
198,2018-05-01,91026,,229.0,12717.99738,194383,平野区,102399,91932,194331,15.28
199,2018-05-01,69740,,372.0,14947.76119,109898,西成区,46629,63536,110165,7.37
200,2018-04-01,1401429,,5304.0,12064.2467,2713808,大阪市,1404716,1312273,2716989,225.21
201,2018-04-01,79109,,898.0,12692.55319,129941,北区,67784,63457,131241,10.34
202,2018-04-01,54066,,149.0,17527.63158,106565,都島区,55300,51268,106568,6.08
203,2018-04-01,39565,,199.0,16038.97216,74820,福島区,39562,35340,74902,4.67
204,2018-04-01,31424,,37.0,3433.922078,66168,此花区,33829,32274,66103,19.25
205,2018-04-01,61954,,340.0,10953.88952,96757,中央区,51995,45166,97161,8.87
206,2018-04-01,56609,,388.0,19002.11132,98536,西区,52503,46498,99001,5.21
207,2018-04-01,40888,,195.0,10335.62341,81092,港区,41602,39636,81238,7.86
208,2018-04-01,29584,,12.0,6787.804878,64162,大正区,32833,31176,64009,9.43
209,2018-04-01,39709,,46.0,16242.7686,78551,天王寺区,42136,36479,78615,4.84
210,2018-04-01,50082,,143.0,16495.444190000002,72358,浪速区,35726,36689,72415,4.39
211,2018-04-01,44347,,204.0,6718.635724,95489,西淀川区,48620,46919,95539,14.22
212,2018-04-01,98919,,582.0,14251.66139,179629,淀川区,90811,89330,180141,12.64
213,2018-04-01,95667,,386.0,13252.37378,175680,東淀川区,89414,86445,175859,13.27
214,2018-04-01,42454,,360.0,18185.02203,82216,東成区,43159,39401,82560,4.54
215,2018-04-01,65657,,178.0,15467.98088,129424,生野区,67235,62232,129467,8.37
216,2018-04-01,44288,,90.0,14399.36709,90960,旭区,47687,43317,91004,6.32
217,2018-04-01,78987,,246.0,19868.49642,166373,城東区,87321,79177,166498,8.38
218,2018-04-01,47057,,32.0,13593.51285,111302,鶴見区,58006,53053,111059,8.17
219,2018-04-01,51384,,137.0,18210.70234,108782,阿倍野区,58732,50168,108900,5.98
220,2018-04-01,58024,,146.0,5894.517225,121510,住之江区,63205,58281,121486,20.61
221,2018-04-01,72507,,209.0,16273.40426,152923,住吉区,81589,71381,152970,9.4
222,2018-04-01,58983,,141.0,12920.20513,126023,東住吉区,66788,59184,125972,9.75
223,2018-04-01,90797,,157.0,12721.40052,194538,平野区,102386,91997,194383,15.28
224,2018-04-01,69368,,29.0,14911.53324,110009,西成区,46493,63405,109898,7.37
225,2018-03-01,1396125,,354.0,12050.12211,2714147,大阪市,1402300,1311508,2713808,225.21
226,2018-03-01,78211,,32.0,12566.82785,129860,北区,67083,62858,129941,10.34
227,2018-03-01,53917,,42.0,17527.13816,106568,都島区,55219,51346,106565,6.08
228,2018-03-01,39366,,71.0,16021.41328,74750,福島区,39517,35303,74820,4.67
229,2018-03-01,31387,,14.0,3437.298701,66227,此花区,33813,32355,66168,19.25
230,2018-03-01,61614,,-37.0,10908.34273,96725,中央区,51730,45027,96757,8.87
231,2018-03-01,56221,,75.0,18912.85988,98431,西区,52233,46303,98536,5.21
232,2018-03-01,40693,,54.0,10317.04835,81031,港区,41521,39571,81092,7.86
233,2018-03-01,29572,,-5.0,6804.029692,64255,大正区,32886,31276,64162,9.43
234,2018-03-01,39663,,10.0,16229.54545,78523,天王寺区,42083,36468,78551,4.84
235,2018-03-01,49939,,-49.0,16482.46014,72367,浪速区,35726,36632,72358,4.39
236,2018-03-01,44143,,19.0,6715.11955,95540,西淀川区,48605,46884,95489,14.22
237,2018-03-01,98337,,46.0,14211.15506,179546,淀川区,90527,89102,179629,12.64
238,2018-03-01,95281,,-72.0,13238.8847,175912,東淀川区,89206,86474,175680,13.27
239,2018-03-01,42094,,118.0,18109.2511,82055,東成区,42916,39300,82216,4.54
240,2018-03-01,65479,,-6.0,15462.84349,129519,生野区,67165,62259,129424,8.37
241,2018-03-01,44198,,-28.0,14392.40506,91021,旭区,47636,43324,90960,6.32
242,2018-03-01,78741,,151.0,19853.57995,166183,城東区,87253,79120,166373,8.38
243,2018-03-01,47025,,-33.0,13623.25581,111361,鶴見区,58123,53179,111302,8.17
244,2018-03-01,51247,,23.0,18190.9699,108744,阿倍野区,58612,50170,108782,5.98
245,2018-03-01,57878,,16.0,5895.681708,121549,住之江区,63211,58299,121510,20.61
246,2018-03-01,72298,,-5.0,16268.40426,153049,住吉区,81530,71393,152923,9.4
247,2018-03-01,58842,,4.0,12925.4359,126080,東住吉区,66763,59260,126023,9.75
248,2018-03-01,90640,,-3.0,12731.5445,194659,平野区,102438,92100,194538,15.28
249,2018-03-01,69339,,-83.0,14926.5943,110192,西成区,46504,63505,110009,7.37
250,2018-02-01,1395771,,77.0,12051.62737,2714818,大阪市,1402433,1311714,2714147,225.21
251,2018-02-01,78179,,72.0,12558.9942,129747,北区,67032,62828,129860,10.34
252,2018-02-01,53875,,53.0,17527.63158,106550,都島区,55229,51339,106568,6.08
253,2018-02-01,39295,,59.0,16006.42398,74629,福島区,39495,35255,74750,4.67
254,2018-02-01,31373,,19.0,3440.363636,66241,此花区,33855,32372,66227,19.25
255,2018-02-01,61651,,-56.0,10904.73506,96729,中央区,51719,45006,96725,8.87
256,2018-02-01,56146,,80.0,18892.70633,98317,西区,52152,46279,98431,5.21
257,2018-02-01,40639,,30.0,10309.28753,81089,港区,41476,39555,81031,7.86
258,2018-02-01,29577,,-34.0,6813.8918349999985,64332,大正区,32921,31334,64255,9.43
259,2018-02-01,39653,,42.0,16223.76033,78450,天王寺区,42057,36466,78523,4.84
260,2018-02-01,49988,,-136.0,16484.51025,72558,浪速区,35741,36626,72367,4.39
261,2018-02-01,44124,,25.0,6718.706048,95517,西淀川区,48610,46930,95540,14.22
262,2018-02-01,98291,,28.0,14204.58861,179456,淀川区,90480,89066,179546,12.64
263,2018-02-01,95353,,52.0,13256.36775,175882,東淀川区,89361,86551,175912,13.27
264,2018-02-01,41976,,1.0,18073.78855,82132,東成区,42830,39225,82055,4.54
265,2018-02-01,65485,,24.0,15474.19355,129589,生野区,67201,62318,129519,8.37
266,2018-02-01,44226,,24.0,14402.05696,91016,旭区,47649,43372,91021,6.32
267,2018-02-01,78590,,6.0,19830.90692,166207,城東区,87177,79006,166183,8.38
268,2018-02-01,47058,,-9.0,13630.47736,111464,鶴見区,58147,53214,111361,8.17
269,2018-02-01,51224,,7.0,18184.615380000007,108749,阿倍野区,58576,50168,108744,5.98
270,2018-02-01,57862,,-11.0,5897.573993,121630,住之江区,63247,58302,121549,20.61
271,2018-02-01,72303,,-38.0,16281.80851,153160,住吉区,81572,71477,153049,9.4
272,2018-02-01,58838,,-40.0,12931.28205,126192,東住吉区,66780,59300,126080,9.75
273,2018-02-01,90643,,9.0,12739.46335,194746,平野区,102527,92132,194659,15.28
274,2018-02-01,69422,,-130.0,14951.42469,110436,西成区,46599,63593,110192,7.37
275,2018-01-01,1395694,,101.0,12054.60681,2714710,大阪市,1402628,1312190,2714818,225.21
276,2018-01-01,78107,,-13.0,12548.06576,129691,北区,66993,62754,129747,10.34
277,2018-01-01,53822,,22.0,17524.67105,106499,都島区,55222,51328,106550,6.08
278,2018-01-01,39236,,88.0,15980.51392,74504,福島区,39429,35200,74629,4.67
279,2018-01-01,31354,,-35.0,3441.0909090000005,66334,此花区,33877,32364,66241,19.25
280,2018-01-01,61707,,56.0,10905.18602,96597,中央区,51675,45054,96729,8.87
281,2018-01-01,56066,,84.0,18870.82534,98160,西区,52075,46242,98317,5.21
282,2018-01-01,40609,,59.0,10316.66667,81018,港区,41495,39594,81089,7.86
283,2018-01-01,29611,,11.0,6822.057264,64340,大正区,32956,31376,64332,9.43
284,2018-01-01,39611,,-42.0,16208.67769,78454,天王寺区,42015,36435,78450,4.84
285,2018-01-01,50124,,-13.0,16528.018219999998,72563,浪速区,35840,36718,72558,4.39
286,2018-01-01,44099,,-6.0,6717.088608,95594,西淀川区,48595,46922,95517,14.22
287,2018-01-01,98263,,50.0,14197.46835,179294,淀川区,90418,89038,179456,12.64
288,2018-01-01,95301,,-21.0,13254.10701,175918,東淀川区,89339,86543,175882,13.27
289,2018-01-01,41975,,4.0,18090.7489,82109,東成区,42871,39261,82132,4.54
290,2018-01-01,65461,,-72.0,15482.55675,129685,生野区,67224,62365,129589,8.37
291,2018-01-01,44202,,-4.0,14401.26582,91042,旭区,47662,43354,91016,6.32
292,2018-01-01,78584,,-9.0,19833.77088,166243,城東区,87181,79026,166207,8.38
293,2018-01-01,47067,,-19.0,13643.08446,111519,鶴見区,58217,53247,111464,8.17
294,2018-01-01,51217,,41.0,18185.45151,108670,阿倍野区,58570,50179,108749,5.98
295,2018-01-01,57873,,15.0,5901.504124,121659,住之江区,63260,58370,121630,20.61
296,2018-01-01,72341,,-104.0,16293.61702,153330,住吉区,81630,71530,153160,9.4
297,2018-01-01,58878,,26.0,12942.76923,126190,東住吉区,66827,59365,126192,9.75
298,2018-01-01,90634,,21.0,12745.15707,194777,平野区,102579,92167,194746,15.28
299,2018-01-01,69552,,-38.0,14984.53189,110520,西成区,46678,63758,110436,7.37
300,2017-12-01,1395593,,289.0,12054.12726,2714497,大阪市,1402681,1312029,2714710,225.21
301,2017-12-01,78120,,48.0,12542.6499,129575,北区,66961,62730,129691,10.34
302,2017-12-01,53800,,-38.0,17516.282890000002,106504,都島区,55197,51302,106499,6.08
303,2017-12-01,39148,,33.0,15953.74732,74412,福島区,39374,35130,74504,4.67
304,2017-12-01,31389,,-2.0,3445.922078,66381,此花区,33906,32428,66334,19.25
305,2017-12-01,61651,,61.0,10890.3044,96457,中央区,51581,45016,96597,8.87
306,2017-12-01,55982,,99.0,18840.69098,97966,西区,51993,46167,98160,5.21
307,2017-12-01,40550,,15.0,10307.63359,81049,港区,41459,39559,81018,7.86
308,2017-12-01,29600,,8.0,6822.90562,64357,大正区,32943,31397,64340,9.43
309,2017-12-01,39653,,4.0,16209.50413,78429,天王寺区,42021,36433,78454,4.84
310,2017-12-01,50137,,-65.0,16529.157180000002,72608,浪速区,35873,36690,72563,4.39
311,2017-12-01,44105,,38.0,6722.503516,95538,西淀川区,48627,46967,95594,14.22
312,2017-12-01,98213,,20.0,14184.6519,179252,淀川区,90346,88948,179294,12.64
313,2017-12-01,95322,,4.0,13256.81989,175877,東淀川区,89351,86567,175918,13.27
314,2017-12-01,41971,,123.0,18085.68282,81971,東成区,42859,39250,82109,4.54
