,area,total,men,women,household,date
56,西区,73356,34805,38551,42047,2006-03-01
57,港区,83083,40653,42430,37837,2006-03-01
58,大正区,73019,36022,36997,30993,2006-03-01
59,天王寺区,64598,30048,34550,31227,2006-03-01
60,浪速区,54825,28023,26802,34835,2006-03-01
61,西淀川区,95597,47249,48348,40910,2006-03-01
62,淀川区,169550,83854,85696,85511,2006-03-01
63,東淀川区,177808,88462,89346,89399,2006-03-01
64,東成区,78959,37582,41377,36464,2006-03-01
65,生野区,138079,65972,72107,61585,2006-03-01
66,旭区,94809,45299,49510,43445,2006-03-01
67,城東区,160796,76868,83928,71584,2006-03-01
68,鶴見区,107589,52043,55546,42728,2006-03-01
69,阿倍野区,106983,49691,57292,47620,2006-03-01
70,住之江区,130377,62674,67703,55019,2006-03-01
71,住吉区,159000,74841,84159,73047,2006-03-01
72,東住吉区,134434,63715,70719,60218,2006-03-01
73,平野区,200686,95756,104930,84079,2006-03-01
74,西成区,131714,77190,54524,78435,2006-03-01
75,大阪市,2629663,1278864,1350799,1251715,2006-04-01
76,北区,101548,48797,52751,56096,2006-04-01
77,都島区,100393,48784,51609,46987,2006-04-01
78,福島区,61262,28997,32265,29966,2006-04-01
79,此花区,63780,30979,32801,27992,2006-04-01
80,中央区,68093,31514,36579,41375,2006-04-01
81,西区,73892,34997,38895,42442,2006-04-01
82,港区,83005,40600,42405,37926,2006-04-01
83,大正区,72895,35920,36975,30979,2006-04-01
84,天王寺区,64642,30035,34607,31310,2006-04-01
85,浪速区,55359,28235,27124,35087,2006-04-01
86,西淀川区,95618,47266,48352,41022,2006-04-01
87,淀川区,169927,83963,85964,85976,2006-04-01
88,東淀川区,177590,88305,89285,89662,2006-04-01
89,東成区,79010,37621,41389,36597,2006-04-01
90,生野区,137893,65877,72016,61639,2006-04-01
91,旭区,94548,45163,49385,43448,2006-04-01
92,城東区,161030,76958,84072,71883,2006-04-01
93,鶴見区,107413,51925,55488,42778,2006-04-01
94,阿倍野区,106789,49581,57208,47559,2006-04-01
95,住之江区,130077,62521,67556,55078,2006-04-01
96,住吉区,158606,74616,83990,73058,2006-04-01
97,東住吉区,134364,63647,70717,60309,2006-04-01
98,平野区,200422,95560,104862,84187,2006-04-01
99,西成区,131507,77003,54504,78359,2006-04-01
100,大阪市,2634843,1281562,1353281,1256276,2006-05-01
101,北区,102069,49055,53014,56498,2006-05-01
102,都島区,100725,48959,51766,47123,2006-05-01
103,福島区,61489,29108,32381,30141,2006-05-01
104,此花区,63837,30999,32838,28056,2006-05-01
105,中央区,68745,31852,36893,41821,2006-05-01
106,西区,74315,35201,39114,42740,2006-05-01
107,港区,83098,40626,42472,38036,2006-05-01
108,大正区,72934,35935,36999,31042,2006-05-01
109,天王寺区,64848,30156,34692,31442,2006-05-01
110,浪速区,55865,28490,27375,35388,2006-05-01
111,西淀川区,95900,47428,48472,41228,2006-05-01
112,淀川区,170291,84168,86123,86316,2006-05-01
113,東淀川区,177865,88465,89400,90015,2006-05-01
114,東成区,79180,37686,41494,36739,2006-05-01
115,生野区,137932,65910,72022,61727,2006-05-01
116,旭区,94562,45143,49419,43502,2006-05-01
117,城東区,161214,77066,84148,72035,2006-05-01
118,鶴見区,107476,51963,55513,42882,2006-05-01
119,阿倍野区,107086,49749,57337,47805,2006-05-01
120,住之江区,130102,62544,67558,55227,2006-05-01
121,住吉区,158908,74738,84170,73294,2006-05-01
122,東住吉区,134350,63650,70700,60390,2006-05-01
123,平野区,200582,95685,104897,84334,2006-05-01
124,西成区,131470,76986,54484,78495,2006-05-01
125,大阪市,2634942,1281527,1353415,1257833,2006-06-01
126,北区,102169,49092,53077,56671,2006-06-01
127,都島区,100713,48972,51741,47194,2006-06-01
128,福島区,61590,29163,32427,30245,2006-06-01
129,此花区,63797,30976,32821,28063,2006-06-01
130,中央区,68969,31972,36997,42042,2006-06-01
131,西区,74500,35314,39186,42885,2006-06-01
132,港区,83031,40612,42419,38069,2006-06-01
133,大正区,72929,35955,36974,31075,2006-06-01
134,天王寺区,64764,30074,34690,31431,2006-06-01
135,浪速区,56104,28594,27510,35575,2006-06-01
136,西淀川区,95974,47461,48513,41325,2006-06-01
137,淀川区,170308,84178,86130,86426,2006-06-01
138,東淀川区,177824,88448,89376,90063,2006-06-01
139,東成区,79208,37650,41558,36781,2006-06-01
140,生野区,137843,65881,71962,61783,2006-06-01
141,旭区,94457,45102,49355,43508,2006-06-01
142,城東区,161328,77107,84221,72162,2006-06-01
143,鶴見区,107562,52002,55560,42904,2006-06-01
144,阿倍野区,107057,49717,57340,47848,2006-06-01
145,住之江区,129906,62445,67461,55230,2006-06-01
146,住吉区,158815,74711,84104,73339,2006-06-01
147,東住吉区,134381,63648,70733,60403,2006-06-01
148,平野区,200580,95704,104876,84365,2006-06-01
149,西成区,131133,76749,54384,78446,2006-06-01
150,大阪市,2634528,1281251,1353277,1258987,2006-07-01
151,北区,102372,49221,53151,56865,2006-07-01
152,都島区,100690,48950,51740,47198,2006-07-01
153,福島区,61619,29178,32441,30271,2006-07-01
154,此花区,63770,30989,32781,28075,2006-07-01
155,中央区,68858,31907,36951,42061,2006-07-01
156,西区,74728,35425,39303,42993,2006-07-01
157,港区,82994,40588,42406,38094,2006-07-01
158,大正区,72860,35912,36948,31079,2006-07-01
159,天王寺区,64753,30046,34707,31467,2006-07-01
160,浪速区,56047,28570,27477,35682,2006-07-01
161,西淀川区,96061,47496,48565,41406,2006-07-01
162,淀川区,170255,84147,86108,86451,2006-07-01
163,東淀川区,177881,88478,89403,90146,2006-07-01
164,東成区,79218,37649,41569,36842,2006-07-01
165,生野区,137728,65843,71885,61820,2006-07-01
166,旭区,94381,45058,49323,43513,2006-07-01
167,城東区,161318,77121,84197,72213,2006-07-01
168,鶴見区,107602,51987,55615,42941,2006-07-01
169,阿倍野区,107005,49698,57307,47880,2006-07-01
170,住之江区,129746,62343,67403,55262,2006-07-01
171,住吉区,158832,74729,84103,73384,2006-07-01
172,東住吉区,134317,63633,70684,60444,2006-07-01
173,平野区,200631,95708,104923,84428,2006-07-01
174,西成区,130862,76575,54287,78472,2006-07-01
175,大阪市,2634725,1281199,1353526,1259851,2006-08-01
176,北区,102439,49291,53148,57001,2006-08-01
177,都島区,100735,48959,51776,47236,2006-08-01
178,福島区,61560,29147,32413,30250,2006-08-01
179,此花区,63762,30985,32777,28090,2006-08-01
180,中央区,69012,31976,37036,42193,2006-08-01
181,西区,74870,35493,39377,43008,2006-08-01
182,港区,82902,40536,42366,38064,2006-08-01
183,大正区,72868,35913,36955,31089,2006-08-01
184,天王寺区,64838,30091,34747,31501,2006-08-01
185,浪速区,56135,28609,27526,35787,2006-08-01
186,西淀川区,96209,47568,48641,41520,2006-08-01
187,淀川区,170277,84171,86106,86503,2006-08-01
188,東淀川区,177853,88438,89415,90204,2006-08-01
189,東成区,79217,37650,41567,36866,2006-08-01
190,生野区,137518,65725,71793,61805,2006-08-01
191,旭区,94393,45066,49327,43537,2006-08-01
192,城東区,161311,77114,84197,72220,2006-08-01
193,鶴見区,107640,51992,55648,42960,2006-08-01
194,阿倍野区,107062,49691,57371,47950,2006-08-01
195,住之江区,129737,62342,67395,55306,2006-08-01
196,住吉区,158790,74685,84105,73359,2006-08-01
197,東住吉区,134275,63632,70643,60426,2006-08-01
198,平野区,200628,95683,104945,84490,2006-08-01
199,西成区,130694,76442,54252,78486,2006-08-01
200,大阪市,2635013,1281180,1353833,1260770,2006-09-01
201,北区,102687,49405,53282,57224,2006-09-01
202,都島区,100682,48909,51773,47298,2006-09-01
203,福島区,61592,29147,32445,30266,2006-09-01
204,此花区,63739,30967,32772,28106,2006-09-01
205,中央区,69252,32070,37182,42310,2006-09-01
206,西区,75040,35571,39469,43084,2006-09-01
207,港区,82815,40486,42329,38066,2006-09-01
208,大正区,72785,35854,36931,31090,2006-09-01
209,天王寺区,64808,30096,34712,31484,2006-09-01
210,浪速区,56215,28662,27553,35872,2006-09-01
211,西淀川区,96245,47605,48640,41556,2006-09-01
212,淀川区,170345,84198,86147,86569,2006-09-01
213,東淀川区,177686,88402,89284,90198,2006-09-01
214,東成区,79202,37629,41573,36855,2006-09-01
215,生野区,137277,65587,71690,61768,2006-09-01
216,旭区,94540,45157,49383,43651,2006-09-01
217,城東区,161540,77192,84348,72295,2006-09-01
218,鶴見区,107624,51953,55671,42988,2006-09-01
219,阿倍野区,107056,49666,57390,47967,2006-09-01
220,住之江区,129750,62340,67410,55335,2006-09-01
221,住吉区,158627,74622,84005,73320,2006-09-01
222,東住吉区,134246,63631,70615,60423,2006-09-01
223,平野区,200720,95712,105008,84575,2006-09-01
224,西成区,130540,76319,54221,78470,2006-09-01
225,大阪市,2634944,1280924,1354020,1261113,2006-10-01
226,北区,102811,49416,53395,57324,2006-10-01
227,都島区,100617,48876,51741,47292,2006-10-01
228,福島区,61601,29154,32447,30277,2006-10-01
229,此花区,64172,31190,32982,28279,2006-10-01
230,中央区,69285,32115,37170,42372,2006-10-01
231,西区,75017,35544,39473,43020,2006-10-01
232,港区,83380,40775,42605,38370,2006-10-01
233,大正区,72631,35755,36876,30995,2006-10-01
234,天王寺区,64787,30081,34706,31492,2006-10-01
235,浪速区,56278,28707,27571,35954,2006-10-01
236,西淀川区,96321,47659,48662,41617,2006-10-01
237,淀川区,170076,84071,86005,86472,2006-10-01
238,東淀川区,177542,88296,89246,90200,2006-10-01
239,東成区,79192,37655,41537,36875,2006-10-01
240,生野区,137104,65494,71610,61727,2006-10-01
241,旭区,94559,45154,49405,43664,2006-10-01
242,城東区,161645,77252,84393,72418,2006-10-01
243,鶴見区,107606,51930,55676,42947,2006-10-01
244,阿倍野区,107019,49652,57367,47969,2006-10-01
245,住之江区,129627,62281,67346,55346,2006-10-01
246,住吉区,158480,74550,83930,73304,2006-10-01
247,東住吉区,134294,63636,70658,60476,2006-10-01
248,平野区,200636,95657,104979,84573,2006-10-01
249,西成区,130264,76024,54240,78150,2006-10-01
250,大阪市,2636163,1281445,1354718,1261766,2006-11-01
251,北区,102930,49428,53502,57466,2006-11-01
252,都島区,100683,48890,51793,47319,2006-11-01
253,福島区,61586,29162,32424,30265,2006-11-01
254,此花区,64306,31246,33060,28365,2006-11-01
255,中央区,69431,32192,37239,42436,2006-11-01
256,西区,75163,35624,39539,43062,2006-11-01
257,港区,83348,40767,42581,38374,2006-11-01
258,大正区,72575,35728,36847,31003,2006-11-01
259,天王寺区,64869,30116,34753,31526,2006-11-01
260,浪速区,56527,28814,27713,36039,2006-11-01
261,西淀川区,96379,47688,48691,41657,2006-11-01
262,淀川区,170081,84078,86003,86541,2006-11-01
263,東淀川区,177473,88275,89198,90191,2006-11-01
264,東成区,79158,37651,41507,36876,2006-11-01
265,生野区,137043,65481,71562,61723,2006-11-01
266,旭区,94664,45215,49449,43720,2006-11-01
267,城東区,161885,77369,84516,72549,2006-11-01
268,鶴見区,107676,51990,55686,43009,2006-11-01
269,阿倍野区,107148,49715,57433,48071,2006-11-01
270,住之江区,129893,62420,67473,55507,2006-11-01
271,住吉区,158383,74491,83892,73246,2006-11-01
272,東住吉区,134292,63634,70658,60466,2006-11-01
273,平野区,200590,95659,104931,84547,2006-11-01
274,西成区,130080,75812,54268,77808,2006-11-01
275,大阪市,2635983,1281225,1354758,1262091,2006-12-01
276,北区,102955,49425,53530,57510,2006-12-01
277,都島区,100716,48863,51853,47282,2006-12-01
278,福島区,61648,29204,32444,30265,2006-12-01
279,此花区,64331,31243,33088,28329,2006-12-01
280,中央区,69514,32229,37285,42529,2006-12-01
281,西区,75231,35671,39560,43092,2006-12-01
282,港区,83728,40976,42752,38596,2006-12-01
283,大正区,72482,35668,36814,30969,2006-12-01
284,天王寺区,64858,30121,34737,31520,2006-12-01
285,浪速区,56547,28817,27730,36160,2006-12-01
286,西淀川区,96321,47665,48656,41637,2006-12-01
287,淀川区,170122,84094,86028,86640,2006-12-01
288,東淀川区,177418,88272,89146,90101,2006-12-01
289,東成区,79171,37661,41510,36908,2006-12-01
290,生野区,136968,65423,71545,61710,2006-12-01
291,旭区,94592,45186,49406,43699,2006-12-01
292,城東区,161953,77426,84527,72585,2006-12-01
293,鶴見区,107688,51989,55699,43013,2006-12-01
294,阿倍野区,107128,49690,57438,48101,2006-12-01
295,住之江区,129850,62406,67444,55531,2006-12-01
296,住吉区,158215,74379,83836,73169,2006-12-01
297,東住吉区,134174,63556,70618,60459,2006-12-01
298,平野区,200522,95617,104905,84565,2006-12-01
299,西成区,129851,75644,54207,77721,2006-12-01
