,area,total,men,women,household,date
57,港区,87392,43233,44159,37693,2000-03-01
58,大正区,75439,37638,37801,30823,2000-03-01
59,天王寺区,58039,27220,30819,26249,2000-03-01
60,浪速区,49969,25921,24048,29028,2000-03-01
61,西淀川区,91883,45865,46018,38194,2000-03-01
62,淀川区,162544,81193,81351,79049,2000-03-01
63,東淀川区,184049,91922,92127,87670,2000-03-01
64,東成区,78729,37799,40930,34064,2000-03-01
65,生野区,143362,68418,74944,59272,2000-03-01
66,旭区,99760,48181,51579,44304,2000-03-01
67,城東区,156989,75665,81324,67450,2000-03-01
68,鶴見区,101234,49699,51535,38512,2000-03-01
69,阿倍野区,103268,47987,55281,44962,2000-03-01
70,住之江区,135834,65980,69854,54120,2000-03-01
71,住吉区,161082,76529,84553,71640,2000-03-01
72,東住吉区,139909,66703,73206,60055,2000-03-01
73,平野区,201810,97612,104198,80413,2000-03-01
74,西成区,136866,78273,58593,74725,2000-03-01
75,大阪市,2592744,1270501,1322243,1158944,2000-04-01
76,北区,91120,43987,47133,46398,2000-04-01
77,都島区,97073,47632,49441,42868,2000-04-01
78,福島区,55236,26314,28922,24657,2000-04-01
79,此花区,65209,32313,32896,27071,2000-04-01
80,中央区,54537,25255,29282,28463,2000-04-01
81,西区,62771,29858,32913,29730,2000-04-01
82,港区,87260,43161,44099,37788,2000-04-01
83,大正区,75304,37567,37737,30838,2000-04-01
84,天王寺区,58361,27377,30984,26432,2000-04-01
85,浪速区,50036,25966,24070,29081,2000-04-01
86,西淀川区,91976,45910,46066,38255,2000-04-01
87,淀川区,162677,81260,81417,79444,2000-04-01
88,東淀川区,183634,91702,91932,87837,2000-04-01
89,東成区,78683,37779,40904,34145,2000-04-01
90,生野区,143064,68273,74791,59258,2000-04-01
91,旭区,99527,48067,51460,44297,2000-04-01
92,城東区,157585,75944,81641,67854,2000-04-01
93,鶴見区,101291,49722,51569,38645,2000-04-01
94,阿倍野区,103206,47951,55255,44946,2000-04-01
95,住之江区,135448,65789,69659,54102,2000-04-01
96,住吉区,160761,76363,84398,71670,2000-04-01
97,東住吉区,139766,66628,73138,60127,2000-04-01
98,平野区,201281,97344,103937,80295,2000-04-01
99,西成区,136938,78339,58599,74743,2000-04-01
100,大阪市,2597267,1272635,1324632,1164215,2000-05-01
101,北区,91565,44211,47354,46813,2000-05-01
102,都島区,97243,47716,49527,43066,2000-05-01
103,福島区,55409,26392,29017,24854,2000-05-01
104,此花区,65335,32367,32968,27211,2000-05-01
105,中央区,54834,25396,29438,28830,2000-05-01
106,西区,63149,30035,33114,30039,2000-05-01
107,港区,87426,43236,44190,37892,2000-05-01
108,大正区,75208,37515,37693,30874,2000-05-01
109,天王寺区,58615,27502,31113,26688,2000-05-01
110,浪速区,50123,26021,24102,29271,2000-05-01
111,西淀川区,92027,45935,46092,38332,2000-05-01
112,淀川区,163204,81523,81681,79987,2000-05-01
113,東淀川区,184014,91879,92135,88290,2000-05-01
114,東成区,78796,37834,40962,34236,2000-05-01
115,生野区,143142,68307,74835,59448,2000-05-01
116,旭区,99535,48070,51465,44424,2000-05-01
117,城東区,157871,76073,81798,68131,2000-05-01
118,鶴見区,101492,49815,51677,38780,2000-05-01
119,阿倍野区,103515,48088,55427,45215,2000-05-01
120,住之江区,135468,65796,69672,54212,2000-05-01
121,住吉区,161061,76492,84569,72015,2000-05-01
122,東住吉区,139993,66729,73264,60341,2000-05-01
123,平野区,201363,97373,103990,80432,2000-05-01
124,西成区,136879,78330,58549,74834,2000-05-01
125,大阪市,2598565,1273210,1325355,1166110,2000-06-01
126,北区,91764,44316,47448,46990,2000-06-01
127,都島区,97261,47726,49535,43125,2000-06-01
128,福島区,55595,26477,29118,24993,2000-06-01
129,此花区,65262,32323,32939,27199,2000-06-01
130,中央区,54991,25472,29519,28925,2000-06-01
131,西区,63236,30072,33164,30127,2000-06-01
132,港区,87411,43222,44189,37924,2000-06-01
133,大正区,75134,37474,37660,30864,2000-06-01
134,天王寺区,58628,27515,31113,26735,2000-06-01
135,浪速区,50225,26084,24141,29350,2000-06-01
136,西淀川区,92096,45968,46128,38414,2000-06-01
137,淀川区,163426,81635,81791,80202,2000-06-01
138,東淀川区,184048,91884,92164,88405,2000-06-01
139,東成区,78721,37800,40921,34255,2000-06-01
140,生野区,143129,68298,74831,59511,2000-06-01
141,旭区,99467,48036,51431,44413,2000-06-01
142,城東区,157978,76116,81862,68245,2000-06-01
143,鶴見区,101613,49869,51744,38873,2000-06-01
144,阿倍野区,103770,48200,55570,45376,2000-06-01
145,住之江区,135466,65792,69674,54262,2000-06-01
146,住吉区,161032,76465,84567,72086,2000-06-01
147,東住吉区,139954,66703,73251,60381,2000-06-01
148,平野区,201568,97460,104108,80560,2000-06-01
149,西成区,136790,78303,58487,74895,2000-06-01
150,大阪市,2598958,1273355,1325603,1167192,2000-07-01
151,北区,91831,44357,47474,47107,2000-07-01
152,都島区,97282,47737,49545,43162,2000-07-01
153,福島区,55719,26532,29187,25079,2000-07-01
154,此花区,65188,32278,32910,27176,2000-07-01
155,中央区,54981,25470,29511,28932,2000-07-01
156,西区,63338,30117,33221,30194,2000-07-01
157,港区,87410,43215,44195,37919,2000-07-01
158,大正区,75092,37450,37642,30880,2000-07-01
159,天王寺区,58688,27549,31139,26798,2000-07-01
160,浪速区,50154,26057,24097,29413,2000-07-01
161,西淀川区,92119,45978,46141,38424,2000-07-01
162,淀川区,163619,81731,81888,80367,2000-07-01
163,東淀川区,184021,91857,92164,88436,2000-07-01
164,東成区,78726,37804,40922,34248,2000-07-01
165,生野区,143120,68290,74830,59576,2000-07-01
166,旭区,99411,48007,51404,44427,2000-07-01
167,城東区,158023,76129,81894,68284,2000-07-01
168,鶴見区,101653,49884,51769,38910,2000-07-01
169,阿倍野区,103837,48224,55613,45421,2000-07-01
170,住之江区,135438,65775,69663,54299,2000-07-01
171,住吉区,161068,76469,84599,72109,2000-07-01
172,東住吉区,139818,66632,73186,60309,2000-07-01
173,平野区,201582,97456,104126,80630,2000-07-01
174,西成区,136840,78357,58483,75092,2000-07-01
175,大阪市,2598694,1273172,1325522,1167962,2000-08-01
176,北区,91847,44374,47473,47165,2000-08-01
177,都島区,97352,47772,49580,43217,2000-08-01
178,福島区,55682,26511,29171,25079,2000-08-01
179,此花区,65131,32242,32889,27177,2000-08-01
180,中央区,55065,25512,29553,29004,2000-08-01
181,西区,63421,30153,33268,30277,2000-08-01
182,港区,87454,43229,44225,37939,2000-08-01
183,大正区,75106,37453,37653,30909,2000-08-01
184,天王寺区,58760,27589,31171,26830,2000-08-01
185,浪速区,50189,26085,24104,29447,2000-08-01
186,西淀川区,92106,45970,46136,38424,2000-08-01
187,淀川区,163520,81682,81838,80383,2000-08-01
188,東淀川区,184128,91898,92230,88549,2000-08-01
189,東成区,78712,37798,40914,34265,2000-08-01
190,生野区,143038,68248,74790,59613,2000-08-01
191,旭区,99227,47917,51310,44369,2000-08-01
192,城東区,157959,76090,81869,68302,2000-08-01
193,鶴見区,101748,49925,51823,38964,2000-08-01
194,阿倍野区,103805,48202,55603,45453,2000-08-01
195,住之江区,135364,65736,69628,54311,2000-08-01
196,住吉区,161031,76438,84593,72151,2000-08-01
197,東住吉区,139691,66564,73127,60303,2000-08-01
198,平野区,201628,97466,104162,80724,2000-08-01
199,西成区,136730,78318,58412,75107,2000-08-01
200,大阪市,2598810,1273179,1325631,1168738,2000-09-01
201,北区,91879,44399,47480,47299,2000-09-01
202,都島区,97286,47740,49546,43206,2000-09-01
203,福島区,55716,26523,29193,25114,2000-09-01
204,此花区,65143,32240,32903,27165,2000-09-01
205,中央区,55239,25596,29643,29150,2000-09-01
206,西区,63387,30133,33254,30280,2000-09-01
207,港区,87373,43183,44190,37949,2000-09-01
208,大正区,75057,37425,37632,30928,2000-09-01
209,天王寺区,58797,27612,31185,26857,2000-09-01
210,浪速区,50198,26099,24099,29518,2000-09-01
211,西淀川区,92172,46002,46170,38467,2000-09-01
212,淀川区,163391,81618,81773,80342,2000-09-01
213,東淀川区,184069,91856,92213,88522,2000-09-01
214,東成区,78636,37763,40873,34274,2000-09-01
215,生野区,142928,68192,74736,59608,2000-09-01
216,旭区,99161,47884,51277,44366,2000-09-01
217,城東区,157964,76084,81880,68361,2000-09-01
218,鶴見区,101793,49942,51851,38976,2000-09-01
219,阿倍野区,103923,48250,55673,45531,2000-09-01
220,住之江区,135406,65753,69653,54297,2000-09-01
221,住吉区,161154,76483,84671,72216,2000-09-01
222,東住吉区,139700,66561,73139,60345,2000-09-01
223,平野区,201659,97470,104189,80789,2000-09-01
224,西成区,136779,78371,58408,75178,2000-09-01
225,大阪市,2598774,1273121,1325653,1169621,2000-10-01
226,北区,91952,44443,47509,47386,2000-10-01
227,都島区,97253,47725,49528,43223,2000-10-01
228,福島区,55733,26527,29206,25136,2000-10-01
229,此花区,65037,32179,32858,27128,2000-10-01
230,中央区,55324,25639,29685,29205,2000-10-01
231,西区,63402,30137,33265,30305,2000-10-01
232,港区,87262,43121,44141,37925,2000-10-01
233,大正区,75042,37414,37628,30943,2000-10-01
234,天王寺区,58812,27625,31187,26890,2000-10-01
235,浪速区,50188,26104,24084,29591,2000-10-01
236,西淀川区,92465,46147,46318,38609,2000-10-01
237,淀川区,163370,81608,81762,80410,2000-10-01
238,東淀川区,183888,91753,92135,88480,2000-10-01
239,東成区,78580,37738,40842,34254,2000-10-01
240,生野区,142743,68101,74642,59619,2000-10-01
241,旭区,99231,47917,51314,44426,2000-10-01
242,城東区,157936,76062,81874,68416,2000-10-01
243,鶴見区,101971,50024,51947,39066,2000-10-01
244,阿倍野区,103973,48266,55707,45596,2000-10-01
245,住之江区,135437,65765,69672,54303,2000-10-01
246,住吉区,161047,76419,84628,72234,2000-10-01
247,東住吉区,139593,66503,73090,60336,2000-10-01
248,平野区,201722,97489,104233,80874,2000-10-01
249,西成区,136813,78415,58398,75266,2000-10-01
250,大阪市,2599173,1273204,1325969,1170467,2000-11-01
251,北区,92006,44467,47539,47462,2000-11-01
252,都島区,97369,47776,49593,43307,2000-11-01
253,福島区,55819,26566,29253,25209,2000-11-01
254,此花区,65019,32160,32859,27120,2000-11-01
255,中央区,55432,25689,29743,29304,2000-11-01
256,西区,63545,30205,33340,30474,2000-11-01
257,港区,87151,43059,44092,37898,2000-11-01
258,大正区,75036,37405,37631,30944,2000-11-01
259,天王寺区,58873,27649,31224,26913,2000-11-01
260,浪速区,50307,26158,24149,29693,2000-11-01
261,西淀川区,92532,46174,46358,38657,2000-11-01
262,淀川区,163397,81608,81789,80473,2000-11-01
263,東淀川区,183781,91698,92083,88442,2000-11-01
264,東成区,78526,37706,40820,34234,2000-11-01
265,生野区,142641,68053,74588,59669,2000-11-01
266,旭区,99192,47890,51302,44381,2000-11-01
267,城東区,157988,76079,81909,68472,2000-11-01
268,鶴見区,101923,49989,51934,39047,2000-11-01
269,阿倍野区,104119,48335,55784,45650,2000-11-01
270,住之江区,135378,65727,69651,54326,2000-11-01
271,住吉区,161014,76393,84621,72223,2000-11-01
272,東住吉区,139513,66460,73053,60296,2000-11-01
273,平野区,201768,97492,104276,80933,2000-11-01
274,西成区,136844,78466,58378,75340,2000-11-01
275,大阪市,2599265,1273132,1326133,1171366,2000-12-01
276,北区,92070,44497,47573,47514,2000-12-01
277,都島区,97302,47737,49565,43313,2000-12-01
278,福島区,55962,26632,29330,25282,2000-12-01
279,此花区,64880,32082,32798,27085,2000-12-01
280,中央区,55441,25693,29748,29381,2000-12-01
281,西区,63765,30309,33456,30692,2000-12-01
282,港区,87007,42981,44026,37871,2000-12-01
283,大正区,74976,37369,37607,30928,2000-12-01
284,天王寺区,58874,27645,31229,26911,2000-12-01
285,浪速区,50361,26179,24182,29772,2000-12-01
286,西淀川区,92704,46253,46451,38713,2000-12-01
287,淀川区,163335,81564,81771,80462,2000-12-01
288,東淀川区,183637,91624,92013,88414,2000-12-01
289,東成区,78683,37775,40908,34339,2000-12-01
290,生野区,142453,67963,74490,59671,2000-12-01
291,旭区,99134,47854,51280,44367,2000-12-01
292,城東区,157906,76031,81875,68464,2000-12-01
293,鶴見区,102065,50047,52018,39096,2000-12-01
294,阿倍野区,104152,48351,55801,45659,2000-12-01
295,住之江区,135353,65705,69648,54312,2000-12-01
296,住吉区,161031,76390,84641,72279,2000-12-01
297,東住吉区,139433,66417,73016,60251,2000-12-01
298,平野区,201919,97547,104372,81085,2000-12-01
299,西成区,136822,78487,58335,75505,2000-12-01
