,area,total,men,women,household,date
77,都島区,104550,50399,54151,51353,2015-04-01
78,福島区,71988,33960,38028,37214,2015-04-01
79,此花区,66537,32475,34062,30608,2015-04-01
80,中央区,90979,42500,48479,57847,2015-04-01
81,西区,90802,42821,47981,51336,2015-04-01
82,港区,82177,40191,41986,40392,2015-04-01
83,大正区,65486,31928,33558,29340,2015-04-01
84,天王寺区,74954,34848,40106,37657,2015-04-01
85,浪速区,68446,34801,33645,46822,2015-04-01
86,西淀川区,95431,47034,48397,42875,2015-04-01
87,淀川区,175410,86795,88615,93820,2015-04-01
88,東淀川区,175377,86246,89131,92409,2015-04-01
89,東成区,80268,38344,41924,39536,2015-04-01
90,生野区,130267,62756,67511,63511,2015-04-01
91,旭区,91547,43726,47821,43670,2015-04-01
92,城東区,164314,78286,86028,76159,2015-04-01
93,鶴見区,111398,53347,58051,46217,2015-04-01
94,阿倍野区,107442,49479,57963,50092,2015-04-01
95,住之江区,123379,59248,64131,56873,2015-04-01
96,住吉区,153966,71996,81970,71823,2015-04-01
97,東住吉区,126582,59791,66791,57996,2015-04-01
98,平野区,196869,93247,103622,88697,2015-04-01
99,西成区,112815,65377,47438,70001,2015-04-01
100,大阪市,2687018,1300541,1386477,1352179,2015-05-01
101,北区,122500,59166,63334,73524,2015-05-01
102,都島区,104671,50433,54238,51446,2015-05-01
103,福島区,72065,33979,38086,37282,2015-05-01
104,此花区,66536,32474,34062,30640,2015-05-01
105,中央区,91562,42836,48726,58212,2015-05-01
106,西区,91527,43161,48366,51713,2015-05-01
107,港区,82177,40206,41971,40410,2015-05-01
108,大正区,65411,31895,33516,29314,2015-05-01
109,天王寺区,75175,34946,40229,37754,2015-05-01
110,浪速区,69106,35181,33925,47145,2015-05-01
111,西淀川区,95467,47034,48433,42944,2015-05-01
112,淀川区,175705,86973,88732,94099,2015-05-01
113,東淀川区,175445,86228,89217,92515,2015-05-01
114,東成区,80378,38422,41956,39593,2015-05-01
115,生野区,130486,62892,67594,63606,2015-05-01
116,旭区,91703,43765,47938,43734,2015-05-01
117,城東区,164467,78371,86096,76297,2015-05-01
118,鶴見区,111385,53325,58060,46266,2015-05-01
119,阿倍野区,107575,49527,58048,50178,2015-05-01
120,住之江区,123363,59262,64101,56936,2015-05-01
121,住吉区,154110,72078,82032,71857,2015-05-01
122,東住吉区,126576,59798,66778,58025,2015-05-01
123,平野区,196871,93275,103596,88767,2015-05-01
124,西成区,112757,65314,47443,69922,2015-05-01
125,大阪市,2688442,1301221,1387221,1353180,2015-06-01
126,北区,122844,59363,63481,73738,2015-06-01
127,都島区,104658,50440,54218,51431,2015-06-01
128,福島区,72233,34043,38190,37359,2015-06-01
129,此花区,66526,32465,34061,30638,2015-06-01
130,中央区,91973,43054,48919,58439,2015-06-01
131,西区,91857,43319,48538,51889,2015-06-01
132,港区,82134,40173,41961,40411,2015-06-01
133,大正区,65399,31903,33496,29306,2015-06-01
134,天王寺区,75318,35002,40316,37835,2015-06-01
135,浪速区,69160,35234,33926,47218,2015-06-01
136,西淀川区,95523,47019,48504,42966,2015-06-01
137,淀川区,175904,87080,88824,94250,2015-06-01
138,東淀川区,175507,86284,89223,92551,2015-06-01
139,東成区,80400,38424,41976,39604,2015-06-01
140,生野区,130443,62840,67603,63598,2015-06-01
141,旭区,91675,43772,47903,43740,2015-06-01
142,城東区,164454,78356,86098,76300,2015-06-01
143,鶴見区,111444,53339,58105,46302,2015-06-01
144,阿倍野区,107572,49506,58066,50181,2015-06-01
145,住之江区,123277,59256,64021,56956,2015-06-01
146,住吉区,154145,72091,82054,71826,2015-06-01
147,東住吉区,126552,59764,66788,57994,2015-06-01
148,平野区,196894,93313,103581,88826,2015-06-01
149,西成区,112550,65181,47369,69822,2015-06-01
150,大阪市,2689003,1301537,1387466,1353736,2015-07-01
151,北区,123017,59455,63562,73843,2015-07-01
152,都島区,104592,50415,54177,51434,2015-07-01
153,福島区,72256,34064,38192,37374,2015-07-01
154,此花区,66520,32484,34036,30657,2015-07-01
155,中央区,92149,43152,48997,58574,2015-07-01
156,西区,92099,43423,48676,52050,2015-07-01
157,港区,82073,40137,41936,40397,2015-07-01
158,大正区,65346,31897,33449,29285,2015-07-01
159,天王寺区,75346,35013,40333,37841,2015-07-01
160,浪速区,69261,35308,33953,47358,2015-07-01
161,西淀川区,95623,47084,48539,43011,2015-07-01
162,淀川区,175914,87092,88822,94263,2015-07-01
163,東淀川区,175456,86258,89198,92553,2015-07-01
164,東成区,80409,38433,41976,39627,2015-07-01
165,生野区,130370,62798,67572,63625,2015-07-01
166,旭区,91679,43789,47890,43749,2015-07-01
167,城東区,164526,78376,86150,76319,2015-07-01
168,鶴見区,111480,53356,58124,46326,2015-07-01
169,阿倍野区,107606,49509,58097,50185,2015-07-01
170,住之江区,123185,59214,63971,56933,2015-07-01
171,住吉区,154370,72202,82168,71874,2015-07-01
172,東住吉区,126505,59734,66771,57947,2015-07-01
173,平野区,196868,93332,103536,88875,2015-07-01
174,西成区,112353,65012,47341,69636,2015-07-01
175,大阪市,2689946,1301985,1387961,1353958,2015-08-01
176,北区,123091,59536,63555,73905,2015-08-01
177,都島区,104665,50464,54201,51455,2015-08-01
178,福島区,72343,34103,38240,37398,2015-08-01
179,此花区,66596,32535,34061,30681,2015-08-01
180,中央区,92480,43270,49210,58742,2015-08-01
181,西区,92264,43501,48763,52099,2015-08-01
182,港区,82080,40131,41949,40370,2015-08-01
183,大正区,65256,31822,33434,29282,2015-08-01
184,天王寺区,75389,35047,40342,37857,2015-08-01
185,浪速区,69597,35467,34130,47428,2015-08-01
186,西淀川区,95632,47062,48570,43006,2015-08-01
187,淀川区,175947,87139,88808,94248,2015-08-01
188,東淀川区,175485,86302,89183,92519,2015-08-01
189,東成区,80510,38505,42005,39666,2015-08-01
190,生野区,130348,62812,67536,63591,2015-08-01
191,旭区,91655,43774,47881,43740,2015-08-01
192,城東区,164621,78432,86189,76374,2015-08-01
193,鶴見区,111564,53398,58166,46373,2015-08-01
194,阿倍野区,107617,49525,58092,50165,2015-08-01
195,住之江区,123132,59194,63938,56943,2015-08-01
196,住吉区,154233,72074,82159,71819,2015-08-01
197,東住吉区,126445,59727,66718,57896,2015-08-01
198,平野区,196797,93273,103524,88895,2015-08-01
199,西成区,112199,64892,47307,69506,2015-08-01
200,大阪市,2690112,1302217,1387895,1354379,2015-09-01
201,北区,123279,59644,63635,74009,2015-09-01
202,都島区,104642,50468,54174,51502,2015-09-01
203,福島区,72388,34142,38246,37459,2015-09-01
204,此花区,66632,32569,34063,30722,2015-09-01
205,中央区,92804,43433,49371,58983,2015-09-01
206,西区,92258,43501,48757,52060,2015-09-01
207,港区,82081,40136,41945,40357,2015-09-01
208,大正区,65190,31806,33384,29244,2015-09-01
209,天王寺区,75571,35137,40434,37963,2015-09-01
210,浪速区,69697,35489,34208,47534,2015-09-01
211,西淀川区,95567,47016,48551,42972,2015-09-01
212,淀川区,176067,87227,88840,94392,2015-09-01
213,東淀川区,175466,86311,89155,92499,2015-09-01
214,東成区,80545,38526,42019,39674,2015-09-01
215,生野区,130231,62792,67439,63614,2015-09-01
216,旭区,91603,43737,47866,43710,2015-09-01
217,城東区,164650,78435,86215,76410,2015-09-01
218,鶴見区,111576,53444,58132,46371,2015-09-01
219,阿倍野区,107621,49516,58105,50140,2015-09-01
220,住之江区,123084,59196,63888,56949,2015-09-01
221,住吉区,154180,72032,82148,71740,2015-09-01
222,東住吉区,126344,59665,66679,57856,2015-09-01
223,平野区,196681,93270,103411,88928,2015-09-01
224,西成区,111955,64725,47230,69291,2015-09-01
225,大阪市,2691185,1302562,1388623,1354793,2015-10-01
226,北区,123667,59820,63847,74182,2015-10-01
227,都島区,104727,50528,54199,51549,2015-10-01
228,福島区,72484,34168,38316,37510,2015-10-01
229,此花区,66656,32580,34076,30712,2015-10-01
230,中央区,93069,43528,49541,59084,2015-10-01
231,西区,92430,43582,48848,52138,2015-10-01
232,港区,82035,40096,41939,40348,2015-10-01
233,大正区,65141,31794,33347,29209,2015-10-01
234,天王寺区,75729,35201,40528,38058,2015-10-01
235,浪速区,69766,35475,34291,47541,2015-10-01
236,西淀川区,95490,46979,48511,42924,2015-10-01
237,淀川区,176201,87316,88885,94460,2015-10-01
238,東淀川区,175530,86372,89158,92536,2015-10-01
239,東成区,80563,38547,42016,39683,2015-10-01
240,生野区,130167,62670,67497,63622,2015-10-01
241,旭区,91608,43760,47848,43700,2015-10-01
242,城東区,164697,78463,86234,76455,2015-10-01
243,鶴見区,111557,53439,58118,46358,2015-10-01
244,阿倍野区,107626,49519,58107,50104,2015-10-01
245,住之江区,122988,59131,63857,56920,2015-10-01
246,住吉区,154239,72068,82171,71718,2015-10-01
247,東住吉区,126299,59645,66654,57797,2015-10-01
248,平野区,196633,93242,103391,88960,2015-10-01
249,西成区,111883,64639,47244,69225,2015-10-01
250,大阪市,2692960,1389666,1303294,1357376,2015-12-01 00:00:00
251,北区,123984,64025,59959,74357,2015-12-01 00:00:00
252,都島区,104722,54187,50535,51606,2015-12-01 00:00:00
253,福島区,72531,38346,34185,37541,2015-12-01 00:00:00
254,此花区,66595,34048,32547,30716,2015-12-01 00:00:00
255,中央区,93425,49763,43662,59369,2015-12-01 00:00:00
256,西区,92883,49103,43780,52460,2015-12-01 00:00:00
257,港区,82051,41940,40111,40398,2015-12-01 00:00:00
258,大正区,65065,33325,31740,29184,2015-12-01 00:00:00
259,天王寺区,75891,40570,35321,38182,2015-12-01 00:00:00
260,浪速区,70322,34610,35712,47946,2015-12-01 00:00:00
261,西淀川区,95470,48482,46988,42948,2015-12-01 00:00:00
262,淀川区,176304,88948,87356,94601,2015-12-01 00:00:00
263,東淀川区,175590,89163,86427,92798,2015-12-01 00:00:00
264,東成区,80509,42008,38501,39674,2015-12-01 00:00:00
265,生野区,130082,67504,62578,63721,2015-12-01 00:00:00
266,旭区,91504,47832,43672,43621,2015-12-01 00:00:00
267,城東区,164868,86332,78536,76671,2015-12-01 00:00:00
268,鶴見区,111493,58079,53414,46353,2015-12-01 00:00:00
269,阿倍野区,107984,58255,49729,50298,2015-12-01 00:00:00
270,住之江区,122833,63788,59045,56953,2015-12-01 00:00:00
271,住吉区,154168,82134,72034,71743,2015-12-01 00:00:00
272,東住吉区,126284,66674,59610,57854,2015-12-01 00:00:00
273,平野区,196563,103362,93201,89063,2015-12-01 00:00:00
274,西成区,111839,47188,64651,69319,2015-12-01 00:00:00
275,大阪市,2692763,1389546,1303217,1356691,2015-11-01 00:00:00
276,北区,123821,63957,59864,74234,2015-11-01 00:00:00
277,都島区,104722,54199,50523,51600,2015-11-01 00:00:00
278,福島区,72549,38359,34190,37537,2015-11-01 00:00:00
279,此花区,66639,34061,32578,30721,2015-11-01 00:00:00
280,中央区,93355,49709,43646,59289,2015-11-01 00:00:00
281,西区,92729,49016,43713,52363,2015-11-01 00:00:00
282,港区,82032,41922,40110,40365,2015-11-01 00:00:00
283,大正区,65126,33354,31772,29213,2015-11-01 00:00:00
284,天王寺区,75858,40564,35294,38149,2015-11-01 00:00:00
285,浪速区,70142,34526,35616,47853,2015-11-01 00:00:00
286,西淀川区,95472,48500,46972,42925,2015-11-01 00:00:00
287,淀川区,176343,88975,87368,94595,2015-11-01 00:00:00
288,東淀川区,175544,89157,86387,92655,2015-11-01 00:00:00
289,東成区,80562,42024,38538,39698,2015-11-01 00:00:00
290,生野区,130220,67546,62674,63774,2015-11-01 00:00:00
291,旭区,91560,47838,43722,43653,2015-11-01 00:00:00
292,城東区,164794,86281,78513,76567,2015-11-01 00:00:00
293,鶴見区,111495,58083,53412,46351,2015-11-01 00:00:00
294,阿倍野区,107876,58196,49680,50274,2015-11-01 00:00:00
295,住之江区,122882,63817,59065,56912,2015-11-01 00:00:00
296,住吉区,154234,82200,72034,71765,2015-11-01 00:00:00
297,東住吉区,126248,66654,59594,57802,2015-11-01 00:00:00
298,平野区,196634,103385,93249,89050,2015-11-01 00:00:00
299,西成区,111926,47223,64703,69346,2015-11-01 00:00:00
