,area,total,men,women,household,date
122,東住吉区,127105,60061,67044,58300,2014-05-01
123,平野区,197772,93709,104063,88283,2014-05-01
124,西成区,114960,66987,47973,71303,2014-05-01
125,大阪市,2679176,1297274,1381902,1344161,2014-06-01
126,北区,119952,57722,62230,71638,2014-06-01
127,都島区,104611,50418,54193,51288,2014-06-01
128,福島区,71583,33803,37780,37017,2014-06-01
129,此花区,66625,32499,34126,30438,2014-06-01
130,中央区,88033,41147,46886,55930,2014-06-01
131,西区,88912,41976,46936,50395,2014-06-01
132,港区,82223,40237,41986,40258,2014-06-01
133,大正区,66211,32330,33881,29552,2014-06-01
134,天王寺区,74175,34471,39704,37235,2014-06-01
135,浪速区,66845,33980,32865,46094,2014-06-01
136,西淀川区,95873,47298,48575,43049,2014-06-01
137,淀川区,175048,86524,88524,93490,2014-06-01
138,東淀川区,175972,86555,89417,92465,2014-06-01
139,東成区,80352,38387,41965,39513,2014-06-01
140,生野区,130715,62907,67808,63298,2014-06-01
141,旭区,91656,43822,47834,43677,2014-06-01
142,城東区,164200,78268,85932,75927,2014-06-01
143,鶴見区,111130,53191,57939,45942,2014-06-01
144,阿倍野区,107442,49480,57962,50174,2014-06-01
145,住之江区,124096,59533,64563,56890,2014-06-01
146,住吉区,153916,72068,81848,72039,2014-06-01
147,東住吉区,127084,60096,66988,58278,2014-06-01
148,平野区,197708,93700,104008,88322,2014-06-01
149,西成区,114814,66862,47952,71252,2014-06-01
150,大阪市,2679187,1297310,1381877,1344746,2014-07-01
151,北区,120076,57832,62244,71757,2014-07-01
152,都島区,104545,50372,54173,51275,2014-07-01
153,福島区,71600,33804,37796,37034,2014-07-01
154,此花区,66565,32448,34117,30443,2014-07-01
155,中央区,88189,41220,46969,56047,2014-07-01
156,西区,89375,42209,47166,50609,2014-07-01
157,港区,82181,40214,41967,40258,2014-07-01
158,大正区,66144,32313,33831,29529,2014-07-01
159,天王寺区,74231,34517,39714,37267,2014-07-01
160,浪速区,66874,33980,32894,46122,2014-07-01
161,西淀川区,95766,47235,48531,43019,2014-07-01
162,淀川区,175153,86627,88526,93594,2014-07-01
163,東淀川区,175895,86548,89347,92467,2014-07-01
164,東成区,80367,38406,41961,39534,2014-07-01
165,生野区,130574,62819,67755,63329,2014-07-01
166,旭区,91620,43792,47828,43673,2014-07-01
167,城東区,164120,78201,85919,75909,2014-07-01
168,鶴見区,111160,53222,57938,45941,2014-07-01
169,阿倍野区,107463,49499,57964,50205,2014-07-01
170,住之江区,124003,59505,64498,56894,2014-07-01
171,住吉区,153983,72101,81882,72018,2014-07-01
172,東住吉区,127004,60070,66934,58266,2014-07-01
173,平野区,197639,93662,103977,88373,2014-07-01
174,西成区,114660,66714,47946,71183,2014-07-01
175,大阪市,2679315,1297368,1381947,1345075,2014-08-01
176,北区,120332,57975,62357,71878,2014-08-01
177,都島区,104537,50357,54180,51262,2014-08-01
178,福島区,71643,33817,37826,37053,2014-08-01
179,此花区,66536,32443,34093,30453,2014-08-01
180,中央区,88354,41305,47049,56176,2014-08-01
181,西区,89628,42349,47279,50716,2014-08-01
182,港区,82099,40185,41914,40257,2014-08-01
183,大正区,66062,32252,33810,29508,2014-08-01
184,天王寺区,74362,34589,39773,37314,2014-08-01
185,浪速区,66990,34048,32942,46188,2014-08-01
186,西淀川区,95663,47189,48474,42964,2014-08-01
187,淀川区,175123,86612,88511,93565,2014-08-01
188,東淀川区,175786,86516,89270,92471,2014-08-01
189,東成区,80334,38416,41918,39526,2014-08-01
190,生野区,130549,62800,67749,63386,2014-08-01
191,旭区,91618,43781,47837,43668,2014-08-01
192,城東区,164166,78234,85932,75968,2014-08-01
193,鶴見区,111165,53228,57937,45947,2014-08-01
194,阿倍野区,107394,49440,57954,50203,2014-08-01
195,住之江区,123906,59448,64458,56877,2014-08-01
196,住吉区,154030,72129,81901,71998,2014-08-01
197,東住吉区,126959,60046,66913,58245,2014-08-01
198,平野区,197673,93689,103984,88445,2014-08-01
199,西成区,114406,66520,47886,71007,2014-08-01
200,大阪市,2679547,1297569,1381978,1345305,2014-09-01
201,北区,120502,58063,62439,71991,2014-09-01
202,都島区,104572,50403,54169,51287,2014-09-01
203,福島区,71654,33818,37836,37069,2014-09-01
204,此花区,66582,32473,34109,30495,2014-09-01
205,中央区,88683,41454,47229,56364,2014-09-01
206,西区,89757,42405,47352,50784,2014-09-01
207,港区,82056,40154,41902,40211,2014-09-01
208,大正区,65981,32212,33769,29501,2014-09-01
209,天王寺区,74493,34675,39818,37371,2014-09-01
210,浪速区,67001,34074,32927,46119,2014-09-01
211,西淀川区,95649,47194,48455,42927,2014-09-01
212,淀川区,175189,86673,88516,93616,2014-09-01
213,東淀川区,175715,86458,89257,92412,2014-09-01
214,東成区,80286,38407,41879,39513,2014-09-01
215,生野区,130541,62802,67739,63417,2014-09-01
216,旭区,91615,43794,47821,43645,2014-09-01
217,城東区,164260,78269,85991,76051,2014-09-01
218,鶴見区,111214,53262,57952,45974,2014-09-01
219,阿倍野区,107382,49431,57951,50205,2014-09-01
220,住之江区,123900,59456,64444,56878,2014-09-01
221,住吉区,153966,72100,81866,71939,2014-09-01
222,東住吉区,126898,60015,66883,58199,2014-09-01
223,平野区,197459,93590,103869,88437,2014-09-01
224,西成区,114192,66387,47805,70900,2014-09-01
225,大阪市,2679808,1297452,1382356,1345055,2014-10-01
226,北区,120672,58186,62486,72075,2014-10-01
227,都島区,104546,50383,54163,51275,2014-10-01
228,福島区,71765,33873,37892,37091,2014-10-01
229,此花区,66542,32453,34089,30493,2014-10-01
230,中央区,88963,41580,47383,56537,2014-10-01
231,西区,89740,42387,47353,50734,2014-10-01
232,港区,82067,40146,41921,40216,2014-10-01
233,大正区,65929,32178,33751,29480,2014-10-01
234,天王寺区,74499,34650,39849,37379,2014-10-01
235,浪速区,67169,34123,33046,46149,2014-10-01
236,西淀川区,95762,47218,48544,42979,2014-10-01
237,淀川区,175013,86590,88423,93472,2014-10-01
238,東淀川区,175668,86378,89290,92311,2014-10-01
239,東成区,80263,38380,41883,39465,2014-10-01
240,生野区,130520,62786,67734,63442,2014-10-01
241,旭区,91591,43759,47832,43630,2014-10-01
242,城東区,164251,78275,85976,76033,2014-10-01
243,鶴見区,111199,53255,57944,45962,2014-10-01
244,阿倍野区,107320,49388,57932,50168,2014-10-01
245,住之江区,123910,59469,64441,56889,2014-10-01
246,住吉区,154052,72148,81904,71934,2014-10-01
247,東住吉区,126911,60008,66903,58135,2014-10-01
248,平野区,197428,93572,103856,88477,2014-10-01
249,西成区,114028,66267,47761,70729,2014-10-01
250,大阪市,2680715,1297864,1382851,1345270,2014-11-01
251,北区,120688,58172,62516,72139,2014-11-01
252,都島区,104598,50417,54181,51295,2014-11-01
253,福島区,71873,33927,37946,37137,2014-11-01
254,此花区,66517,32440,34077,30485,2014-11-01
255,中央区,89323,41735,47588,56736,2014-11-01
256,西区,89855,42466,47389,50746,2014-11-01
257,港区,82044,40126,41918,40240,2014-11-01
258,大正区,65890,32146,33744,29463,2014-11-01
259,天王寺区,74569,34681,39888,37411,2014-11-01
260,浪速区,67618,34341,33277,46304,2014-11-01
261,西淀川区,95688,47202,48486,42961,2014-11-01
262,淀川区,175126,86676,88450,93474,2014-11-01
263,東淀川区,175571,86324,89247,92243,2014-11-01
264,東成区,80282,38371,41911,39465,2014-11-01
265,生野区,130559,62841,67718,63427,2014-11-01
266,旭区,91573,43741,47832,43607,2014-11-01
267,城東区,164196,78287,85909,75939,2014-11-01
268,鶴見区,111187,53243,57944,45978,2014-11-01
269,阿倍野区,107365,49411,57954,50149,2014-11-01
270,住之江区,123860,59454,64406,56873,2014-11-01
271,住吉区,154090,72157,81933,71954,2014-11-01
272,東住吉区,126848,59956,66892,58099,2014-11-01
273,平野区,197408,93540,103868,88503,2014-11-01
274,西成区,113987,66210,47777,70642,2014-11-01
275,大阪市,2680322,1297623,1382699,1345016,2014-12-01
276,北区,120815,58252,62563,72215,2014-12-01
277,都島区,104557,50397,54160,51284,2014-12-01
278,福島区,71852,33933,37919,37093,2014-12-01
279,此花区,66484,32425,34059,30479,2014-12-01
280,中央区,89507,41833,47674,56901,2014-12-01
281,西区,89925,42490,47435,50762,2014-12-01
282,港区,82056,40136,41920,40251,2014-12-01
283,大正区,65831,32118,33713,29450,2014-12-01
284,天王寺区,74664,34726,39938,37456,2014-12-01
285,浪速区,67708,34385,33323,46317,2014-12-01
286,西淀川区,95647,47167,48480,42908,2014-12-01
287,淀川区,175019,86618,88401,93390,2014-12-01
288,東淀川区,175568,86350,89218,92210,2014-12-01
289,東成区,80274,38355,41919,39458,2014-12-01
290,生野区,130439,62773,67666,63391,2014-12-01
291,旭区,91575,43737,47838,43603,2014-12-01
292,城東区,164213,78289,85924,75921,2014-12-01
293,鶴見区,111244,53263,57981,45992,2014-12-01
294,阿倍野区,107375,49440,57935,50151,2014-12-01
295,住之江区,123828,59454,64374,56887,2014-12-01
296,住吉区,153946,72086,81860,71856,2014-12-01
297,東住吉区,126762,59909,66853,58028,2014-12-01
298,平野区,197326,93481,103845,88522,2014-12-01
299,西成区,113707,66006,47701,70491,2014-12-01
