,area,total,men,women,household,date
219,阿倍野区,106569,49097,57472,49761,2012-09-01
220,住之江区,125859,60415,65444,56793,2012-09-01
221,住吉区,154961,72691,82270,73146,2012-09-01
222,東住吉区,128822,60970,67852,59076,2012-09-01
223,平野区,199095,94515,104580,87489,2012-09-01
224,西成区,118321,69315,49006,73073,2012-09-01
225,大阪市,2674154,1296740,1377414,1332002,2012-10-01
226,北区,114629,55087,59542,68296,2012-10-01
227,都島区,104077,50167,53910,50780,2012-10-01
228,福島区,69804,32952,36852,35823,2012-10-01
229,此花区,66540,32432,34108,30093,2012-10-01
230,中央区,83101,38888,44213,52468,2012-10-01
231,西区,86302,40768,45534,48940,2012-10-01
232,港区,83487,40900,42587,40410,2012-10-01
233,大正区,67712,33179,34533,30020,2012-10-01
234,天王寺区,72266,33575,38691,36154,2012-10-01
235,浪速区,64449,32718,31731,44060,2012-10-01
236,西淀川区,97039,47972,49067,43389,2012-10-01
237,淀川区,172945,85650,87295,91957,2012-10-01
238,東淀川区,177201,87235,89966,92582,2012-10-01
239,東成区,80652,38625,42027,39335,2012-10-01
240,生野区,132316,63467,68849,63220,2012-10-01
241,旭区,92046,44015,48031,43755,2012-10-01
242,城東区,164892,78931,85961,75885,2012-10-01
243,鶴見区,111289,53306,57983,45602,2012-10-01
244,阿倍野区,106587,49105,57482,49779,2012-10-01
245,住之江区,125839,60410,65429,56819,2012-10-01
246,住吉区,155010,72683,82327,73136,2012-10-01
247,東住吉区,128738,60953,67785,59011,2012-10-01
248,平野区,199036,94494,104542,87481,2012-10-01
249,西成区,118197,69228,48969,73007,2012-10-01
250,大阪市,2675198,1297321,1377877,1332260,2012-11-01
251,北区,114795,55198,59597,68382,2012-11-01
252,都島区,104205,50262,53943,50824,2012-11-01
253,福島区,69938,33018,36920,35886,2012-11-01
254,此花区,66503,32410,34093,30051,2012-11-01
255,中央区,83339,39020,44319,52546,2012-11-01
256,西区,86419,40817,45602,48982,2012-11-01
257,港区,83442,40881,42561,40379,2012-11-01
258,大正区,67623,33129,34494,29969,2012-11-01
259,天王寺区,72385,33615,38770,36165,2012-11-01
260,浪速区,64775,32864,31911,44180,2012-11-01
261,西淀川区,96945,47906,49039,43394,2012-11-01
262,淀川区,173123,85764,87359,92020,2012-11-01
263,東淀川区,177226,87266,89960,92534,2012-11-01
264,東成区,80675,38643,42032,39348,2012-11-01
265,生野区,132309,63483,68826,63201,2012-11-01
266,旭区,92069,44050,48019,43753,2012-11-01
267,城東区,164845,78897,85948,75868,2012-11-01
268,鶴見区,111421,53353,58068,45658,2012-11-01
269,阿倍野区,106536,49085,57451,49752,2012-11-01
270,住之江区,125757,60363,65394,56804,2012-11-01
271,住吉区,154989,72672,82317,73044,2012-11-01
272,東住吉区,128661,60938,67723,58992,2012-11-01
273,平野区,199187,94548,104639,87579,2012-11-01
274,西成区,118031,69139,48892,72949,2012-11-01
275,大阪市,2675093,1297153,1377940,1332148,2012-12-01
276,北区,114837,55210,59627,68369,2012-12-01
277,都島区,104232,50299,53933,50835,2012-12-01
278,福島区,70264,33136,37128,36034,2012-12-01
279,此花区,66480,32404,34076,30037,2012-12-01
280,中央区,83444,39095,44349,52598,2012-12-01
281,西区,86454,40847,45607,48986,2012-12-01
282,港区,83406,40874,42532,40343,2012-12-01
283,大正区,67539,33075,34464,29945,2012-12-01
284,天王寺区,72598,33718,38880,36253,2012-12-01
285,浪速区,64859,32910,31949,44272,2012-12-01
286,西淀川区,96901,47850,49051,43349,2012-12-01
287,淀川区,173258,85804,87454,92077,2012-12-01
288,東淀川区,177152,87238,89914,92475,2012-12-01
289,東成区,80694,38661,42033,39356,2012-12-01
290,生野区,132193,63440,68753,63190,2012-12-01
291,旭区,92067,44045,48022,43750,2012-12-01
292,城東区,164703,78808,85895,75813,2012-12-01
293,鶴見区,111438,53345,58093,45652,2012-12-01
294,阿倍野区,106505,49047,57458,49712,2012-12-01
295,住之江区,125751,60365,65386,56822,2012-12-01
296,住吉区,154803,72602,82201,72959,2012-12-01
297,東住吉区,128493,60825,67668,58903,2012-12-01
298,平野区,199147,94525,104622,87571,2012-12-01
299,西成区,117875,69030,48845,72847,2012-12-01
