,area,total,men,women,household,date
82,港区,89016,44362,44654,36712,1996-04-01
83,大正区,77908,39048,38860,30379,1996-04-01
84,天王寺区,55719,25864,29855,23941,1996-04-01
85,浪速区,49079,25006,24073,26256,1996-04-01
86,西淀川区,90956,45461,45495,36086,1996-04-01
87,淀川区,161842,80827,81015,74508,1996-04-01
88,東淀川区,185091,93044,92047,84601,1996-04-01
89,東成区,78403,37574,40829,32650,1996-04-01
90,生野区,148421,70987,77434,58626,1996-04-01
91,旭区,102144,49388,52756,43553,1996-04-01
92,城東区,155392,75289,80103,64354,1996-04-01
93,鶴見区,98039,48368,49671,35904,1996-04-01
94,阿倍野区,102388,47900,54488,42904,1996-04-01
95,住之江区,138382,67369,71013,52528,1996-04-01
96,住吉区,162139,77659,84480,70165,1996-04-01
97,東住吉区,141205,67659,73546,58489,1996-04-01
98,平野区,200045,97290,102755,76782,1996-04-01
99,西成区,141437,79690,61747,74173,1996-04-01
100,大阪市,2600877,1277087,1323790,1111281,1996-05-01
101,北区,85982,41110,44872,39884,1996-05-01
102,都島区,98073,48086,49987,41870,1996-05-01
103,福島区,55038,26401,28637,23288,1996-05-01
104,此花区,68202,34194,34008,27535,1996-05-01
105,中央区,53033,24411,28622,25736,1996-05-01
106,西区,59038,28239,30799,26393,1996-05-01
107,港区,89236,44464,44772,36901,1996-05-01
108,大正区,77925,39052,38873,30482,1996-05-01
109,天王寺区,56035,26017,30018,24139,1996-05-01
110,浪速区,49192,25073,24119,26335,1996-05-01
111,西淀川区,91168,45565,45603,36286,1996-05-01
112,淀川区,162406,81109,81297,74739,1996-05-01
113,東淀川区,185675,93324,92351,85404,1996-05-01
114,東成区,78486,37615,40871,32683,1996-05-01
115,生野区,148431,70988,77443,58642,1996-05-01
116,旭区,102244,49435,52809,43786,1996-05-01
117,城東区,155627,75395,80232,64613,1996-05-01
118,鶴見区,98124,48405,49719,35979,1996-05-01
119,阿倍野区,102694,48036,54658,43339,1996-05-01
120,住之江区,138325,67338,70987,52659,1996-05-01
121,住吉区,162764,77945,84819,70699,1996-05-01
122,東住吉区,141434,67761,73673,58690,1996-05-01
123,平野区,200293,97400,102893,77047,1996-05-01
124,西成区,141452,79724,61728,74152,1996-05-01
125,大阪市,2601647,1277413,1324234,1113039,1996-06-01
126,北区,86081,41165,44916,40069,1996-06-01
127,都島区,98132,48116,50016,41913,1996-06-01
128,福島区,55042,26399,28643,23303,1996-06-01
129,此花区,68177,34173,34004,27540,1996-06-01
130,中央区,53149,24468,28681,25853,1996-06-01
131,西区,59111,28271,30840,26439,1996-06-01
132,港区,89223,44451,44772,36934,1996-06-01
133,大正区,77882,39027,38855,30558,1996-06-01
134,天王寺区,56077,26042,30035,24194,1996-06-01
135,浪速区,49199,25087,24112,26380,1996-06-01
136,西淀川区,91161,45561,45600,36338,1996-06-01
137,淀川区,162540,81176,81364,74929,1996-06-01
138,東淀川区,186024,93487,92537,85652,1996-06-01
139,東成区,78511,37629,40882,32760,1996-06-01
140,生野区,148339,70941,77398,58652,1996-06-01
141,旭区,102307,49464,52843,43846,1996-06-01
142,城東区,155574,75361,80213,64662,1996-06-01
143,鶴見区,98160,48418,49742,36042,1996-06-01
144,阿倍野区,102621,47995,54626,43360,1996-06-01
145,住之江区,138348,67346,71002,52730,1996-06-01
146,住吉区,162850,77973,84877,70760,1996-06-01
147,東住吉区,141458,67766,73692,58787,1996-06-01
148,平野区,200358,97420,102938,77168,1996-06-01
149,西成区,141323,79677,61646,74170,1996-06-01
150,大阪市,2601851,1277455,1324396,1113954,1996-07-01
151,北区,86127,41196,44931,40162,1996-07-01
152,都島区,98136,48119,50017,41947,1996-07-01
153,福島区,55080,26414,28666,23349,1996-07-01
154,此花区,68087,34120,33967,27517,1996-07-01
155,中央区,53169,24480,28689,25881,1996-07-01
156,西区,59179,28300,30879,26503,1996-07-01
157,港区,89279,44472,44807,36971,1996-07-01
158,大正区,77859,39012,38847,30590,1996-07-01
159,天王寺区,56126,26070,30056,24236,1996-07-01
160,浪速区,49264,25129,24135,26460,1996-07-01
161,西淀川区,91190,45574,45616,36394,1996-07-01
162,淀川区,162477,81145,81332,74939,1996-07-01
163,東淀川区,186108,93516,92592,85735,1996-07-01
164,東成区,78589,37668,40921,32798,1996-07-01
165,生野区,148388,70961,77427,58736,1996-07-01
166,旭区,102270,49445,52825,43848,1996-07-01
167,城東区,155536,75334,80202,64688,1996-07-01
168,鶴見区,98139,48403,49736,36059,1996-07-01
169,阿倍野区,102608,47982,54626,43368,1996-07-01
170,住之江区,138271,67305,70966,52742,1996-07-01
171,住吉区,162892,77979,84913,70788,1996-07-01
172,東住吉区,141451,67755,73696,58810,1996-07-01
173,平野区,200401,97429,102972,77236,1996-07-01
174,西成区,141225,79647,61578,74197,1996-07-01
175,大阪市,2601179,1277070,1324109,1113903,1996-08-01
176,北区,86199,41239,44960,40236,1996-08-01
177,都島区,98139,48121,50018,41943,1996-08-01
178,福島区,55054,26397,28657,23316,1996-08-01
179,此花区,67963,34049,33914,27494,1996-08-01
180,中央区,53145,24472,28673,25934,1996-08-01
181,西区,59064,28241,30823,26408,1996-08-01
182,港区,89291,44471,44820,37009,1996-08-01
183,大正区,77747,38952,38795,30566,1996-08-01
184,天王寺区,56096,26062,30034,24232,1996-08-01
185,浪速区,49270,25142,24128,26491,1996-08-01
186,西淀川区,91155,45555,45600,36333,1996-08-01
187,淀川区,162439,81127,81312,75038,1996-08-01
188,東淀川区,186015,93457,92558,85668,1996-08-01
189,東成区,78582,37666,40916,32758,1996-08-01
190,生野区,148268,70900,77368,58643,1996-08-01
191,旭区,102455,49533,52922,43944,1996-08-01
192,城東区,155455,75286,80169,64678,1996-08-01
193,鶴見区,98159,48407,49752,36040,1996-08-01
194,阿倍野区,102537,47942,54595,43352,1996-08-01
195,住之江区,138487,67407,71080,52848,1996-08-01
196,住吉区,162818,77931,84887,70739,1996-08-01
197,東住吉区,141405,67726,73679,58815,1996-08-01
198,平野区,200361,97399,102962,77271,1996-08-01
199,西成区,141075,79588,61487,74147,1996-08-01
200,大阪市,2600420,1276636,1323784,1114426,1996-09-01
201,北区,86435,41360,45075,40392,1996-09-01
202,都島区,98094,48100,49994,41949,1996-09-01
203,福島区,54952,26345,28607,23301,1996-09-01
204,此花区,67994,34056,33938,27485,1996-09-01
205,中央区,53096,24453,28643,25961,1996-09-01
206,西区,59080,28246,30834,26464,1996-09-01
207,港区,89262,44449,44813,37038,1996-09-01
208,大正区,77751,38950,38801,30624,1996-09-01
209,天王寺区,56051,26047,30004,24228,1996-09-01
210,浪速区,49220,25126,24094,26522,1996-09-01
211,西淀川区,91111,45532,45579,36332,1996-09-01
212,淀川区,162164,80990,81174,75003,1996-09-01
213,東淀川区,185861,93367,92494,85675,1996-09-01
214,東成区,78502,37629,40873,32738,1996-09-01
215,生野区,148124,70828,77296,58648,1996-09-01
216,旭区,102332,49473,52859,43921,1996-09-01
217,城東区,155670,75382,80288,64763,1996-09-01
218,鶴見区,98205,48425,49780,36074,1996-09-01
219,阿倍野区,102520,47927,54593,43372,1996-09-01
220,住之江区,138544,67432,71112,52945,1996-09-01
221,住吉区,162877,77945,84932,70783,1996-09-01
222,東住吉区,141348,67691,73657,58780,1996-09-01
223,平野区,200356,97385,102971,77323,1996-09-01
224,西成区,140871,79498,61373,74105,1996-09-01
225,大阪市,2600058,1276407,1323651,1116813,1996-10-01
226,北区,86371,41338,45033,40513,1996-10-01
227,都島区,98073,48090,49983,42019,1996-10-01
228,福島区,54889,26310,28579,23306,1996-10-01
229,此花区,67938,34020,33918,27467,1996-10-01
230,中央区,53127,24470,28657,26081,1996-10-01
231,西区,59058,28232,30826,26576,1996-10-01
232,港区,89208,44416,44792,37110,1996-10-01
233,大正区,77707,38924,38783,30697,1996-10-01
234,天王寺区,56042,26049,29993,24302,1996-10-01
235,浪速区,49258,25155,24103,26733,1996-10-01
236,西淀川区,91073,45512,45561,36363,1996-10-01
237,淀川区,162032,80924,81108,75137,1996-10-01
238,東淀川区,185811,93329,92482,85761,1996-10-01
239,東成区,78467,37614,40853,32863,1996-10-01
240,生野区,148026,70778,77248,58707,1996-10-01
241,旭区,102282,49447,52835,44032,1996-10-01
242,城東区,155663,75370,80293,64899,1996-10-01
243,鶴見区,98360,48496,49864,36180,1996-10-01
244,阿倍野区,102593,47955,54638,43503,1996-10-01
245,住之江区,138713,67511,71202,53076,1996-10-01
246,住吉区,162857,77922,84935,70963,1996-10-01
247,東住吉区,141225,67625,73600,58824,1996-10-01
248,平野区,200479,97433,103046,77504,1996-10-01
249,西成区,140806,79487,61319,74197,1996-10-01
250,大阪市,2599692,1276165,1323527,1115755,1996-11-01
251,北区,86389,41355,45034,40526,1996-11-01
252,都島区,98187,48147,50040,41983,1996-11-01
253,福島区,54870,26298,28572,23274,1996-11-01
254,此花区,67873,33979,33894,27413,1996-11-01
255,中央区,53150,24484,28666,26054,1996-11-01
256,西区,59101,28249,30852,26530,1996-11-01
257,港区,89298,44453,44845,37147,1996-11-01
258,大正区,77575,38854,38721,30649,1996-11-01
259,天王寺区,56033,26050,29983,24257,1996-11-01
260,浪速区,49244,25158,24086,26680,1996-11-01
261,西淀川区,90984,45466,45518,36298,1996-11-01
262,淀川区,161949,80883,81066,74938,1996-11-01
263,東淀川区,185692,93256,92436,85708,1996-11-01
264,東成区,78351,37559,40792,32754,1996-11-01
265,生野区,147921,70725,77196,58668,1996-11-01
266,旭区,102246,49429,52817,43954,1996-11-01
267,城東区,155658,75359,80299,64851,1996-11-01
268,鶴見区,98453,48537,49916,36228,1996-11-01
269,阿倍野区,102521,47914,54607,43423,1996-11-01
270,住之江区,138769,67535,71234,53093,1996-11-01
271,住吉区,163018,77986,85032,70922,1996-11-01
272,東住吉区,141225,67618,73607,58816,1996-11-01
273,平野区,200558,97460,103098,77457,1996-11-01
274,西成区,140627,79411,61216,74132,1996-11-01
275,大阪市,2599329,1275928,1323401,1116325,1996-12-01
276,北区,86455,41395,45060,40642,1996-12-01
277,都島区,98212,48160,50052,42017,1996-12-01
278,福島区,54843,26281,28562,23251,1996-12-01
279,此花区,67802,33935,33867,27383,1996-12-01
280,中央区,53118,24472,28646,26085,1996-12-01
281,西区,59261,28322,30939,26616,1996-12-01
282,港区,89304,44450,44854,37150,1996-12-01
283,大正区,77543,38834,38709,30670,1996-12-01
284,天王寺区,56038,26058,29980,24242,1996-12-01
285,浪速区,49175,25132,24043,26688,1996-12-01
286,西淀川区,90967,45456,45511,36285,1996-12-01
287,淀川区,161763,80790,80973,74910,1996-12-01
288,東淀川区,185559,93176,92383,85678,1996-12-01
289,東成区,78333,37552,40781,32756,1996-12-01
290,生野区,147752,70641,77111,58628,1996-12-01
291,旭区,102139,49376,52763,43932,1996-12-01
292,城東区,155649,75347,80302,64930,1996-12-01
293,鶴見区,98586,48598,49988,36303,1996-12-01
294,阿倍野区,102550,47921,54629,43474,1996-12-01
295,住之江区,138854,67573,71281,53165,1996-12-01
296,住吉区,163007,77967,85040,70959,1996-12-01
297,東住吉区,141225,67611,73614,58843,1996-12-01
298,平野区,200678,97507,103171,77585,1996-12-01
299,西成区,140516,79374,61142,74133,1996-12-01
