,area,total,men,women,household,date
254,此花区,64612,31443,33169,28660,2007-11-01
255,中央区,71528,33350,38178,43972,2007-11-01
256,西区,77305,36543,40762,44228,2007-11-01
257,港区,84142,41176,42966,39184,2007-11-01
258,大正区,71778,35361,36417,30930,2007-11-01
259,天王寺区,65897,30519,35378,32078,2007-11-01
260,浪速区,57835,29434,28401,37737,2007-11-01
261,西淀川区,96681,47806,48875,42086,2007-11-01
262,淀川区,170014,84071,85943,87417,2007-11-01
263,東淀川区,177654,88218,89436,90986,2007-11-01
264,東成区,79410,37855,41555,37313,2007-11-01
265,生野区,136206,65124,71082,62086,2007-11-01
266,旭区,94182,45020,49162,43839,2007-11-01
267,城東区,162935,77998,84937,73567,2007-11-01
268,鶴見区,109066,52605,56461,43835,2007-11-01
269,阿倍野区,107416,49688,57728,48518,2007-11-01
270,住之江区,129239,62079,67160,55926,2007-11-01
271,住吉区,157712,74169,83543,73352,2007-11-01
272,東住吉区,133455,63230,70225,60570,2007-11-01
273,平野区,200565,95604,104961,85134,2007-11-01
274,西成区,127718,74793,52925,74488,2007-11-01
275,大阪市,2644759,1285431,1359328,1275189,2007-12-01
276,北区,104470,50194,54276,59044,2007-12-01
277,都島区,101967,49395,52572,48420,2007-12-01
278,福島区,62871,29782,33089,31265,2007-12-01
279,此花区,64531,31363,33168,28621,2007-12-01
280,中央区,71604,33363,38241,44032,2007-12-01
281,西区,77447,36612,40835,44292,2007-12-01
282,港区,84175,41227,42948,39241,2007-12-01
283,大正区,71692,35313,36379,30913,2007-12-01
284,天王寺区,65971,30544,35427,32120,2007-12-01
285,浪速区,57923,29459,28464,37829,2007-12-01
286,西淀川区,96661,47788,48873,42077,2007-12-01
287,淀川区,170053,84081,85972,87427,2007-12-01
288,東淀川区,177513,88152,89361,90923,2007-12-01
289,東成区,79399,37844,41555,37344,2007-12-01
290,生野区,136042,65075,70967,62049,2007-12-01
291,旭区,94183,45039,49144,43854,2007-12-01
292,城東区,163068,78034,85034,73647,2007-12-01
293,鶴見区,109503,52818,56685,44037,2007-12-01
294,阿倍野区,107360,49665,57695,48512,2007-12-01
295,住之江区,129127,62013,67114,55889,2007-12-01
296,住吉区,157528,74052,83476,73296,2007-12-01
297,東住吉区,133410,63208,70202,60559,2007-12-01
298,平野区,200628,95638,104990,85211,2007-12-01
299,西成区,127633,74772,52861,74587,2007-12-01
