,area,total,men,women,household,date
0,大阪市,2601892,1277801,1324091,1104028,1996-01-01
1,西成区,141656,79737,61919,73972,1996-01-01
2,平野区,200636,97612,103024,76631,1996-01-01
3,東住吉区,141532,67837,73695,58413,1996-01-01
4,住吉区,162656,77947,84709,70218,1996-01-01
5,住之江区,138826,67595,71231,52388,1996-01-01
6,阿倍野区,102696,48065,54631,43043,1996-01-01
7,城東区,155717,75472,80245,64220,1996-01-01
8,旭区,102458,49543,52915,43577,1996-01-01
9,生野区,148836,71195,77641,58462,1996-01-01
10,東成区,78462,37598,40864,32554,1996-01-01
11,東淀川区,186179,93629,92550,84784,1996-01-01
12,鶴見区,98043,48386,49657,35794,1996-01-01
13,西淀川区,91047,45510,45537,36085,1996-01-01
14,淀川区,162037,80923,81114,74234,1996-01-01
15,都島区,98054,48074,49980,41590,1996-01-01
16,福島区,55023,26410,28613,23116,1996-01-01
17,此花区,68486,34371,34115,27517,1996-01-01
18,中央区,52887,24331,28556,25300,1996-01-01
19,北区,85630,40908,44722,39155,1996-01-01
20,港区,89285,44516,44769,36677,1996-01-01
21,大正区,78273,39242,39031,30404,1996-01-01
22,天王寺区,55685,25831,29854,23852,1996-01-01
23,浪速区,48973,24923,24050,25958,1996-01-01
24,西区,58815,28146,30669,26084,1996-01-01
25,東成区,78530,37632,40898,32573,1996-02-01
26,生野区,148802,71175,77627,58472,1996-02-01
27,旭区,102449,49538,52911,43586,1996-02-01
28,城東区,155661,75436,80225,64200,1996-02-01
29,鶴見区,98113,48415,49698,35816,1996-02-01
30,住吉区,162623,77918,84705,70207,1996-02-01
31,住之江区,138797,67577,71220,52425,1996-02-01
32,東住吉区,141492,67811,73681,58414,1996-02-01
33,平野区,200531,97549,102982,76704,1996-02-01
34,西成区,141542,79698,61844,73987,1996-02-01
35,阿倍野区,102694,48057,54637,43069,1996-02-01
36,東淀川区,186124,93589,92535,84783,1996-02-01
37,中央区,52793,24291,28502,25319,1996-02-01
38,西淀川区,91063,45517,45546,36086,1996-02-01
39,淀川区,161960,80885,81075,74224,1996-02-01
40,北区,85644,40923,44721,39222,1996-02-01
41,都島区,98078,48086,49992,41639,1996-02-01
42,福島区,54981,26385,28596,23120,1996-02-01
43,此花区,68474,34356,34118,27504,1996-02-01
44,大阪市,2601265,1277441,1323824,1104433,1996-02-01
45,西区,58837,28153,30684,26109,1996-02-01
46,港区,89225,44480,44745,36680,1996-02-01
47,大正区,78195,39199,38996,30385,1996-02-01
48,天王寺区,55638,25815,29823,23863,1996-02-01
49,浪速区,49019,24956,24063,26046,1996-02-01
50,生野区,148672,71110,77562,58459,1996-03-01
51,旭区,102393,49509,52884,43568,1996-03-01
52,城東区,155696,75445,80251,64287,1996-03-01
53,鶴見区,98122,48414,49708,35846,1996-03-01
54,阿倍野区,102664,48036,54628,43041,1996-03-01
55,住吉区,162568,77878,84690,70226,1996-03-01
56,東成区,78508,37623,40885,32562,1996-03-01
57,東住吉区,141379,67749,73630,58432,1996-03-01
58,平野区,200521,97533,102988,76774,1996-03-01
59,西成区,141468,79682,61786,74035,1996-03-01
60,住之江区,138822,67586,71236,52508,1996-03-01
61,東淀川区,185940,93483,92457,84726,1996-03-01
62,中央区,52792,24294,28498,25358,1996-03-01
63,西淀川区,91041,45504,45537,36088,1996-03-01
64,北区,85557,40889,44668,39270,1996-03-01
65,都島区,98074,48085,49989,41665,1996-03-01
66,福島区,54955,26369,28586,23113,1996-03-01
67,此花区,68426,34324,34102,27479,1996-03-01
68,大阪市,2600322,1276926,1323396,1104887,1996-03-01
69,淀川区,161838,80825,81013,74202,1996-03-01
70,港区,89180,44450,44730,36686,1996-03-01
71,大正区,78084,39140,38944,30374,1996-03-01
72,天王寺区,55651,25827,29824,23884,1996-03-01
73,浪速区,49051,24982,24069,26140,1996-03-01
74,西区,58920,28189,30731,26164,1996-03-01
75,東成区,78403,37574,40829,32650,1996-04-01
76,生野区,148421,70987,77434,58626,1996-04-01
77,旭区,102144,49388,52756,43553,1996-04-01
78,城東区,155392,75289,80103,64354,1996-04-01
79,鶴見区,98039,48368,49671,35904,1996-04-01
80,西成区,141437,79690,61747,74173,1996-04-01
81,住之江区,138382,67369,71013,52528,1996-04-01
82,東住吉区,141205,67659,73546,58489,1996-04-01
83,平野区,200045,97290,102755,76782,1996-04-01
84,東淀川区,185091,93044,92047,84601,1996-04-01
85,阿倍野区,102388,47900,54488,42904,1996-04-01
86,住吉区,162139,77659,84480,70165,1996-04-01
87,淀川区,161842,80827,81015,74508,1996-04-01
88,浪速区,49079,25006,24073,26256,1996-04-01
89,西淀川区,90956,45461,45495,36086,1996-04-01
90,大阪市,2595583,1274572,1321011,1105913,1996-04-01
91,北区,85429,40837,44592,39357,1996-04-01
92,福島区,54885,26332,28553,23163,1996-04-01
93,此花区,68251,34227,34024,27475,1996-04-01
94,都島区,97977,48038,49939,41795,1996-04-01
95,西区,58780,28119,30661,26201,1996-04-01
96,港区,89016,44362,44654,36712,1996-04-01
97,大正区,77908,39048,38860,30379,1996-04-01
98,天王寺区,55719,25864,29855,23941,1996-04-01
99,中央区,52655,24234,28421,25311,1996-04-01
100,鶴見区,98124,48405,49719,35979,1996-05-01
101,生野区,148431,70988,77443,58642,1996-05-01
102,旭区,102244,49435,52809,43786,1996-05-01
103,城東区,155627,75395,80232,64613,1996-05-01
104,阿倍野区,102694,48036,54658,43339,1996-05-01
105,東成区,78486,37615,40871,32683,1996-05-01
106,住吉区,162764,77945,84819,70699,1996-05-01
107,東住吉区,141434,67761,73673,58690,1996-05-01
108,平野区,200293,97400,102893,77047,1996-05-01
109,西成区,141452,79724,61728,74152,1996-05-01
110,住之江区,138325,67338,70987,52659,1996-05-01
111,東淀川区,185675,93324,92351,85404,1996-05-01
112,中央区,53033,24411,28622,25736,1996-05-01
113,西淀川区,91168,45565,45603,36286,1996-05-01
114,大阪市,2600877,1277087,1323790,1111281,1996-05-01
115,北区,85982,41110,44872,39884,1996-05-01
116,都島区,98073,48086,49987,41870,1996-05-01
117,福島区,55038,26401,28637,23288,1996-05-01
118,此花区,68202,34194,34008,27535,1996-05-01
119,淀川区,162406,81109,81297,74739,1996-05-01
120,西区,59038,28239,30799,26393,1996-05-01
121,港区,89236,44464,44772,36901,1996-05-01
122,大正区,77925,39052,38873,30482,1996-05-01
123,天王寺区,56035,26017,30018,24139,1996-05-01
124,浪速区,49192,25073,24119,26335,1996-05-01
125,西成区,141323,79677,61646,74170,1996-06-01
126,平野区,200358,97420,102938,77168,1996-06-01
127,東住吉区,141458,67766,73692,58787,1996-06-01
128,住吉区,162850,77973,84877,70760,1996-06-01
129,住之江区,138348,67346,71002,52730,1996-06-01
130,阿倍野区,102621,47995,54626,43360,1996-06-01
131,鶴見区,98160,48418,49742,36042,1996-06-01
132,城東区,155574,75361,80213,64662,1996-06-01
133,旭区,102307,49464,52843,43846,1996-06-01
134,東成区,78511,37629,40882,32760,1996-06-01
135,東淀川区,186024,93487,92537,85652,1996-06-01
136,生野区,148339,70941,77398,58652,1996-06-01
137,大阪市,2601647,1277413,1324234,1113039,1996-06-01
138,西淀川区,91161,45561,45600,36338,1996-06-01
139,北区,86081,41165,44916,40069,1996-06-01
140,都島区,98132,48116,50016,41913,1996-06-01
141,福島区,55042,26399,28643,23303,1996-06-01
142,此花区,68177,34173,34004,27540,1996-06-01
143,中央区,53149,24468,28681,25853,1996-06-01
144,淀川区,162540,81176,81364,74929,1996-06-01
145,港区,89223,44451,44772,36934,1996-06-01
146,大正区,77882,39027,38855,30558,1996-06-01
147,天王寺区,56077,26042,30035,24194,1996-06-01
148,浪速区,49199,25087,24112,26380,1996-06-01
149,西区,59111,28271,30840,26439,1996-06-01
150,東成区,78589,37668,40921,32798,1996-07-01
151,生野区,148388,70961,77427,58736,1996-07-01
152,旭区,102270,49445,52825,43848,1996-07-01
153,城東区,155536,75334,80202,64688,1996-07-01
154,鶴見区,98139,48403,49736,36059,1996-07-01
155,住之江区,138271,67305,70966,52742,1996-07-01
156,住吉区,162892,77979,84913,70788,1996-07-01
157,東住吉区,141451,67755,73696,58810,1996-07-01
158,平野区,200401,97429,102972,77236,1996-07-01
159,西成区,141225,79647,61578,74197,1996-07-01
160,阿倍野区,102608,47982,54626,43368,1996-07-01
161,東淀川区,186108,93516,92592,85735,1996-07-01
162,淀川区,162477,81145,81332,74939,1996-07-01
163,浪速区,49264,25129,24135,26460,1996-07-01
164,大阪市,2601851,1277455,1324396,1113954,1996-07-01
165,北区,86127,41196,44931,40162,1996-07-01
166,都島区,98136,48119,50017,41947,1996-07-01
167,福島区,55080,26414,28666,23349,1996-07-01
168,此花区,68087,34120,33967,27517,1996-07-01
169,西淀川区,91190,45574,45616,36394,1996-07-01
170,西区,59179,28300,30879,26503,1996-07-01
171,港区,89279,44472,44807,36971,1996-07-01
172,大正区,77859,39012,38847,30590,1996-07-01
173,天王寺区,56126,26070,30056,24236,1996-07-01
174,中央区,53169,24480,28689,25881,1996-07-01
175,東成区,78582,37666,40916,32758,1996-08-01
176,生野区,148268,70900,77368,58643,1996-08-01
177,旭区,102455,49533,52922,43944,1996-08-01
178,城東区,155455,75286,80169,64678,1996-08-01
179,鶴見区,98159,48407,49752,36040,1996-08-01
180,住之江区,138487,67407,71080,52848,1996-08-01
181,住吉区,162818,77931,84887,70739,1996-08-01
182,東住吉区,141405,67726,73679,58815,1996-08-01
183,平野区,200361,97399,102962,77271,1996-08-01
184,東淀川区,186015,93457,92558,85668,1996-08-01
185,阿倍野区,102537,47942,54595,43352,1996-08-01
186,西成区,141075,79588,61487,74147,1996-08-01
187,淀川区,162439,81127,81312,75038,1996-08-01
188,浪速区,49270,25142,24128,26491,1996-08-01
189,西淀川区,91155,45555,45600,36333,1996-08-01
190,大阪市,2601179,1277070,1324109,1113903,1996-08-01
191,北区,86199,41239,44960,40236,1996-08-01
192,福島区,55054,26397,28657,23316,1996-08-01
193,此花区,67963,34049,33914,27494,1996-08-01
194,都島区,98139,48121,50018,41943,1996-08-01
195,西区,59064,28241,30823,26408,1996-08-01
196,港区,89291,44471,44820,37009,1996-08-01
197,大正区,77747,38952,38795,30566,1996-08-01
198,天王寺区,56096,26062,30034,24232,1996-08-01
199,中央区,53145,24472,28673,25934,1996-08-01
200,城東区,155670,75382,80288,64763,1996-09-01
201,東成区,78502,37629,40873,32738,1996-09-01
202,生野区,148124,70828,77296,58648,1996-09-01
203,旭区,102332,49473,52859,43921,1996-09-01
204,阿倍野区,102520,47927,54593,43372,1996-09-01
205,東淀川区,185861,93367,92494,85675,1996-09-01
206,住吉区,162877,77945,84932,70783,1996-09-01
207,東住吉区,141348,67691,73657,58780,1996-09-01
208,平野区,200356,97385,102971,77323,1996-09-01
209,西成区,140871,79498,61373,74105,1996-09-01
210,住之江区,138544,67432,71112,52945,1996-09-01
211,淀川区,162164,80990,81174,75003,1996-09-01
212,鶴見区,98205,48425,49780,36074,1996-09-01
213,浪速区,49220,25126,24094,26522,1996-09-01
214,北区,86435,41360,45075,40392,1996-09-01
215,都島区,98094,48100,49994,41949,1996-09-01
216,福島区,54952,26345,28607,23301,1996-09-01
217,此花区,67994,34056,33938,27485,1996-09-01
218,中央区,53096,24453,28643,25961,1996-09-01
219,大阪市,2600420,1276636,1323784,1114426,1996-09-01
220,西区,59080,28246,30834,26464,1996-09-01
221,港区,89262,44449,44813,37038,1996-09-01
222,大正区,77751,38950,38801,30624,1996-09-01
223,天王寺区,56051,26047,30004,24228,1996-09-01
224,西淀川区,91111,45532,45579,36332,1996-09-01
225,生野区,148026,70778,77248,58707,1996-10-01
226,旭区,102282,49447,52835,44032,1996-10-01
227,城東区,155663,75370,80293,64899,1996-10-01
228,鶴見区,98360,48496,49864,36180,1996-10-01
229,阿倍野区,102593,47955,54638,43503,1996-10-01
230,住吉区,162857,77922,84935,70963,1996-10-01
231,東住吉区,141225,67625,73600,58824,1996-10-01
232,平野区,200479,97433,103046,77504,1996-10-01
233,西成区,140806,79487,61319,74197,1996-10-01
234,東成区,78467,37614,40853,32863,1996-10-01
235,住之江区,138713,67511,71202,53076,1996-10-01
236,東淀川区,185811,93329,92482,85761,1996-10-01
237,淀川区,162032,80924,81108,75137,1996-10-01
238,西淀川区,91073,45512,45561,36363,1996-10-01
239,北区,86371,41338,45033,40513,1996-10-01
240,都島区,98073,48090,49983,42019,1996-10-01
241,福島区,54889,26310,28579,23306,1996-10-01
242,此花区,67938,34020,33918,27467,1996-10-01
243,中央区,53127,24470,28657,26081,1996-10-01
244,大阪市,2600058,1276407,1323651,1116813,1996-10-01
245,港区,89208,44416,44792,37110,1996-10-01
246,大正区,77707,38924,38783,30697,1996-10-01
247,天王寺区,56042,26049,29993,24302,1996-10-01
248,浪速区,49258,25155,24103,26733,1996-10-01
249,西区,59058,28232,30826,26576,1996-10-01
250,生野区,147921,70725,77196,58668,1996-11-01
251,旭区,102246,49429,52817,43954,1996-11-01
252,城東区,155658,75359,80299,64851,1996-11-01
253,鶴見区,98453,48537,49916,36228,1996-11-01
254,阿倍野区,102521,47914,54607,43423,1996-11-01
255,住吉区,163018,77986,85032,70922,1996-11-01
256,東住吉区,141225,67618,73607,58816,1996-11-01
257,平野区,200558,97460,103098,77457,1996-11-01
258,西成区,140627,79411,61216,74132,1996-11-01
259,東成区,78351,37559,40792,32754,1996-11-01
260,住之江区,138769,67535,71234,53093,1996-11-01
261,東淀川区,185692,93256,92436,85708,1996-11-01
262,淀川区,161949,80883,81066,74938,1996-11-01
263,西淀川区,90984,45466,45518,36298,1996-11-01
264,北区,86389,41355,45034,40526,1996-11-01
265,都島区,98187,48147,50040,41983,1996-11-01
266,福島区,54870,26298,28572,23274,1996-11-01
267,此花区,67873,33979,33894,27413,1996-11-01
268,中央区,53150,24484,28666,26054,1996-11-01
269,大阪市,2599692,1276165,1323527,1115755,1996-11-01
270,港区,89298,44453,44845,37147,1996-11-01
271,大正区,77575,38854,38721,30649,1996-11-01
272,天王寺区,56033,26050,29983,24257,1996-11-01
273,浪速区,49244,25158,24086,26680,1996-11-01
274,西区,59101,28249,30852,26530,1996-11-01
275,生野区,147752,70641,77111,58628,1996-12-01
276,旭区,102139,49376,52763,43932,1996-12-01
277,城東区,155649,75347,80302,64930,1996-12-01
278,鶴見区,98586,48598,49988,36303,1996-12-01
279,阿倍野区,102550,47921,54629,43474,1996-12-01
280,住吉区,163007,77967,85040,70959,1996-12-01
281,東住吉区,141225,67611,73614,58843,1996-12-01
282,平野区,200678,97507,103171,77585,1996-12-01
283,西成区,140516,79374,61142,74133,1996-12-01
284,東成区,78333,37552,40781,32756,1996-12-01
285,住之江区,138854,67573,71281,53165,1996-12-01
286,東淀川区,185559,93176,92383,85678,1996-12-01
287,淀川区,161763,80790,80973,74910,1996-12-01
288,西淀川区,90967,45456,45511,36285,1996-12-01
289,北区,86455,41395,45060,40642,1996-12-01
290,都島区,98212,48160,50052,42017,1996-12-01
291,福島区,54843,26281,28562,23251,1996-12-01
292,此花区,67802,33935,33867,27383,1996-12-01
293,中央区,53118,24472,28646,26085,1996-12-01
294,大阪市,2599329,1275928,1323401,1116325,1996-12-01
295,港区,89304,44450,44854,37150,1996-12-01
296,大正区,77543,38834,38709,30670,1996-12-01
297,天王寺区,56038,26058,29980,24242,1996-12-01
298,浪速区,49175,25132,24043,26688,1996-12-01
299,西区,59261,28322,30939,26616,1996-12-01
300,東成区,78259,37518,40741,32753,1997-01-01
301,生野区,147591,70560,77031,58642,1997-01-01
302,旭区,102194,49401,52793,43979,1997-01-01
303,城東区,155639,75333,80306,64919,1997-01-01
304,鶴見区,98709,48653,50056,36354,1997-01-01
305,住之江区,138918,67601,71317,53227,1997-01-01
306,住吉区,162993,77947,85046,70950,1997-01-01
307,東住吉区,141188,67586,73602,58857,1997-01-01
308,平野区,200781,97546,103235,77709,1997-01-01
309,東淀川区,185478,93123,92355,85662,1997-01-01
310,阿倍野区,102600,47937,54663,43511,1997-01-01
311,淀川区,161636,80727,80909,74881,1997-01-01
312,西成区,140324,79290,61034,74087,1997-01-01
313,浪速区,49124,25116,24008,26714,1997-01-01
314,大阪市,2598720,1275564,1323156,1116638,1997-01-01
315,北区,86480,41416,45064,40708,1997-01-01
316,都島区,98133,48122,50011,41985,1997-01-01
317,福島区,54784,26249,28535,23248,1997-01-01
318,此花区,67699,33875,33824,27343,1997-01-01
319,西淀川区,90934,45438,45496,36284,1997-01-01
320,西区,59361,28367,30994,26659,1997-01-01
321,港区,89249,44415,44834,37140,1997-01-01
322,大正区,77489,38804,38685,30664,1997-01-01
323,天王寺区,56063,26076,29987,24258,1997-01-01
324,中央区,53094,24464,28630,26104,1997-01-01
325,生野区,147422,70476,76946,58624,1997-02-01
326,旭区,102083,49346,52737,43951,1997-02-01
327,城東区,155599,75306,80293,64944,1997-02-01
328,鶴見区,98705,48646,50059,36356,1997-02-01
329,阿倍野区,102452,47861,54591,43468,1997-02-01
330,住吉区,162936,77906,85030,70937,1997-02-01
331,東住吉区,141076,67525,73551,58859,1997-02-01
332,平野区,200664,97478,103186,77697,1997-02-01
333,西成区,140243,79270,60973,74149,1997-02-01
334,東成区,78183,37483,40700,32766,1997-02-01
335,住之江区,138919,67598,71321,53250,1997-02-01
336,東淀川区,185176,92958,92218,85548,1997-02-01
337,淀川区,161503,80661,80842,74894,1997-02-01
338,西淀川区,90870,45405,45465,36277,1997-02-01
339,北区,86649,41505,45144,40835,1997-02-01
340,都島区,97998,48056,49942,41930,1997-02-01
341,福島区,54674,26192,28482,23206,1997-02-01
342,此花区,67603,33818,33785,27297,1997-02-01
343,中央区,53070,24456,28614,26112,1997-02-01
344,大阪市,2596877,1274607,1322270,1116562,1997-02-01
345,港区,89127,44348,44779,37121,1997-02-01
346,大正区,77409,38760,38649,30666,1997-02-01
347,天王寺区,56050,26075,29975,24273,1997-02-01
348,浪速区,49068,25097,23971,26738,1997-02-01
349,西区,59398,28381,31017,26664,1997-02-01
350,東成区,78121,37455,40666,32745,1997-03-01
351,生野区,147314,70422,76892,58674,1997-03-01
352,旭区,102010,49310,52700,43946,1997-03-01
353,城東区,155627,75311,80316,64865,1997-03-01
354,鶴見区,98761,48669,50092,36399,1997-03-01
355,住之江区,138931,67601,71330,53287,1997-03-01
356,住吉区,162756,77807,84949,70907,1997-03-01
357,東住吉区,140980,67472,73508,58849,1997-03-01
358,平野区,200866,97564,103302,77884,1997-03-01
359,東淀川区,185205,92960,92245,85718,1997-03-01
360,阿倍野区,102509,47881,54628,43562,1997-03-01
361,淀川区,161444,80632,80812,74947,1997-03-01
362,西成区,140170,79254,60916,74115,1997-03-01
363,浪速区,49053,25099,23954,26817,1997-03-01
364,大阪市,2596023,1274144,1321879,1117259,1997-03-01
365,北区,86701,41539,45162,40890,1997-03-01
366,都島区,97909,48014,49895,41962,1997-03-01
367,福島区,54665,26184,28481,23264,1997-03-01
368,此花区,67495,33756,33739,27277,1997-03-01
369,西淀川区,90744,45341,45403,36254,1997-03-01
370,西区,59326,28343,30983,26671,1997-03-01
371,港区,89015,44285,44730,37129,1997-03-01
372,大正区,77353,38728,38625,30670,1997-03-01
373,天王寺区,56047,26080,29967,24272,1997-03-01
374,中央区,53021,24437,28584,26155,1997-03-01
375,東成区,78205,37497,40708,32920,1997-04-01
376,生野区,147044,70289,76755,58692,1997-04-01
377,旭区,101690,49154,52536,43852,1997-04-01
378,城東区,155319,75153,80166,64859,1997-04-01
379,鶴見区,98744,48655,50089,36507,1997-04-01
380,住之江区,138339,67309,71030,53254,1997-04-01
381,住吉区,162467,77655,84812,71011,1997-04-01
382,東住吉区,140772,67365,73407,58929,1997-04-01
383,平野区,200559,97404,103155,77976,1997-04-01
384,東淀川区,184520,92604,91916,85582,1997-04-01
385,阿倍野区,102366,47808,54558,43496,1997-04-01
386,淀川区,161144,80482,80662,75135,1997-04-01
387,西成区,140023,79196,60827,74231,1997-04-01
388,浪速区,49087,25126,23961,26959,1997-04-01
389,大阪市,2592504,1272369,1320135,1118964,1997-04-01
390,北区,86680,41537,45143,41060,1997-04-01
391,都島区,97875,47998,49877,42075,1997-04-01
392,福島区,54597,26147,28450,23314,1997-04-01
393,此花区,67298,33649,33649,27282,1997-04-01
394,西淀川区,91233,45584,45649,36580,1997-04-01
395,西区,59387,28369,31018,26810,1997-04-01
396,港区,88906,44224,44682,37241,1997-04-01
397,大正区,77212,38654,38558,30668,1997-04-01
398,天王寺区,55898,26016,29882,24297,1997-04-01
399,中央区,53139,24494,28645,26234,1997-04-01
400,東成区,78468,37624,40844,33151,1997-05-01
401,生野区,147243,70381,76862,58922,1997-05-01
402,旭区,101847,49229,52618,44098,1997-05-01
403,城東区,155621,75291,80330,65125,1997-05-01
404,鶴見区,98983,48768,50215,36730,1997-05-01
405,住之江区,138400,67336,71064,53409,1997-05-01
406,住吉区,162922,77859,85063,71392,1997-05-01
407,東住吉区,140961,67449,73512,59183,1997-05-01
408,平野区,200864,97541,103323,78292,1997-05-01
409,東淀川区,184980,92822,92158,86127,1997-05-01
410,阿倍野区,102687,47951,54736,43847,1997-05-01
411,西成区,140057,79240,60817,74409,1997-05-01
412,淀川区,161618,80719,80899,75594,1997-05-01
413,浪速区,49348,25269,24079,27191,1997-05-01
414,西淀川区,91393,45663,45730,36753,1997-05-01
415,大阪市,2597962,1274970,1322992,1125097,1997-05-01
416,北区,87239,41813,45426,41560,1997-05-01
417,福島区,54722,26203,28519,23498,1997-05-01
418,此花区,67253,33618,33635,27355,1997-05-01
419,都島区,97958,48039,49919,42229,1997-05-01
420,西区,59583,28459,31124,27059,1997-05-01
421,港区,89003,44265,44738,37390,1997-05-01
422,大正区,77232,38660,38572,30728,1997-05-01
423,天王寺区,56229,26176,30053,24570,1997-05-01
424,中央区,53351,24595,28756,26485,1997-05-01
425,鶴見区,99144,48842,50302,36798,1997-06-01
426,生野区,147141,70329,76812,58971,1997-06-01
427,旭区,101826,49217,52609,44139,1997-06-01
428,城東区,155587,75266,80321,65178,1997-06-01
429,阿倍野区,102709,47954,54755,43903,1997-06-01
430,東成区,78483,37633,40850,33204,1997-06-01
431,住吉区,162897,77834,85063,71392,1997-06-01
432,東住吉区,140963,67443,73520,59235,1997-06-01
433,平野区,200930,97561,103369,78388,1997-06-01
434,西成区,140014,79241,60773,74485,1997-06-01
435,住之江区,138349,67308,71041,53429,1997-06-01
436,東淀川区,185191,92915,92276,86324,1997-06-01
437,中央区,53314,24581,28733,26502,1997-06-01
438,西淀川区,91532,45731,45801,36894,1997-06-01
439,北区,87480,41938,45542,41747,1997-06-01
440,都島区,97832,47978,49854,42235,1997-06-01
441,福島区,54837,26255,28582,23593,1997-06-01
442,此花区,67204,33585,33619,27350,1997-06-01
443,淀川区,161606,80714,80892,75736,1997-06-01
444,大阪市,2598450,1275162,1323288,1126714,1997-06-01
445,港区,88961,44237,44724,37411,1997-06-01
446,大正区,77172,38626,38546,30739,1997-06-01
447,天王寺区,56241,26187,30054,24630,1997-06-01
448,浪速区,49390,25300,24090,27269,1997-06-01
449,西区,59647,28487,31160,27162,1997-06-01
450,生野区,147084,70299,76785,59060,1997-07-01
451,旭区,101872,49238,52634,44184,1997-07-01
452,城東区,155706,75316,80390,65314,1997-07-01
453,鶴見区,99261,48894,50367,36883,1997-07-01
454,阿倍野区,102840,48008,54832,44001,1997-07-01
455,住吉区,162886,77815,85071,71389,1997-07-01
456,東住吉区,140885,67398,73487,59256,1997-07-01
457,平野区,201020,97594,103426,78460,1997-07-01
458,西成区,139918,79212,60706,74513,1997-07-01
459,東成区,78382,37586,40796,33213,1997-07-01
460,住之江区,138316,67289,71027,53430,1997-07-01
461,東淀川区,185114,92863,92251,86305,1997-07-01
462,淀川区,161735,80779,80956,75861,1997-07-01
463,西淀川区,91509,45718,45791,36905,1997-07-01
464,北区,87502,41957,45545,41818,1997-07-01
465,都島区,97720,47924,49796,42201,1997-07-01
466,福島区,54861,26262,28599,23617,1997-07-01
467,此花区,67140,33545,33595,27313,1997-07-01
468,中央区,53269,24564,28705,26535,1997-07-01
469,大阪市,2598413,1275094,1323319,1127567,1997-07-01
470,港区,88934,44217,44717,37415,1997-07-01
471,大正区,77142,38607,38535,30739,1997-07-01
472,天王寺区,56224,26185,30039,24653,1997-07-01
473,浪速区,49511,25372,24139,27374,1997-07-01
474,西区,59582,28452,31130,27128,1997-07-01
475,生野区,146927,70220,76707,59063,1997-08-01
476,旭区,101817,49211,52606,44163,1997-08-01
477,城東区,156042,75470,80572,65468,1997-08-01
478,鶴見区,99236,48877,50359,36904,1997-08-01
479,阿倍野区,103146,48144,55002,44150,1997-08-01
480,住吉区,162708,77717,84991,71336,1997-08-01
481,東住吉区,140719,67311,73408,59219,1997-08-01
482,平野区,201042,97593,103449,78499,1997-08-01
483,西成区,139704,79116,60588,74460,1997-08-01
484,東成区,78288,37542,40746,33206,1997-08-01
485,住之江区,138314,67284,71030,53457,1997-08-01
486,東淀川区,185061,92824,92237,86336,1997-08-01
487,淀川区,161660,80741,80919,75875,1997-08-01
488,西淀川区,91461,45693,45768,36882,1997-08-01
489,北区,87540,41984,45556,41883,1997-08-01
490,都島区,97693,47911,49782,42223,1997-08-01
491,福島区,54864,26260,28604,23631,1997-08-01
492,此花区,66979,33456,33523,27252,1997-08-01
493,中央区,53248,24557,28691,26564,1997-08-01
494,大阪市,2598081,1274867,1323214,1128127,1997-08-01
495,港区,88932,44209,44723,37458,1997-08-01
496,大正区,77054,38560,38494,30730,1997-08-01
497,天王寺区,56247,26201,30046,24690,1997-08-01
498,浪速区,49789,25524,24265,27514,1997-08-01
499,西区,59610,28462,31148,27164,1997-08-01
500,生野区,146785,70149,76636,59024,1997-09-01
501,旭区,101687,49147,52540,44131,1997-09-01
502,城東区,156142,75510,80632,65536,1997-09-01
503,鶴見区,99163,48836,50327,36891,1997-09-01
504,阿倍野区,103180,48153,55027,44189,1997-09-01
505,住吉区,162652,77677,84975,71329,1997-09-01
506,東住吉区,140644,67268,73376,59197,1997-09-01
507,平野区,201064,97592,103472,78535,1997-09-01
508,西成区,139640,79105,60535,74447,1997-09-01
509,東成区,78348,37573,40775,33253,1997-09-01
510,住之江区,138209,67230,70979,53484,1997-09-01
511,東淀川区,184901,92731,92170,86328,1997-09-01
512,淀川区,161529,80676,80853,75866,1997-09-01
513,西淀川区,91485,45704,45781,36927,1997-09-01
514,北区,87703,42070,45633,42028,1997-09-01
515,都島区,97687,47909,49778,42240,1997-09-01
516,福島区,54855,26252,28603,23620,1997-09-01
517,此花区,66897,33407,33490,27238,1997-09-01
518,中央区,53188,24533,28655,26590,1997-09-01
519,大阪市,2597309,1274438,1322871,1128548,1997-09-01
520,港区,88865,44169,44696,37481,1997-09-01
521,大正区,76992,38525,38467,30735,1997-09-01
522,天王寺区,56341,26251,30090,24758,1997-09-01
523,浪速区,49794,25537,24257,27572,1997-09-01
524,西区,59558,28434,31124,27149,1997-09-01
525,生野区,146641,70077,76564,59032,1997-10-01
526,旭区,101594,49101,52493,44100,1997-10-01
527,城東区,156233,75545,80688,65620,1997-10-01
528,鶴見区,99262,48880,50382,36940,1997-10-01
529,阿倍野区,103306,48205,55101,44245,1997-10-01
530,住吉区,162527,77604,84923,71276,1997-10-01
531,東住吉区,140541,67212,73329,59182,1997-10-01
532,平野区,201225,97659,103566,78668,1997-10-01
533,西成区,139514,79059,60455,74456,1997-10-01
534,東成区,78350,37575,40775,33275,1997-10-01
535,住之江区,138066,67157,70909,53489,1997-10-01
536,東淀川区,184840,92688,92152,86326,1997-10-01
537,淀川区,161442,80633,80809,75893,1997-10-01
538,西淀川区,91475,45698,45777,36964,1997-10-01
539,北区,87676,42066,45610,42094,1997-10-01
540,都島区,97726,47929,49797,42277,1997-10-01
541,福島区,54847,26244,28603,23633,1997-10-01
542,此花区,66820,33360,33460,27203,1997-10-01
