,area,total,men,women,household,date
191,旭区,95372,45615,49757,43668,2005-08-01
192,城東区,160970,77022,83948,71460,2005-08-01
193,鶴見区,107389,51986,55403,42477,2005-08-01
194,阿倍野区,107504,49969,57535,47810,2005-08-01
195,住之江区,130817,62983,67834,54883,2005-08-01
196,住吉区,159031,74846,84185,72924,2005-08-01
197,東住吉区,135219,64137,71082,60346,2005-08-01
198,平野区,200808,95965,104843,83724,2005-08-01
199,西成区,133051,78141,54910,78990,2005-08-01
200,大阪市,2629142,1280617,1348525,1244231,2005-09-01
201,北区,100208,48321,51887,54939,2005-09-01
202,都島区,99952,48688,51264,46524,2005-09-01
203,福島区,60063,28470,31593,29216,2005-09-01
204,此花区,64080,31134,32946,27900,2005-09-01
205,中央区,66778,30938,35840,40291,2005-09-01
206,西区,72577,34485,38092,41718,2005-09-01
207,港区,83293,40774,42519,37721,2005-09-01
208,大正区,73304,36198,37106,30980,2005-09-01
209,天王寺区,63999,29754,34245,30902,2005-09-01
210,浪速区,54111,27670,26441,34231,2005-09-01
211,西淀川区,95657,47345,48312,40798,2005-09-01
212,淀川区,169314,83772,85542,85240,2005-09-01
213,東淀川区,178430,88922,89508,89411,2005-09-01
214,東成区,78949,37558,41391,36282,2005-09-01
215,生野区,138623,66151,72472,61633,2005-09-01
216,旭区,95314,45580,49734,43649,2005-09-01
217,城東区,160996,77026,83970,71500,2005-09-01
218,鶴見区,107431,51995,55436,42502,2005-09-01
219,阿倍野区,107486,49961,57525,47798,2005-09-01
220,住之江区,130722,62928,67794,54895,2005-09-01
221,住吉区,159023,74832,84191,72945,2005-09-01
222,東住吉区,135152,64100,71052,60382,2005-09-01
223,平野区,200801,95943,104858,83784,2005-09-01
224,西成区,132879,78072,54807,78990,2005-09-01
225,大阪市,2628811,1280325,1348486,1245012,2005-10-01
226,北区,100385,48404,51981,55081,2005-10-01
227,都島区,99831,48623,51208,46499,2005-10-01
228,福島区,60959,28893,32066,29624,2005-10-01
229,此花区,63809,30993,32816,27815,2005-10-01
230,中央区,66818,30956,35862,40419,2005-10-01
231,西区,72591,34491,38100,41808,2005-10-01
232,港区,83191,40718,42473,37702,2005-10-01
233,大正区,73207,36144,37063,30965,2005-10-01
234,天王寺区,64137,29813,34324,30965,2005-10-01
235,浪速区,54174,27694,26480,34279,2005-10-01
236,西淀川区,95662,47341,48321,40825,2005-10-01
237,淀川区,169222,83713,85509,85217,2005-10-01
238,東淀川区,178343,88877,89466,89430,2005-10-01
239,東成区,78929,37542,41387,36304,2005-10-01
240,生野区,138564,66123,72441,61635,2005-10-01
241,旭区,95204,45520,49684,43628,2005-10-01
242,城東区,160925,76983,83942,71458,2005-10-01
243,鶴見区,107419,51977,55442,42514,2005-10-01
244,阿倍野区,107354,49901,57453,47795,2005-10-01
245,住之江区,130627,62873,67754,54906,2005-10-01
246,住吉区,158999,74810,84189,72959,2005-10-01
247,東住吉区,135016,64031,70985,60347,2005-10-01
248,平野区,200678,95866,104812,83842,2005-10-01
249,西成区,132767,78039,54728,78995,2005-10-01
250,大阪市,2630247,1280945,1349302,1246331,2005-11-01
251,北区,100548,48453,52095,55227,2005-11-01
252,都島区,99794,48590,51204,46517,2005-11-01
253,福島区,61091,28962,32129,29717,2005-11-01
254,此花区,63833,31012,32821,27848,2005-11-01
255,中央区,66955,31040,35915,40538,2005-11-01
256,西区,72755,34591,38164,41859,2005-11-01
257,港区,83204,40722,42482,37753,2005-11-01
258,大正区,73218,36143,37075,31014,2005-11-01
259,天王寺区,64352,29934,34418,31044,2005-11-01
260,浪速区,54377,27821,26556,34377,2005-11-01
261,西淀川区,95679,47336,48343,40864,2005-11-01
262,淀川区,169617,83913,85704,85398,2005-11-01
263,東淀川区,178377,88868,89509,89504,2005-11-01
264,東成区,78952,37564,41388,36343,2005-11-01
265,生野区,138614,66146,72468,61693,2005-11-01
266,旭区,95191,45509,49682,43637,2005-11-01
267,城東区,160886,76967,83919,71487,2005-11-01
268,鶴見区,107501,52000,55501,42580,2005-11-01
269,阿倍野区,107350,49896,57454,47780,2005-11-01
270,住之江区,130575,62821,67754,54974,2005-11-01
271,住吉区,159076,74836,84240,72956,2005-11-01
272,東住吉区,134958,63992,70966,60321,2005-11-01
273,平野区,200729,95885,104844,83931,2005-11-01
274,西成区,132615,77944,54671,78969,2005-11-01
275,大阪市,2630072,1280683,1349389,1247177,2005-12-01
276,北区,100696,48538,52158,55369,2005-12-01
277,都島区,99801,48550,51251,46545,2005-12-01
278,福島区,61146,28992,32154,29777,2005-12-01
279,此花区,63777,31007,32770,27850,2005-12-01
280,中央区,67064,31092,35972,40600,2005-12-01
281,西区,72976,34660,38316,41952,2005-12-01
282,港区,83198,40713,42485,37783,2005-12-01
283,大正区,73159,36113,37046,30987,2005-12-01
284,天王寺区,64527,30008,34519,31125,2005-12-01
285,浪速区,54489,27869,26620,34497,2005-12-01
286,西淀川区,95642,47313,48329,40871,2005-12-01
287,淀川区,169599,83915,85684,85458,2005-12-01
288,東淀川区,178218,88760,89458,89476,2005-12-01
289,東成区,78988,37589,41399,36412,2005-12-01
290,生野区,138395,66064,72331,61656,2005-12-01
291,旭区,95150,45486,49664,43614,2005-12-01
292,城東区,160880,76960,83920,71538,2005-12-01
293,鶴見区,107537,52002,55535,42615,2005-12-01
294,阿倍野区,107278,49855,57423,47752,2005-12-01
295,住之江区,130570,62810,67760,55030,2005-12-01
296,住吉区,159019,74802,84217,73013,2005-12-01
297,東住吉区,134823,63934,70889,60313,2005-12-01
298,平野区,200733,95847,104886,84003,2005-12-01
299,西成区,132407,77804,54603,78941,2005-12-01
