,area,total,men,women,household,date
192,城東区,165377,79263,86114,76031,2011-08-01
193,鶴見区,110793,53018,57775,45127,2011-08-01
194,阿倍野区,106180,48854,57326,49472,2011-08-01
195,住之江区,126596,60705,65891,56558,2011-08-01
196,住吉区,155428,72998,82430,73758,2011-08-01
197,東住吉区,129916,61528,68388,59703,2011-08-01
198,平野区,199548,94782,104766,86929,2011-08-01
199,西成区,120423,70778,49645,73954,2011-08-01
200,大阪市,2668999,1294969,1374030,1324994,2011-09-01
201,北区,112496,53909,58587,66565,2011-09-01
202,都島区,103174,49764,53410,50361,2011-09-01
203,福島区,68898,32575,36323,35275,2011-09-01
204,此花区,65858,32120,33738,29745,2011-09-01
205,中央区,80921,37956,42965,50785,2011-09-01
206,西区,84615,40035,44580,47964,2011-09-01
207,港区,84410,41396,43014,40601,2011-09-01
208,大正区,68664,33637,35027,30323,2011-09-01
209,天王寺区,70744,32773,37971,35255,2011-09-01
210,浪速区,63027,32005,31022,43338,2011-09-01
211,西淀川区,97407,48271,49136,43532,2011-09-01
212,淀川区,172584,85348,87236,91606,2011-09-01
213,東淀川区,176729,86928,89801,92117,2011-09-01
214,東成区,80482,38557,41925,39159,2011-09-01
215,生野区,132883,63854,69029,63057,2011-09-01
216,旭区,92218,44117,48101,43869,2011-09-01
217,城東区,165343,79245,86098,76046,2011-09-01
218,鶴見区,110833,53051,57782,45160,2011-09-01
219,阿倍野区,106340,48943,57397,49535,2011-09-01
220,住之江区,126477,60648,65829,56533,2011-09-01
221,住吉区,155244,72905,82339,73631,2011-09-01
222,東住吉区,129769,61447,68322,59611,2011-09-01
223,平野区,199562,94788,104774,86986,2011-09-01
224,西成区,120321,70697,49624,73940,2011-09-01
225,大阪市,2668972,1294751,1374221,1324740,2011-10-01
226,北区,112643,54006,58637,66617,2011-10-01
227,都島区,103190,49767,53423,50379,2011-10-01
228,福島区,68905,32572,36333,35239,2011-10-01
229,此花区,66163,32273,33890,29881,2011-10-01
230,中央区,81017,38010,43007,50800,2011-10-01
231,西区,84663,40047,44616,47972,2011-10-01
232,港区,84280,41321,42959,40565,2011-10-01
233,大正区,68600,33595,35005,30300,2011-10-01
234,天王寺区,70853,32850,38003,35293,2011-10-01
235,浪速区,63158,32043,31115,43399,2011-10-01
236,西淀川区,97314,48203,49111,43457,2011-10-01
237,淀川区,172415,85265,87150,91483,2011-10-01
238,東淀川区,176719,86926,89793,92107,2011-10-01
239,東成区,80437,38537,41900,39100,2011-10-01
240,生野区,132884,63834,69050,63080,2011-10-01
241,旭区,92188,44085,48103,43829,2011-10-01
242,城東区,165266,79193,86073,76010,2011-10-01
243,鶴見区,111053,53156,57897,45239,2011-10-01
244,阿倍野区,106283,48898,57385,49498,2011-10-01
245,住之江区,126421,60635,65786,56546,2011-10-01
246,住吉区,155188,72845,82343,73555,2011-10-01
247,東住吉区,129664,61384,68280,59514,2011-10-01
248,平野区,199482,94716,104766,86997,2011-10-01
249,西成区,120186,70590,49596,73880,2011-10-01
250,大阪市,2670016,1295284,1374732,1325077,2011-11-01
251,北区,112876,54107,58769,66772,2011-11-01
252,都島区,103153,49754,53399,50340,2011-11-01
253,福島区,68954,32587,36367,35245,2011-11-01
254,此花区,66381,32361,34020,29969,2011-11-01
255,中央区,81103,38046,43057,50869,2011-11-01
256,西区,84771,40109,44662,48023,2011-11-01
257,港区,84213,41297,42916,40537,2011-11-01
258,大正区,68546,33571,34975,30287,2011-11-01
259,天王寺区,71017,32927,38090,35380,2011-11-01
260,浪速区,63253,32103,31150,43398,2011-11-01
261,西淀川区,97319,48180,49139,43429,2011-11-01
262,淀川区,172454,85321,87133,91471,2011-11-01
263,東淀川区,176774,86964,89810,92164,2011-11-01
264,東成区,80481,38551,41930,39138,2011-11-01
265,生野区,132826,63818,69008,63043,2011-11-01
266,旭区,92148,44064,48084,43770,2011-11-01
267,城東区,165271,79196,86075,75988,2011-11-01
268,鶴見区,111329,53314,58015,45352,2011-11-01
269,阿倍野区,106338,48930,57408,49496,2011-11-01
270,住之江区,126407,60621,65786,56591,2011-11-01
271,住吉区,155270,72881,82389,73568,2011-11-01
272,東住吉区,129669,61382,68287,59505,2011-11-01
273,平野区,199402,94683,104719,86959,2011-11-01
274,西成区,120061,70517,49544,73783,2011-11-01
275,大阪市,2670050,1295219,1374831,1325154,2011-12-01
276,北区,112968,54172,58796,66854,2011-12-01
277,都島区,103085,49719,53366,50309,2011-12-01
278,福島区,69068,32652,36416,35316,2011-12-01
279,此花区,66380,32346,34034,29939,2011-12-01
280,中央区,81131,38056,43075,50924,2011-12-01
281,西区,84858,40175,44683,48098,2011-12-01
282,港区,84180,41262,42918,40567,2011-12-01
283,大正区,68496,33548,34948,30275,2011-12-01
284,天王寺区,71113,32975,38138,35404,2011-12-01
285,浪速区,63347,32134,31213,43409,2011-12-01
286,西淀川区,97345,48208,49137,43422,2011-12-01
287,淀川区,172530,85339,87191,91472,2011-12-01
288,東淀川区,176785,86968,89817,92143,2011-12-01
289,東成区,80496,38555,41941,39134,2011-12-01
290,生野区,132729,63757,68972,63041,2011-12-01
291,旭区,92082,44046,48036,43727,2011-12-01
292,城東区,165150,79123,86027,75948,2011-12-01
293,鶴見区,111417,53384,58033,45401,2011-12-01
294,阿倍野区,106360,48923,57437,49506,2011-12-01
295,住之江区,126362,60588,65774,56590,2011-12-01
296,住吉区,155341,72931,82410,73561,2011-12-01
297,東住吉区,129544,61324,68220,59440,2011-12-01
298,平野区,199466,94680,104786,87019,2011-12-01
299,西成区,119817,70354,49463,73655,2011-12-01
