,area,total,men,women,household,date
154,此花区,64794,31971,32823,27231,2001-07-01
155,中央区,57289,26548,30741,30941,2001-07-01
156,西区,64614,30711,33903,31915,2001-07-01
157,港区,86762,42813,43949,38060,2001-07-01
158,大正区,74442,37061,37381,30897,2001-07-01
159,天王寺区,59574,27939,31635,27402,2001-07-01
160,浪速区,51171,26547,24624,30524,2001-07-01
161,西淀川区,93139,46425,46714,39147,2001-07-01
162,淀川区,164365,81986,82379,81536,2001-07-01
163,東淀川区,182880,91233,91647,88825,2001-07-01
164,東成区,78706,37744,40962,34637,2001-07-01
165,生野区,141917,67709,74208,59840,2001-07-01
166,旭区,98694,47587,51107,44326,2001-07-01
167,城東区,157824,75932,81892,68778,2001-07-01
168,鶴見区,103254,50550,52704,39752,2001-07-01
169,阿倍野区,104836,48676,56160,46078,2001-07-01
170,住之江区,134811,65375,69436,54551,2001-07-01
171,住吉区,160972,76287,84685,72649,2001-07-01
172,東住吉区,138807,66084,72723,60343,2001-07-01
173,平野区,201835,97375,104460,81562,2001-07-01
174,西成区,136726,78665,58061,76325,2001-07-01
175,大阪市,2606027,1275501,1330526,1185181,2001-08-01
176,北区,93401,45126,48275,48613,2001-08-01
177,都島区,98137,48099,50038,44111,2001-08-01
178,福島区,56395,26823,29572,25910,2001-08-01
179,此花区,64757,31943,32814,27227,2001-08-01
180,中央区,57537,26663,30874,31116,2001-08-01
181,西区,64761,30781,33980,32095,2001-08-01
182,港区,86784,42817,43967,38102,2001-08-01
183,大正区,74389,37028,37361,30918,2001-08-01
184,天王寺区,59598,27946,31652,27420,2001-08-01
185,浪速区,51310,26611,24699,30672,2001-08-01
186,西淀川区,93178,46438,46740,39182,2001-08-01
187,淀川区,164484,82032,82452,81626,2001-08-01
188,東淀川区,182841,91212,91629,88862,2001-08-01
189,東成区,78673,37722,40951,34666,2001-08-01
190,生野区,141840,67673,74167,59858,2001-08-01
191,旭区,98627,47547,51080,44289,2001-08-01
192,城東区,157876,75948,81928,68857,2001-08-01
193,鶴見区,103483,50650,52833,39834,2001-08-01
194,阿倍野区,104811,48666,56145,46106,2001-08-01
195,住之江区,134762,65342,69420,54540,2001-08-01
196,住吉区,160950,76265,84685,72630,2001-08-01
197,東住吉区,138732,66043,72689,60364,2001-08-01
198,平野区,201933,97403,104530,81684,2001-08-01
199,西成区,136768,78723,58045,76499,2001-08-01
200,大阪市,2606662,1275706,1330956,1186397,2001-09-01
201,北区,93370,45109,48261,48656,2001-09-01
202,都島区,98215,48131,50084,44196,2001-09-01
203,福島区,56438,26842,29596,25973,2001-09-01
204,此花区,64753,31931,32822,27235,2001-09-01
205,中央区,57856,26811,31045,31353,2001-09-01
206,西区,64810,30804,34006,32214,2001-09-01
207,港区,86744,42790,43954,38102,2001-09-01
208,大正区,74321,36988,37333,30881,2001-09-01
209,天王寺区,59550,27918,31632,27443,2001-09-01
210,浪速区,51387,26644,24743,30735,2001-09-01
211,西淀川区,93237,46461,46776,39189,2001-09-01
212,淀川区,164505,82029,82476,81687,2001-09-01
213,東淀川区,182899,91239,91660,88935,2001-09-01
214,東成区,78586,37675,40911,34660,2001-09-01
215,生野区,141739,67625,74114,59881,2001-09-01
216,旭区,98603,47528,51075,44290,2001-09-01
217,城東区,157986,75993,81993,68900,2001-09-01
218,鶴見区,103581,50687,52894,39882,2001-09-01
219,阿倍野区,104895,48706,56189,46153,2001-09-01
220,住之江区,134853,65376,69477,54629,2001-09-01
221,住吉区,160914,76238,84676,72646,2001-09-01
222,東住吉区,138552,65952,72600,60301,2001-09-01
223,平野区,202024,97429,104595,81781,2001-09-01
224,西成区,136844,78800,58044,76675,2001-09-01
225,大阪市,2607059,1275786,1331273,1187131,2001-10-01
226,北区,93319,45082,48237,48632,2001-10-01
227,都島区,98342,48187,50155,44219,2001-10-01
228,福島区,56417,26830,29587,25980,2001-10-01
229,此花区,64696,31893,32803,27225,2001-10-01
230,中央区,58173,26958,31215,31574,2001-10-01
231,西区,64842,30819,34023,32337,2001-10-01
232,港区,86691,42757,43934,38099,2001-10-01
233,大正区,74316,36980,37336,30849,2001-10-01
234,天王寺区,59542,27910,31632,27440,2001-10-01
235,浪速区,51528,26709,24819,30833,2001-10-01
236,西淀川区,93317,46494,46823,39185,2001-10-01
237,淀川区,164571,82049,82522,81750,2001-10-01
238,東淀川区,182874,91225,91649,88986,2001-10-01
239,東成区,78553,37653,40900,34678,2001-10-01
240,生野区,141728,67620,74108,59906,2001-10-01
241,旭区,98523,47481,51042,44246,2001-10-01
242,城東区,158025,76003,82022,68957,2001-10-01
243,鶴見区,103613,50691,52922,39908,2001-10-01
244,阿倍野区,104957,48736,56221,46165,2001-10-01
245,住之江区,134863,65371,69492,54645,2001-10-01
246,住吉区,160845,76194,84651,72582,2001-10-01
247,東住吉区,138458,65902,72556,60311,2001-10-01
248,平野区,202030,97413,104617,81812,2001-10-01
249,西成区,136836,78829,58007,76812,2001-10-01
250,大阪市,2608479,1276378,1332101,1188429,2001-11-01
251,北区,93423,45131,48292,48759,2001-11-01
252,都島区,98375,48197,50178,44266,2001-11-01
253,福島区,56459,26848,29611,25997,2001-11-01
254,此花区,64664,31867,32797,27197,2001-11-01
255,中央区,58354,27041,31313,31743,2001-11-01
256,西区,65175,30977,34198,32559,2001-11-01
257,港区,86623,42717,43906,38077,2001-11-01
258,大正区,74270,36951,37319,30816,2001-11-01
259,天王寺区,59652,27956,31696,27491,2001-11-01
260,浪速区,51600,26739,24861,30910,2001-11-01
261,西淀川区,93396,46527,46869,39228,2001-11-01
262,淀川区,164726,82113,82613,81853,2001-11-01
263,東淀川区,182852,91212,91640,89004,2001-11-01
264,東成区,78587,37663,40924,34691,2001-11-01
265,生野区,141855,67681,74174,59970,2001-11-01
266,旭区,98499,47462,51037,44243,2001-11-01
267,城東区,158011,75988,82023,68969,2001-11-01
268,鶴見区,103741,50742,52999,39996,2001-11-01
269,阿倍野区,105036,48773,56263,46220,2001-11-01
270,住之江区,134523,65197,69326,54518,2001-11-01
271,住吉区,160802,76163,84639,72562,2001-11-01
272,東住吉区,138559,65946,72613,60346,2001-11-01
273,平野区,202215,97483,104732,81938,2001-11-01
274,西成区,137082,79004,58078,77076,2001-11-01
275,大阪市,2609001,1276511,1332490,1189274,2001-12-01
276,北区,93473,45153,48320,48851,2001-12-01
277,都島区,98560,48282,50278,44267,2001-12-01
278,福島区,56565,26897,29668,26074,2001-12-01
279,此花区,64606,31829,32777,27171,2001-12-01
280,中央区,58451,27086,31365,31845,2001-12-01
281,西区,65404,31086,34318,32759,2001-12-01
282,港区,86520,42659,43861,38025,2001-12-01
283,大正区,74206,36913,37293,30802,2001-12-01
284,天王寺区,59607,27930,31677,27498,2001-12-01
285,浪速区,51608,26735,24873,30983,2001-12-01
286,西淀川区,93499,46571,46928,39289,2001-12-01
287,淀川区,164873,82173,82700,81964,2001-12-01
288,東淀川区,182846,91207,91639,88975,2001-12-01
289,東成区,78648,37686,40962,34726,2001-12-01
290,生野区,141578,67549,74029,59950,2001-12-01
291,旭区,98353,47384,50969,44210,2001-12-01
292,城東区,158126,76035,82091,69022,2001-12-01
293,鶴見区,103829,50773,53056,40022,2001-12-01
294,阿倍野区,104997,48756,56241,46214,2001-12-01
295,住之江区,134527,65189,69338,54515,2001-12-01
296,住吉区,160816,76159,84657,72610,2001-12-01
297,東住吉区,138544,65933,72611,60385,2001-12-01
298,平野区,202368,97538,104830,82020,2001-12-01
299,西成区,136997,78988,58009,77097,2001-12-01
