,area,total,men,women,household,date
124,西成区,125145,73515,51630,74745,2009-05-01
125,大阪市,2658415,1290783,1367632,1301616,2009-06-01
126,北区,107440,51490,55950,62465,2009-06-01
127,都島区,102007,49291,52716,49333,2009-06-01
128,福島区,65508,31012,34496,32962,2009-06-01
129,此花区,64712,31478,33234,28872,2009-06-01
130,中央区,75497,35327,40170,46820,2009-06-01
131,西区,80770,38150,42620,46206,2009-06-01
132,港区,84899,41638,43261,40300,2009-06-01
133,大正区,70662,34762,35900,30795,2009-06-01
134,天王寺区,68179,31540,36639,33757,2009-06-01
135,浪速区,60166,30522,29644,40386,2009-06-01
136,西淀川区,97223,48167,49056,43130,2009-06-01
137,淀川区,171553,84795,86758,89985,2009-06-01
138,東淀川区,177236,87556,89680,91952,2009-06-01
139,東成区,79503,37958,41545,38048,2009-06-01
140,生野区,135015,64575,70440,62533,2009-06-01
141,旭区,93120,44582,48538,43872,2009-06-01
142,城東区,165818,79404,86414,75553,2009-06-01
143,鶴見区,110745,53208,57537,44916,2009-06-01
144,阿倍野区,106933,49265,57668,49054,2009-06-01
145,住之江区,127615,61250,66365,56074,2009-06-01
146,住吉区,156440,73489,82951,73544,2009-06-01
147,東住吉区,132078,62559,69519,60304,2009-06-01
148,平野区,200265,95296,104969,85936,2009-06-01
149,西成区,125031,73469,51562,74819,2009-06-01
150,大阪市,2658800,1291192,1367608,1302898,2009-07-01
151,北区,107574,51547,56027,62610,2009-07-01
152,都島区,102096,49298,52798,49427,2009-07-01
153,福島区,65608,31072,34536,33037,2009-07-01
154,此花区,64664,31439,33225,28857,2009-07-01
155,中央区,75730,35479,40251,47068,2009-07-01
156,西区,80959,38308,42651,46264,2009-07-01
157,港区,84869,41642,43227,40320,2009-07-01
158,大正区,70554,34700,35854,30775,2009-07-01
159,天王寺区,68276,31570,36706,33801,2009-07-01
160,浪速区,60053,30466,29587,40439,2009-07-01
161,西淀川区,97245,48174,49071,43148,2009-07-01
162,淀川区,171627,84820,86807,90071,2009-07-01
163,東淀川区,177225,87549,89676,91944,2009-07-01
164,東成区,79493,37957,41536,38062,2009-07-01
165,生野区,134917,64549,70368,62575,2009-07-01
166,旭区,93159,44618,48541,43907,2009-07-01
167,城東区,165734,79389,86345,75572,2009-07-01
168,鶴見区,110841,53252,57589,44946,2009-07-01
169,阿倍野区,106887,49249,57638,49089,2009-07-01
170,住之江区,127633,61259,66374,56136,2009-07-01
171,住吉区,156391,73521,82870,73595,2009-07-01
172,東住吉区,131998,62530,69468,60293,2009-07-01
173,平野区,200310,95318,104992,86012,2009-07-01
174,西成区,124957,73486,51471,74950,2009-07-01
175,大阪市,2659120,1291587,1367533,1303921,2009-08-01
176,北区,107630,51584,56046,62731,2009-08-01
177,都島区,102109,49305,52804,49458,2009-08-01
178,福島区,65698,31104,34594,33121,2009-08-01
179,此花区,64776,31509,33267,28926,2009-08-01
180,中央区,75909,35583,40326,47183,2009-08-01
181,西区,81084,38380,42704,46307,2009-08-01
182,港区,84864,41641,43223,40326,2009-08-01
183,大正区,70515,34686,35829,30774,2009-08-01
184,天王寺区,68393,31651,36742,33868,2009-08-01
185,浪速区,60139,30556,29583,40589,2009-08-01
186,西淀川区,97297,48210,49087,43193,2009-08-01
187,淀川区,171765,84885,86880,90203,2009-08-01
188,東淀川区,177156,87512,89644,91921,2009-08-01
189,東成区,79510,37965,41545,38118,2009-08-01
190,生野区,134916,64593,70323,62625,2009-08-01
191,旭区,93082,44609,48473,43898,2009-08-01
192,城東区,165708,79371,86337,75566,2009-08-01
193,鶴見区,110877,53265,57612,44979,2009-08-01
194,阿倍野区,106737,49189,57548,49028,2009-08-01
195,住之江区,127601,61243,66358,56152,2009-08-01
196,住吉区,156337,73507,82830,73596,2009-08-01
197,東住吉区,131904,62485,69419,60295,2009-08-01
198,平野区,200276,95297,104979,86074,2009-08-01
199,西成区,124837,73457,51380,74990,2009-08-01
200,大阪市,2659693,1292007,1367686,1305002,2009-09-01
201,北区,107814,51659,56155,62871,2009-09-01
202,都島区,102064,49294,52770,49477,2009-09-01
203,福島区,65819,31171,34648,33209,2009-09-01
204,此花区,64906,31596,33310,28982,2009-09-01
205,中央区,75999,35616,40383,47277,2009-09-01
206,西区,81215,38447,42768,46350,2009-09-01
207,港区,84904,41652,43252,40391,2009-09-01
208,大正区,70469,34675,35794,30758,2009-09-01
209,天王寺区,68481,31670,36811,33931,2009-09-01
210,浪速区,60176,30606,29570,40699,2009-09-01
211,西淀川区,97413,48278,49135,43279,2009-09-01
212,淀川区,171874,85012,86862,90338,2009-09-01
213,東淀川区,177047,87428,89619,91858,2009-09-01
214,東成区,79646,38065,41581,38216,2009-09-01
215,生野区,134868,64590,70278,62677,2009-09-01
216,旭区,93067,44590,48477,43897,2009-09-01
217,城東区,165655,79367,86288,75563,2009-09-01
218,鶴見区,110861,53267,57594,44997,2009-09-01
219,阿倍野区,106624,49147,57477,48988,2009-09-01
220,住之江区,127570,61224,66346,56205,2009-09-01
221,住吉区,156401,73541,82860,73612,2009-09-01
222,東住吉区,131867,62471,69396,60282,2009-09-01
223,平野区,200294,95281,105013,86126,2009-09-01
224,西成区,124659,73360,51299,75019,2009-09-01
225,大阪市,2659796,1291950,1367846,1305639,2009-10-01
226,北区,107935,51688,56247,62972,2009-10-01
227,都島区,102101,49312,52789,49500,2009-10-01
228,福島区,65879,31192,34687,33251,2009-10-01
229,此花区,64967,31629,33338,29033,2009-10-01
230,中央区,76120,35657,40463,47344,2009-10-01
231,西区,81246,38452,42794,46374,2009-10-01
232,港区,85012,41706,43306,40445,2009-10-01
233,大正区,70436,34655,35781,30756,2009-10-01
234,天王寺区,68801,31819,36982,34090,2009-10-01
235,浪速区,60256,30659,29597,40789,2009-10-01
236,西淀川区,97391,48275,49116,43303,2009-10-01
237,淀川区,171864,85024,86840,90346,2009-10-01
238,東淀川区,177003,87384,89619,91831,2009-10-01
239,東成区,79674,38091,41583,38272,2009-10-01
240,生野区,134710,64502,70208,62649,2009-10-01
241,旭区,93023,44571,48452,43883,2009-10-01
242,城東区,165640,79359,86281,75563,2009-10-01
243,鶴見区,110899,53275,57624,45030,2009-10-01
244,阿倍野区,106590,49132,57458,48961,2009-10-01
245,住之江区,127529,61221,66308,56231,2009-10-01
246,住吉区,156301,73465,82836,73622,2009-10-01
247,東住吉区,131720,62386,69334,60247,2009-10-01
248,平野区,200214,95234,104980,86115,2009-10-01
249,西成区,124485,73262,51223,75032,2009-10-01
250,大阪市,2661153,1292769,1368384,1306796,2009-11-01
251,北区,108205,51809,56396,63197,2009-11-01
252,都島区,102109,49333,52776,49518,2009-11-01
253,福島区,65893,31196,34697,33290,2009-11-01
254,此花区,65439,31907,33532,29303,2009-11-01
255,中央区,76300,35756,40544,47422,2009-11-01
256,西区,81461,38561,42900,46433,2009-11-01
257,港区,85078,41745,43333,40500,2009-11-01
258,大正区,70378,34625,35753,30762,2009-11-01
259,天王寺区,68928,31878,37050,34138,2009-11-01
260,浪速区,60419,30739,29680,40876,2009-11-01
261,西淀川区,97494,48317,49177,43382,2009-11-01
262,淀川区,171951,85111,86840,90460,2009-11-01
263,東淀川区,176879,87295,89584,91730,2009-11-01
264,東成区,79787,38150,41637,38352,2009-11-01
265,生野区,134713,64507,70206,62681,2009-11-01
266,旭区,92935,44519,48416,43860,2009-11-01
267,城東区,165562,79320,86242,75515,2009-11-01
268,鶴見区,110977,53303,57674,45060,2009-11-01
269,阿倍野区,106544,49101,57443,48983,2009-11-01
270,住之江区,127558,61256,66302,56268,2009-11-01
271,住吉区,156267,73486,82781,73648,2009-11-01
272,東住吉区,131668,62384,69284,60245,2009-11-01
273,平野区,200264,95272,104992,86124,2009-11-01
274,西成区,124344,73199,51145,75049,2009-11-01
275,大阪市,2661183,1292779,1368404,1307331,2009-12-01
276,北区,108342,51870,56472,63347,2009-12-01
277,都島区,102052,49302,52750,49505,2009-12-01
278,福島区,65938,31219,34719,33340,2009-12-01
279,此花区,65484,31923,33561,29324,2009-12-01
280,中央区,76397,35819,40578,47494,2009-12-01
281,西区,81526,38570,42956,46417,2009-12-01
282,港区,85069,41756,43313,40503,2009-12-01
283,大正区,70266,34549,35717,30720,2009-12-01
284,天王寺区,69062,31926,37136,34202,2009-12-01
285,浪速区,60482,30723,29759,40966,2009-12-01
286,西淀川区,97530,48329,49201,43426,2009-12-01
287,淀川区,171878,85089,86789,90423,2009-12-01
288,東淀川区,176866,87285,89581,91703,2009-12-01
289,東成区,79823,38191,41632,38386,2009-12-01
290,生野区,134631,64491,70140,62672,2009-12-01
291,旭区,92878,44476,48402,43828,2009-12-01
292,城東区,165697,79393,86304,75585,2009-12-01
293,鶴見区,110989,53313,57676,45071,2009-12-01
294,阿倍野区,106523,49092,57431,48972,2009-12-01
295,住之江区,127498,61219,66279,56291,2009-12-01
296,住吉区,156269,73570,82699,73692,2009-12-01
297,東住吉区,131613,62359,69254,60255,2009-12-01
298,平野区,200261,95269,104992,86179,2009-12-01
299,西成区,124109,73046,51063,75030,2009-12-01
