,area,total,men,women,household,date
51,北区,115162,55329,59833,68472,2013-03-01
52,都島区,104169,50262,53907,50745,2013-03-01
53,福島区,70413,33202,37211,36080,2013-03-01
54,此花区,66574,32461,34113,30072,2013-03-01
55,中央区,83703,39222,44481,52727,2013-03-01
56,西区,86677,41004,45673,49003,2013-03-01
57,港区,83206,40789,42417,40221,2013-03-01
58,大正区,67336,32913,34423,29833,2013-03-01
59,天王寺区,72869,33890,38979,36354,2013-03-01
60,浪速区,65093,33064,32029,44511,2013-03-01
61,西淀川区,96631,47663,48968,43196,2013-03-01
62,淀川区,173449,85878,87571,92096,2013-03-01
63,東淀川区,176854,87048,89806,92203,2013-03-01
64,東成区,80569,38597,41972,39297,2013-03-01
65,生野区,131972,63341,68631,63100,2013-03-01
66,旭区,91944,43970,47974,43679,2013-03-01
67,城東区,164558,78685,85873,75699,2013-03-01
68,鶴見区,111451,53373,58078,45661,2013-03-01
69,阿倍野区,106363,48998,57365,49601,2013-03-01
70,住之江区,125603,60279,65324,56866,2013-03-01
71,住吉区,154683,72518,82165,72745,2013-03-01
72,東住吉区,128134,60636,67498,58637,2013-03-01
73,平野区,198940,94377,104563,87586,2013-03-01
74,西成区,117538,68797,48741,72586,2013-03-01
75,大阪市,2674028,1295496,1378532,1333495,2013-04-01
76,北区,115659,55542,60117,68819,2013-04-01
77,都島区,104159,50194,53965,50864,2013-04-01
78,福島区,70559,33287,37272,36230,2013-04-01
79,此花区,66481,32438,34043,30096,2013-04-01
80,中央区,84460,39555,44905,53225,2013-04-01
81,西区,86962,41078,45884,49220,2013-04-01
82,港区,83086,40733,42353,40282,2013-04-01
83,大正区,67208,32845,34363,29789,2013-04-01
84,天王寺区,73058,33864,39194,36542,2013-04-01
85,浪速区,65324,33169,32155,44727,2013-04-01
86,西淀川区,96544,47614,48930,43195,2013-04-01
87,淀川区,173633,85843,87790,92374,2013-04-01
88,東淀川区,176707,86942,89765,92397,2013-04-01
89,東成区,80558,38566,41992,39359,2013-04-01
90,生野区,131902,63331,68571,63203,2013-04-01
91,旭区,91788,43881,47907,43643,2013-04-01
92,城東区,164359,78508,85851,75748,2013-04-01
93,鶴見区,111197,53230,57967,45663,2013-04-01
94,阿倍野区,106594,49061,57533,49723,2013-04-01
95,住之江区,125355,60166,65189,56866,2013-04-01
96,住吉区,154459,72323,82136,72778,2013-04-01
97,東住吉区,127984,60481,67503,58620,2013-04-01
98,平野区,198650,94197,104453,87643,2013-04-01
99,西成区,117342,68648,48694,72489,2013-04-01
100,大阪市,2678065,1297740,1380325,1337050,2013-05-01
101,北区,116242,55929,60313,69262,2013-05-01
102,都島区,104309,50259,54050,51003,2013-05-01
103,福島区,70890,33470,37420,36455,2013-05-01
104,此花区,66522,32468,34054,30145,2013-05-01
105,中央区,85285,39943,45342,53774,2013-05-01
106,西区,87237,41193,46044,49406,2013-05-01
107,港区,83085,40745,42340,40332,2013-05-01
108,大正区,67128,32826,34302,29797,2013-05-01
109,天王寺区,73329,34021,39308,36703,2013-05-01
110,浪速区,65734,33410,32324,45029,2013-05-01
111,西淀川区,96589,47654,48935,43242,2013-05-01
112,淀川区,174050,86078,87972,92710,2013-05-01
113,東淀川区,176920,87047,89873,92620,2013-05-01
114,東成区,80583,38563,42020,39445,2013-05-01
115,生野区,131870,63313,68557,63304,2013-05-01
116,旭区,91857,43960,47897,43677,2013-05-01
117,城東区,164510,78574,85936,75877,2013-05-01
118,鶴見区,111366,53310,58056,45768,2013-05-01
119,阿倍野区,106808,49167,57641,49899,2013-05-01
120,住之江区,125343,60155,65188,56910,2013-05-01
121,住吉区,154607,72407,82200,72862,2013-05-01
122,東住吉区,127961,60502,67459,58614,2013-05-01
123,平野区,198596,94157,104439,87727,2013-05-01
124,西成区,117244,68589,48655,72489,2013-05-01
125,大阪市,2678725,1298040,1380685,1338002,2013-06-01
126,北区,116440,56033,60407,69404,2013-06-01
127,都島区,104378,50308,54070,51041,2013-06-01
128,福島区,71064,33571,37493,36577,2013-06-01
129,此花区,66510,32456,34054,30165,2013-06-01
130,中央区,85468,40023,45445,53997,2013-06-01
131,西区,87350,41240,46110,49520,2013-06-01
132,港区,83091,40747,42344,40354,2013-06-01
133,大正区,67046,32780,34266,29781,2013-06-01
134,天王寺区,73336,34023,39313,36696,2013-06-01
135,浪速区,65847,33480,32367,45191,2013-06-01
136,西淀川区,96555,47627,48928,43221,2013-06-01
137,淀川区,174261,86192,88069,92837,2013-06-01
138,東淀川区,176900,87041,89859,92639,2013-06-01
139,東成区,80623,38567,42056,39447,2013-06-01
140,生野区,131804,63283,68521,63329,2013-06-01
141,旭区,91903,43966,47937,43736,2013-06-01
142,城東区,164411,78528,85883,75862,2013-06-01
143,鶴見区,111370,53323,58047,45790,2013-06-01
144,阿倍野区,106849,49170,57679,49913,2013-06-01
145,住之江区,125315,60151,65164,56941,2013-06-01
146,住吉区,154635,72435,82200,72757,2013-06-01
147,東住吉区,127866,60460,67406,58528,2013-06-01
148,平野区,198581,94155,104426,87815,2013-06-01
149,西成区,117122,68481,48641,72461,2013-06-01
150,大阪市,2678467,1297816,1380651,1338177,2013-07-01
151,北区,116472,56044,60428,69420,2013-07-01
152,都島区,104361,50309,54052,51062,2013-07-01
153,福島区,71157,33623,37534,36624,2013-07-01
154,此花区,66517,32472,34045,30198,2013-07-01
155,中央区,85635,40071,45564,54150,2013-07-01
156,西区,87387,41246,46141,49525,2013-07-01
157,港区,83055,40718,42337,40365,2013-07-01
158,大正区,67012,32763,34249,29775,2013-07-01
159,天王寺区,73372,34048,39324,36721,2013-07-01
160,浪速区,65883,33492,32391,45256,2013-07-01
161,西淀川区,96577,47648,48929,43213,2013-07-01
162,淀川区,174287,86187,88100,92838,2013-07-01
163,東淀川区,176840,87026,89814,92602,2013-07-01
164,東成区,80649,38579,42070,39491,2013-07-01
165,生野区,131841,63332,68509,63365,2013-07-01
166,旭区,91882,43923,47959,43734,2013-07-01
167,城東区,164400,78500,85900,75835,2013-07-01
168,鶴見区,111341,53320,58021,45778,2013-07-01
169,阿倍野区,106709,49096,57613,49836,2013-07-01
170,住之江区,125272,60130,65142,56950,2013-07-01
171,住吉区,154562,72387,82175,72696,2013-07-01
172,東住吉区,127759,60439,67320,58485,2013-07-01
173,平野区,198571,94141,104430,87890,2013-07-01
174,西成区,116926,68322,48604,72368,2013-07-01
175,大阪市,2678858,1298095,1380763,1338715,2013-08-01
176,北区,116661,56149,60512,69563,2013-08-01
177,都島区,104375,50312,54063,51078,2013-08-01
178,福島区,71199,33647,37552,36653,2013-08-01
179,此花区,66614,32523,34091,30247,2013-08-01
180,中央区,85890,40185,45705,54332,2013-08-01
181,西区,87494,41306,46188,49571,2013-08-01
182,港区,82931,40652,42279,40341,2013-08-01
183,大正区,66929,32722,34207,29766,2013-08-01
184,天王寺区,73357,34056,39301,36741,2013-08-01
185,浪速区,66057,33584,32473,45363,2013-08-01
186,西淀川区,96558,47648,48910,43214,2013-08-01
187,淀川区,174315,86238,88077,92894,2013-08-01
188,東淀川区,176743,86978,89765,92567,2013-08-01
189,東成区,80612,38559,42053,39474,2013-08-01
190,生野区,131873,63381,68492,63414,2013-08-01
191,旭区,91903,43933,47970,43719,2013-08-01
192,城東区,164397,78478,85919,75816,2013-08-01
193,鶴見区,111332,53308,58024,45801,2013-08-01
194,阿倍野区,106753,49123,57630,49842,2013-08-01
195,住之江区,125111,60083,65028,56932,2013-08-01
196,住吉区,154757,72460,82297,72666,2013-08-01
197,東住吉区,127692,60416,67276,58467,2013-08-01
198,平野区,198533,94119,104414,87935,2013-08-01
199,西成区,116772,68235,48537,72319,2013-08-01
200,大阪市,2678840,1298101,1380739,1339061,2013-09-01
201,北区,117420,56515,60905,69983,2013-09-01
202,都島区,104353,50313,54040,51072,2013-09-01
203,福島区,71235,33660,37575,36709,2013-09-01
204,此花区,66649,32543,34106,30272,2013-09-01
205,中央区,86036,40244,45792,54440,2013-09-01
206,西区,87522,41327,46195,49568,2013-09-01
207,港区,82848,40597,42251,40318,2013-09-01
208,大正区,66833,32678,34155,29751,2013-09-01
209,天王寺区,73445,34121,39324,36816,2013-09-01
210,浪速区,66156,33654,32502,45467,2013-09-01
211,西淀川区,96412,47591,48821,43175,2013-09-01
212,淀川区,174354,86262,88092,92934,2013-09-01
213,東淀川区,176702,86969,89733,92525,2013-09-01
214,東成区,80545,38510,42035,39425,2013-09-01
215,生野区,131679,63266,68413,63330,2013-09-01
216,旭区,91853,43902,47951,43720,2013-09-01
217,城東区,164343,78482,85861,75764,2013-09-01
218,鶴見区,111276,53274,58002,45784,2013-09-01
219,阿倍野区,106700,49102,57598,49842,2013-09-01
220,住之江区,125080,60063,65017,56911,2013-09-01
221,住吉区,154714,72453,82261,72626,2013-09-01
222,東住吉区,127724,60431,67293,58482,2013-09-01
223,平野区,198402,94062,104340,87934,2013-09-01
224,西成区,116559,68082,48477,72213,2013-09-01
225,大阪市,2678663,1297931,1380732,1338910,2013-10-01
226,北区,117502,56534,60968,69988,2013-10-01
227,都島区,104358,50313,54045,51068,2013-10-01
228,福島区,71259,33670,37589,36718,2013-10-01
229,此花区,66609,32506,34103,30269,2013-10-01
230,中央区,86141,40338,45803,54529,2013-10-01
231,西区,87645,41378,46267,49623,2013-10-01
232,港区,82785,40552,42233,40283,2013-10-01
233,大正区,66769,32634,34135,29711,2013-10-01
234,天王寺区,73561,34180,39381,36850,2013-10-01
235,浪速区,66273,33706,32567,45508,2013-10-01
236,西淀川区,96417,47576,48841,43140,2013-10-01
237,淀川区,174401,86285,88116,92922,2013-10-01
238,東淀川区,176657,86975,89682,92472,2013-10-01
239,東成区,80538,38499,42039,39450,2013-10-01
240,生野区,131506,63200,68306,63285,2013-10-01
241,旭区,91826,43869,47957,43699,2013-10-01
242,城東区,164200,78398,85802,75701,2013-10-01
243,鶴見区,111286,53285,58001,45772,2013-10-01
244,阿倍野区,106754,49123,57631,49889,2013-10-01
245,住之江区,125029,60028,65001,56920,2013-10-01
246,住吉区,154696,72453,82243,72555,2013-10-01
247,東住吉区,127740,60456,67284,58463,2013-10-01
248,平野区,198384,94032,104352,87954,2013-10-01
249,西成区,116327,67941,48386,72141,2013-10-01
250,大阪市,2679337,1298363,1380974,1338936,2013-11-01
251,北区,117603,56600,61003,70028,2013-11-01
252,都島区,104417,50384,54033,51083,2013-11-01
253,福島区,71344,33726,37618,36764,2013-11-01
254,此花区,66674,32533,34141,30287,2013-11-01
255,中央区,86415,40475,45940,54668,2013-11-01
256,西区,87903,41498,46405,49725,2013-11-01
257,港区,82671,40508,42163,40245,2013-11-01
258,大正区,66667,32582,34085,29668,2013-11-01
259,天王寺区,73692,34255,39437,36909,2013-11-01
260,浪速区,66257,33705,32552,45399,2013-11-01
261,西淀川区,96379,47555,48824,43121,2013-11-01
262,淀川区,174460,86342,88118,92888,2013-11-01
263,東淀川区,176608,86982,89626,92376,2013-11-01
264,東成区,80543,38482,42061,39442,2013-11-01
265,生野区,131531,63227,68304,63287,2013-11-01
266,旭区,91864,43887,47977,43724,2013-11-01
267,城東区,164172,78350,85822,75681,2013-11-01
268,鶴見区,111305,53295,58010,45786,2013-11-01
269,阿倍野区,106862,49200,57662,49939,2013-11-01
270,住之江区,125002,59990,65012,56933,2013-11-01
271,住吉区,154723,72489,82234,72455,2013-11-01
272,東住吉区,127682,60450,67232,58435,2013-11-01
273,平野区,198360,94017,104343,88014,2013-11-01
274,西成区,116203,67831,48372,72079,2013-11-01
275,大阪市,2678873,1298122,1380751,1338613,2013-12-01
276,北区,117878,56730,61148,70110,2013-12-01
277,都島区,104415,50372,54043,51057,2013-12-01
278,福島区,71376,33718,37658,36774,2013-12-01
279,此花区,66691,32560,34131,30304,2013-12-01
280,中央区,86471,40493,45978,54734,2013-12-01
281,西区,88017,41541,46476,49765,2013-12-01
282,港区,82578,40458,42120,40204,2013-12-01
283,大正区,66651,32571,34080,29653,2013-12-01
284,天王寺区,73763,34308,39455,36909,2013-12-01
285,浪速区,66254,33684,32570,45428,2013-12-01
286,西淀川区,96260,47492,48768,43044,2013-12-01
287,淀川区,174363,86329,88034,92812,2013-12-01
288,東淀川区,176585,86975,89610,92355,2013-12-01
289,東成区,80565,38500,42065,39426,2013-12-01
290,生野区,131397,63161,68236,63274,2013-12-01
291,旭区,91845,43912,47933,43697,2013-12-01
292,城東区,164090,78309,85781,75611,2013-12-01
293,鶴見区,111305,53296,58009,45794,2013-12-01
294,阿倍野区,107025,49320,57705,50013,2013-12-01
295,住之江区,124920,59956,64964,56912,2013-12-01
296,住吉区,154635,72423,82212,72354,2013-12-01
297,東住吉区,127569,60363,67206,58422,2013-12-01
298,平野区,198293,93990,104303,88044,2013-12-01
299,西成区,115927,67661,48266,71917,2013-12-01
